>>swe<< Go.	Gå.
>>swe<< She was right in the middle of cutting cucumbers.	Hon höll just på att skära upp gurkor.
>>swe<< Some deaf people choose not to use sign language.	En del döva personer väljer att inte använda teckenspråk.
>>swe<< Tell me what you eat, I'll tell you what you are.	Säg mig vad du äter, så ska jag säga dig vad du är.
>>swe<< The beach is an ideal place for children to play.	Stranden är ett idealiskt ställe för att barn att leka.
>>swe<< The beach is an ideal place for children to play.	Stranden är en ideell plats för barn att leka.
>>swe<< The bishop took pity on the desperate immigrants.	Biskopen förbarmade sig över de förtvivlade immigranterna.
>>swe<< The fact is that she didn't even read the letter.	Faktum är att hon läste inte ens brevet.
>>swe<< The lake was frozen, so we walked across the ice.	Sjön hade frusit till, så vi gick över isen.
>>swe<< The old woman climbed the stairs with difficulty.	Den gamla kvinnan gick upp för trappan med möda.
>>swe<< The victim's body was lying face down on the rug.	Offret låg med ansiktet ned i mattan.
>>swe<< The woman sitting over there is his present wife.	Kvinnan som sitter där borta är hans nuvarande fru.
>>swe<< This desk, which I bought yesterday, is very big.	Det här skrivbordet som jag köpte igår är väldigt stort.
>>swe<< This is the most beautiful sunset I've ever seen.	Det här är den vackraste solnedgång jag någonsin sett.
>>swe<< Today is the tomorrow we worried about yesterday.	I dag är morgondagen som vi oroade oss för i går.
>>swe<< Today is the tomorrow we worried about yesterday.	I dag är morgondagen vi oroade oss för i går.
>>swe<< Tom asked me if I really thought I could do that.	Tom frågade mig om jag verkligen trodde att jag kunde göra det.
>>swe<< Tom couldn't sleep because he had a bad headache.	Tom kunde inte sova för han hade väldigt ont i huvudet.
>>swe<< Tom couldn't sleep because he had a bad headache.	Tom kunde inte sova för han hade en kraftig huvudvärk.
>>swe<< Tom didn't want to write about what had happened.	Tom ville inte skriva om det som hade hänt.
>>swe<< Tom emptied the wastebasket into the incinerator.	Tom tömde papperskorgen i förbränningsugnen.
>>swe<< Tom heard someone moving around in the next room.	Tom hörde någonting röra sig i nästa rum.
>>swe<< Tom mentioned a name that I'd never heard before.	Tom nämnde ett namn som jag aldrig hade hört tidigare.
>>swe<< Tom probably doesn't know why Mary is still here.	Tom vet troligen inte varför Mary fortfarande är här.
>>swe<< Tom said that he thought that I seemed impressed.	Tom sade att han tyckte att jag verkade imponerad.
>>swe<< Tom sat patiently in his chair, waiting for Mary.	Tom satt tålmodigt i sin stol och väntade på Mary.
>>swe<< Tom wanted to become a sign language interpreter.	Tom ville bli teckenspråkstolk.
>>swe<< Tom will probably tell Mary not to be frightened.	Tom kommer troligen säga till Mary att inte vara rädd.
>>swe<< We associate Darwin with the theory of evolution.	Vi förknippar Darwin med evolutionsteorin.
>>swe<< We drove too fast to enjoy the beautiful scenery.	Vi körde för snabbt för att kunna njuta av det vackra landskapet.
>>swe<< We got up early so that we could see the sunrise.	Vi klev upp tidigt så att vi kunde se soluppgången.
>>swe<< We got up early so that we could see the sunrise.	Vi steg upp tidigt så att vi kunde se soluppgången.
>>swe<< We had to postpone the gathering because of rain.	Vi har skjutit upp samlingen på grund av regn.
>>swe<< We need to try to get everybody inside the house.	Vi måste försöka att få in alla i huset.
>>swe<< Will you take care of the children while I'm out?	Ser du efter barnen medan jag är ute?
>>swe<< Without your protection, Tom won't have a chance.	Utan ditt beskydd kommer Tom inte ha någon chans.
>>swe<< Would you like to add anything to what I've said?	Har du någonting att tillägga till det som jag har sagt?
>>swe<< Yesterday, I bought ten new pairs of ankle socks.	I går köpte jag tio nya par ankelsockor.
>>swe<< You don't get up as early as your sister, do you?	Du går inte upp lika tidigt som din syster, eller hur?
>>swe<< You should inform your mother as soon as you can.	Du borde informera din mamma så snart du kan.
>>swe<< You were with Tom the night he died, weren't you?	Du var med Tom natten han dog, eller hur?
>>swe<< "Do you like it?" "The food was better in prison."	"Gillar du det?" "Maten var bättre i fängelset."
>>swe<< "Why aren't you going?" "Because I don't want to."	”Varför ska du inte åka?” ”För att jag inte vill.”
>>swe<< "Why aren't you going?" "Because I don't want to."	”Varför ska du inte åka?” ”För jag vill inte.”
>>swe<< A lack of sleep affected the singer's performance.	Sömnbrist påverkade sångarens uppträdande.
>>swe<< A six-figure income isn't uncommon for physicians.	En sexsiffrig inkomst är inte ovanligt för en läkare.
>>swe<< All of the apples that fall are eaten by the pigs.	Alla äpplen som faller till marken äts upp av grisarna.
>>swe<< Are you sure it's OK to leave Tom alone with Mary?	Är du säker på att det är okej att lämna Tom ensam med Mary?
>>swe<< As soon as it gets dark, the fireworks will start.	Så fort det blir mörkt börjar fyrverkeriet.
>>swe<< At any rate, it will be a good experience for you.	Hur som helst, det kommer att vara en bra erfarenhet för dig.
>>swe<< Blackbirds are songbirds common throughout Europe.	Koltrasten är en sångfågel som är vanlig i hela Europa.
>>swe<< Do you know anyone who was on that ship that sunk?	Känner du någon som var på det där skeppet som sjönk?
>>swe<< He failed in his attempt to swim across the river.	Hans försök med att simma över floden misslyckades.
>>swe<< He failed in his attempt to swim across the river.	Han misslyckades med att försöka simma över floden.
>>swe<< He has been regarded as Japan's answer to Picasso.	Han har setts som Japans svar på Picasso.
>>swe<< I am going to write about our parks and mountains.	Jag tänker skriva om våra parker och berg.
>>swe<< I grew tomatoes last year and they were very good.	Jag odlade tomater förra året och de smakade väldigt gott.
>>swe<< I grew tomatoes last year and they were very good.	Jag odlade tomater förra året och de var väldigt goda.
>>swe<< I hate dealing with children who are picky eaters.	Jag avskyr att ha med kräsna barn att göra.
>>swe<< I have two dogs. One is white and the other black.	Jag har två hundar. Den ena är vit och den andra svart.
>>swe<< I knew that Tom would do that if you asked him to.	Jag visste att Tom skulle göra det om du bad honom om det.
>>swe<< I need to understand the meaning of this sentence.	Jag behöver förstå vad denna mening betyder.
>>swe<< I only wish I could be as happy as you seem to be.	Jag önskar bara att jag kunde vara så lycklig som du verkar.
>>swe<< I thought Tom would speak French better than Mary.	Jag trodde att Tom skulle tala bättre franska än Mary.
>>swe<< I took it for granted that Tom could speak French.	Jag tog för givet att Tom kunde franska.
>>swe<< I took it for granted that you would come with us.	Jag tog det för givet att du skulle följa med.
>>swe<< I will neither confirm nor deny these allegations.	Jag kommer inte att vare sig bekräfta eller förneka dessa anklagelser.
>>swe<< I would've never guessed that Tom was from Boston.	Jag skulle aldrig ha gissat att Tom är från Boston.
>>swe<< It has taken forty-six years to build this temple.	Det har tagit fyrtiosex år att bygga det här templet.
>>swe<< Losing my daughter has taken away my will to live.	Att förlora min dotter har berövat mig livsglädjen.
>>swe<< My not knowing what to do was part of the problem.	Att jag inte visste vad jag skulle göra var en del av problemet.
>>swe<< My older brother borrowed money from a loan shark.	Min storebror lånade pengar av en kredithaj.
>>swe<< My older brother borrowed money from a loan shark.	Min storebror lånade pengar av en ockrare.
>>swe<< Our English teacher put emphasis on pronunciation.	Vår engelsklärare lägger vikt vid uttalet.
>>swe<< President Truman had to make a difficult decision.	President Truman var tvungen att fatta ett svårt beslut.
>>swe<< President Truman had to make a difficult decision.	President Truman var tvungen att ta ett svårt beslut.
>>swe<< She helped her father with the work in the garden.	Hon hjälpte sin far med trädgårdsarbetet.
>>swe<< She stirred the instant coffee and poured in milk.	Hon rörde om pulverkaffet och hällde i mjölk.
>>swe<< She warned the children not to play on the street.	Hon varnade barnen för att leka på gatan.
>>swe<< Stop beating around the bush and get to the point.	Sluta göra omsvep och kom till saken.
>>swe<< Stop beating around the bush and get to the point.	Sluta gå som katten kring en het gröt och kom till saken.
>>swe<< That psychiatrist specialized in eating disorders.	Den psykiatern har specialiserat sig på ätstörningar.
>>swe<< The crowd demonstrated in support of human rights.	Folkmassan demonstrerade för mänskliga rättigheter.
>>swe<< The official dinner took place at the White House.	Den officiella middagen ägde rum i Vita huset.
>>swe<< The police believe Tom was involved in the murder.	Polisen tror att Tom var inblandad i mordet.
>>swe<< The rope broke when we were climbing the mountain.	Repet gick av medan vi besteg berget.
>>swe<< The school is within walking distance of my house.	Skolan är på gångavstånd från mitt hus.
>>swe<< The talks will deal with the problem of pollution.	Förhandlingarna ska ta upp problemet om miljöförorening.
>>swe<< There are still some savage tribes on that island.	Det finns ännu några vilda folkstammar på den där ön.
>>swe<< This is the very dictionary I've been looking for.	Det här är just den ordbok jag har letat efter.
>>swe<< This is the very dictionary I've been looking for.	Det är just den här ordboken som jag har letat efter.
>>swe<< Tom and his brother usually cut each other's hair.	Tom och hans bror klipper vanligtvis varandras hår.
>>swe<< Tom and his brother usually cut each other's hair.	Tom och hans bror klippte vanligtvis varandras hår.
>>swe<< Tom doesn't like the way his mother cuts his hair.	Tom tycker inte om sättet hans mamma klipper hans hår på.
>>swe<< Tom had no idea that Mary already had a boyfriend.	Tom hade ingen aning om att Mary redan hade en pojkvän.
>>swe<< Tom has decided not to get a haircut until spring.	Tom har bestämt sig för att inte klippa sig förrän till våren.
>>swe<< Tom has decided not to get a haircut until spring.	Tom har bestämt sig för att klippa sig först till våren.
>>swe<< Tom said he wanted to get out of town for a while.	Tom sa att han ville komma bort från stan ett tag.
>>swe<< Tom said he wanted to get out of town for a while.	Tom sade att han ville komma bort från staden ett tag.
>>swe<< Tom said that Mary is waiting for us in the lobby.	Tom sade att Mary väntar på oss i lobbyn.
>>swe<< Tom seems to have fallen into some kind of a coma.	Tom verkar ha hamnat i något slags koma.
>>swe<< Tom signed the papers that Mary asked him to sign.	Tom skrev under pappren som Mary bad honom att signera.
>>swe<< Tom was walking too fast for me catch up with him.	Tom gick för snabbt för att jag skulle kunna hålla takten med honom.
>>swe<< You didn't seem to understand what Tom was saying.	Du verkade inte förstå vad Tom sa.
>>swe<< You didn't seem to understand what Tom was saying.	Ni verkade inte förstå vad Tom sa.
>>swe<< You don't need to understand everything right now.	Ni behöver inte förstå allt just nu.
