>>npi<< Who?	को?
>>npi<< Tom didn't seem to know anything about it.	टमलाई यसबारे सबै थाहा भए जस्तो देखिदैनथ्यो।
>>npi<< Tom doesn't seem to agree with you at all.	टम तपाईंसँग बिलकुलै सहमत छैन जस्तो देखिन्छ।
>>npi<< Tom doesn't seem to agree with you at all.	टम तपाईंसँग बिलकुल सहमत छ जस्तो देखिँदैन।
>>npi<< Tom doesn't seem to be enjoying the party.	टम पार्टीको मजा लिइरहेको जस्तो देखिदैन।
>>npi<< Tom gave his father a tie on Father's Day.	टमले आफ्नो बुबालाई फादर्स डेमा टाई दिए।
>>npi<< Tom gave his father a tie on Father's Day.	टमले आफ्नो बुबालाई बुबा को मुख हेर्ने दिनमा टाई दिए।
>>npi<< Tom has a friend who is a wrestling coach.	टमको एक साथी छन् जो कुश्तीका प्रशिक्षक हुन्।
>>npi<< Tom no longer works as much as he used to.	टमले पहिलेको जस्तो काम गर्दैनन्।
>>npi<< Tom said something that he shouldn't have.	टमले आफुले भन्न नहुने कुरा भने।
>>npi<< Tom should be getting ready for the party.	टम पार्टीको लागि तयार हुनुपर्दछ।
>>npi<< Tom told Mary that he'd agreed to do that.	टमले मेरीलाई भने कि उनी त्यसो गर्न सहमत छन्।
>>npi<< Tom was kind of chubby in the third grade.	टम तेस्रो कक्षामा एक प्रकारको मोटो थियो।
>>npi<< What does being a good mother mean to you?	तपाईलाई असल आमा हुनुको अर्थ के हो?
>>npi<< Why did Tom decide not to go to Australia?	टमले किन अस्ट्रेलिया नजाने निर्णय गरे?
>>npi<< You could do that if you really wanted to.	यदि तपाईं साँच्चै चाहनुहुन्छ भने तपाईंले त्यो गर्न सक्नुहुन्छ।
>>npi<< You could do that if you really wanted to.	यदि तिमी साँच्चै चाहान्छौ भने तिमीले त्यो गर्न सक्छौ।
>>npi<< Concert tickets are on sale at this office.	यस कार्यालयमा कन्सर्टका टिकटहरू बिक्रीमा छन्।
>>npi<< Do you think it's safe to drink this water?	के तपाईलाई यो पानी पिउन सुरक्षित छ भन्ने लाग्छ?
>>npi<< Everybody except us knew what was going on.	के भइरहेको छ हामी बाहेक सबैलाई थाहा थियो।
>>npi<< Germany is about twice the size of Uruguay.	जर्मनी उरुग्वे भन्दा दोब्बर ठुलो छ।
>>npi<< How long does it take to walk to City Hall?	सिटी हल सम्म हिड्दै जादा कति समय लाग्छ?
>>npi<< I can't figure out why you don't like jazz.	तपाईलाई ज्याज किन मन पर्दैन भन्ने कुरा म बुझ्न सक्दिन।
>>npi<< I don't want to be involved in that matter.	म यसमा संलग्न हुन चाहन्न।
>>npi<< I first used a computer about 40 years ago.	मैले ४० वर्ष अगाडी पहिलो पटक कम्प्युटर चलाएको थिए।
>>npi<< I just wanted to see how you've been doing.	म भर्खरै हेर्न चाहे कि तपाईं कस्तो गरिरहनुभएको छ।
>>npi<< I think you need to keep your mouth closed.	मलाई लाग्छ कि तपाईंले आफ्नो मुख बन्द राख्नुपर्छ।
>>npi<< I thought that Tom might be your boyfriend.	टम तिम्रो प्रेमी हुन सक्छ भन्ने सोचेको थिएँ।
