>>heb<< Go.	לך!
>>heb<< Publication of the article was timed to coincide with the professor's birthday.	פרסום המאמר תואם לחפוף ליום הולדתו של הפרופסור.
>>heb<< She can't bring herself to throw away photo albums filled with memories of him.	היא לא יכולה לאלץ את עצמה להשליך לפח אלבומי תמונות המלאים זכרונות אתו.
>>heb<< She sold all of her furniture, so she could afford to feed herself and her dog.	היא מכרה את כל הרהיטים שלה, כדי שתוכל להאכיל את עצמה ואת כלבה.
>>heb<< She was always trying to provoke me into saying something I would regret later.	היא תמיד ניסתה לגרות אותי לומר משהו שאצטער עליו מאוחר יותר.
>>heb<< The battery indicator light is showing that the battery is not getting charged.	נורת הבקרה של הסוללה מראה שהיא לא נטענת.
>>heb<< The playful elephant calf chased egrets through the lush grass of the savannah.	גור הפיל השובב רדף אחרי אנפות בדשא השופע בסוואנה.
>>heb<< The road across the mountain was narrow, and what's more, it was a steep slope.	הדרך החוצה את ההר הייתה צרה, ובנוסף לכך היה מדרון תלול.
>>heb<< The store I bought this at sells it for the same price, but has better service.	החנות בה קניתי את זה מוכרת את זה באותו המחיר, אבל השירות בה טוב יותר.
>>heb<< The whole company stood in silence for a few moments, as a tribute to the dead.	כל החברה כולה עמדה בדומיה למשך כמה דקות כמחווה לנספים.
>>heb<< There are many people in the world who complain that they are too busy to read.	רבים בעולם מתלוננים שהם עסוקים מכדי לקרוא.
>>heb<< There is no comparison between the taste of a fresh apricot and one from a can.	אין להשוות בין טעמי משמש טרי לבין עמיתו המשומר בקופסא.
>>heb<< Those birds build their nests in the summer and fly to the south in the winter.	ציפורים אלו בונות קן בקיץ ונודדות דרומה בחורף.
>>heb<< Tom apologized to the families of the victims for the explosion at the factory.	תום התנצל בפני משפחות הקורבנות בגלל הפיצוץ במפעל.
>>heb<< Tom didn't want to wear the shirt that his mother had gotten him for Christmas.	תום לא רצה ללבוש את החולצה שאמו נתנה לו לחג המולד.
>>heb<< Tom is so old that even the oldest in the village first knew him as an old man.	תום כל כך זקן שאפילו הזקנים ביותר בכפר הכירו אותו כאדם זקן.
>>heb<< Tom pulled into his garage, turned off the engine, and then got out of the car.	תום החנה במוסך שלו, כיבה את המנוע ויצא מהמכונית.
>>heb<< Tom said that he thought that Mary might not want to do that during the summer.	תום אמר שהוא חשב שמרי אולי לא תרצה לעשות את זה בקיץ.
>>heb<< Tom told Mary that he thought it wouldn't be good if she went there by herself.	תום אמר למרי שהוא לא חושב שזה יהיה טוב אם היא תלך לשם לבדה.
>>heb<< Tom wouldn't have been able to get his homework done if Mary hadn't helped him.	תום לא היה מצליח להכין את שיעורי הבית שלו לולא מרי עזרה לו.
>>heb<< We were sitting peacefully at dinner, when all of a sudden the lights went out.	ישבנו בשלווה בארוחת הערב ולפתע נכבו האורות.
>>heb<< We're the only ones here who know Tom already knows why Mary needed to do that.	אנחנו היחידים כאן שיודעים שתום כבר יודע למה מרי הצטרכה לעשות את זה.
>>heb<< When my uncle left for America, many people came to see him off at the airport.	כשדוד שלי נסע לארצות הברית, הרבה אנשים הגיעו לנמל התעופה כדי להיפרד ממנו.
>>heb<< When my uncle left for America, many people came to see him off at the airport.	כשדוד שלי נסע לארה"ב, רבים הגיעו לשדה התעופה כדי להיפרד ממנו.
>>heb<< When my uncle left for America, many people came to see him off at the airport.	כשדודי נסע לארצות הברית, רבים הגיעו להיפרד ממנו בשדה התעופה.
>>heb<< You'll never get ahead in this place unless you go through the proper channels.	אף פעם לא תתקדם במקום הזה אלא דרך הערוצים הנכונים.
>>heb<< Youth is such a priceless commodity that it is a shame to waste it on children.	הנעורים כה יקרים שחבל לבזבזם על ילדים.
>>heb<< "Just go in and tell the boss you want a raise." "That's easier said than done."	"רק הכנס ותגיד למנהל שאתה רוצה העלאה בשכר." "קל יותר להגיד מאשר לבצע."
>>heb<< "Just go in and tell the boss you want a raise." "That's easier said than done."	"רק היכנסי ותגידי למנהל שאת רוצה העלאה בשכר." "קל יותר להגיד מאשר לבצע."
>>heb<< After reading Tom's forum post, Mary resisted the impulse to post a crude reply.	אחרי שקראה את ההודעה של תום בפורום, מרי ריסנה את הדחף לענות תשובה גסה.
>>heb<< All Tom wanted was to find a woman who would accept all the love he had to give.	הדבר היחידי אליו השתוקק תום, הוא למצוא בת זוג שתוכל לספוג את כל האהבה הזורמת ממנו.
>>heb<< As long as you're here, why don't you show Tom how to do what he's trying to do.	היות שאתה כבר פה, מדוע לא תראה לתום איך עושים את מה שהוא מנסה?
>>heb<< Bees communicate the location of food by carrying odor samples back to the hive.	דבורים מתקשרים את מציאות המזון על ידי גרירת דוגמיות ריח בחזרה לכוורת.
>>heb<< Even though she was trying to hide it, I could hear desperation in Mary's voice.	למרות שהיא נסתה להסתיר זאת, יכולתי לשמוע יאוש בקולה של מרי.
>>heb<< Figaro invited us to his wedding, but when we arrived everyone had already left.	פיגארו הזמין אותנו לחתונה שלו, אבל כשהגענו כולם כבר נסתלקו להם.
>>heb<< He had not been employed by the company three years before he become a director.	הוא לא הועסק על ידי החברה שלוש שנים לפני שהוא הפך למנהל.
>>heb<< He's the last person I would ask help from, because he is completely unreliable.	הוא האדם האחרון ממנו אבקש עזרה, כי הוא לגמרי לא אמין.
>>heb<< His claim is that there is a close relation between birth order and personality.	הוא טוען שקיים קשר הדוק בין סדר הלידה לאופי.
>>heb<< His claim is that there is a close relation between birth order and personality.	לטענתו, קיים קשר הדוק בין סדר הלֵידה לבין האישיות.
>>heb<< How much time and energy do you spend on projects that don't make you any money?	כמה זמן וכסף אתה מקדיש למיזמים שלא מרוויחים כסף כלל?
>>heb<< How much time and energy do you spend on projects that don't make you any money?	כמה זמן ומרץ את מקדישה למיזמים שלא מרוויחים כסף כלל?
>>heb<< How much time and energy do you spend on projects that don't make you any money?	כמה זמן ומרץ אתם מקדישים למיזמים שלא מרוויחים כסף כלל?
>>heb<< I am sorry to write such a long letter. I didn't have time to write a short one.	אני מצטער שאני צריך לכתוב מכתב ארוך כזה. לא היה לי זמן לכתוב מכתב קצר.
