>>fin<< Go.	Mene.
>>fin<< I think you know what Tom's girlfriend's name is.	Luulen että tiedät Tomin tyttöystävän nimen.
>>fin<< I thought we were going to have cake for dessert.	Ajattelin että meillä on kakkua jälkiruoaksi.
>>fin<< I thought you were going to talk to Tom about it.	Luulin, että sinä aioit puhua siitä Tomin kanssa.
>>fin<< I want to eat something that I can only eat here.	Haluan syödä jotain, mitä voin syödä vain täällä.
>>fin<< I want to get back to Boston as soon as possible.	Haluan palata Bostoniin mahdollisimman pian.
>>fin<< I wanted Tom to stay longer, but he had to leave.	Olisin halunnut Tomin jäävän pidemmäksi aikaa, mutta hänen täytyi lähteä.
>>fin<< I was born in Osaka, but was brought up in Tokyo.	Synnyin Osakassa, mutta kasvoin Tokiossa.
>>fin<< I wish I were rich enough to buy a car like that.	Olisinpa tarpeeksi rikas ostaakseni tuollaisen auton.
>>fin<< I wish I were rich enough to buy a car like that.	Olisinpa tarpeeksi rikas, jotta voisin ostaa tuollaisen auton.
>>fin<< I wish him the very best in his future endeavors.	Toivotan hänelle kaikkea hyvää hänen tulevissa pyrkimyksissään.
>>fin<< I wonder if Tom really did what Mary said he did.	Tekiköhän Tom oikeasti sen, mitä Mari sanoi hänen tehneen?
>>fin<< I wore black pants and a white T-shirt yesterday.	Minulla oli eilen päällä mustat housut ja valkoinen T-paita.
>>fin<< I'd like to schedule an appointment for tomorrow.	Haluaisin varata ajan huomiselle.
>>fin<< I'd rather stay home than go out in this weather.	Olen mieluummin kotona kuin lähden ulos tällaisessa säässä.
>>fin<< I'll travel across Europe by bicycle this summer.	Matkustan Euroopan halki polkupyörällä tänä kesänä.
>>fin<< I'm absolutely certain that that's what happened.	Olen ehdottoman varma siitä, että niin tapahtui.
>>fin<< I'm currently working at the school as a teacher.	Työskentelen parhaillani opettajana koulussa.
>>fin<< I'm going to go on the blind date Friday evening.	Menen sokkotreffeille perjantai-iltana.
>>fin<< I'm kind of hoping Tom doesn't come to the party.	Jotenkin toivon, että Tom ei tule juhliin.
>>fin<< I'm surprised Tom went to the party without Mary.	Yllätyin että Tomi meni juhliin ilman Maria.
>>fin<< I'm tired of just sitting here and doing nothing.	Olen väsynyt vain istumaan täällä mitään tekemättä.
>>fin<< I'm worn out, because I've been standing all day.	Olen ihan poikki koska olen seisonut koko päivän.
>>fin<< I've already been working here for several hours.	Olen tehnyt täällä töitä jo useita tunteja.
>>fin<< I've been asked to give a speech about astronomy.	Minua on pyydetty pitämään esitelmä tähtitieteestä.
>>fin<< I've been asked to give a speech about astronomy.	Minua on pyydetty pitämään esitelmä astronomiasta.
>>fin<< I've been asked to give a speech about astronomy.	Minua on pyydetty pitämään puhe tähtitieteestä.
>>fin<< I've been asked to give a speech about astronomy.	Minua on pyydetty pitämään puhe astronomiasta.
>>fin<< I've been studying astronomy since I was a child.	Olen opiskellut tähtitiedettä lapsesta asti.
>>fin<< I've been studying astronomy since I was a child.	Olen opiskellut tähtitiedettä lapsesta saakka.
>>fin<< I've been studying astronomy since I was a child.	Minä olen opiskellut tähtitiedettä lapsesta asti.
>>fin<< I've been studying astronomy since I was a child.	Minä olen opiskellut tähtitiedettä lapsesta saakka.
>>fin<< I've been studying astronomy since I was a child.	Minä olen opiskellut astronomiaa lapsesta saakka.
>>fin<< I've been studying astronomy since I was a child.	Minä olen opiskellut astronomiaa lapsesta asti.
>>fin<< I've been studying astronomy since I was a child.	Olen opiskellut astronomiaa lapsesta saakka.
>>fin<< I've been studying astronomy since I was a child.	Olen opiskellut astronomiaa lapsesta asti.
>>fin<< I've got something important to discuss with you.	Minä haluan keskustella kanssasi eräästä tärkeästä asiasta.
>>fin<< I've looked everywhere, but I can't find my book.	Olet etsinyt kaikkialta, mutta en löydä kirjaani.
>>fin<< I've looked everywhere, but I can't find my book.	Olet etsinyt joka paikasta, mutta en löydä kirjaani.
>>fin<< I've told you over and over again not to do that.	Olen kieltänyt sinua aina vaan uudestaan olla tekemättä niin.
>>fin<< If you don't give it back to him, he'll be angry!	Jos et anna sitä hänelle takaisin, hän suuttuu!
>>fin<< If you'd been at the meeting, you could've voted.	Jos olisit ollut kokouksessa, niin olisit voinut äänestää.
>>fin<< Illness prevented him from attending the meeting.	Hänen sairautensa esti häntä osallistumasta kokoukseen.
>>fin<< In 1962, Algeria gained independence from France.	Vuonna 1962 Algeria saavutti itsenäisyyden Ranskasta.
>>fin<< Is it true that you've never played poker before?	Onko se totta, että et ole koskaan pelannut pokeria aikaisemmin?
>>fin<< Is there any evidence that supports his position?	Onko mitään todisteita, jotka tukevat hänen kantaansa.
>>fin<< It could take some time to explain what happened.	Tapahtumien selittäminen saattaa viedä jonkin aikaa.
>>fin<< It has finally stopped snowing and has warmed up.	Lumisade on vihdoinkin lakannut ja on lämmennyt.
>>fin<< It is said that he studied law when he was young.	Kerrotaan että hän opiskeli lakia nuoruudessaan.
>>fin<< It isn't the first time and it won't be the last.	Se ei ole ensimmäinen kerta eikä se jää vimekseksi.
>>fin<< It looks like your luggage is on the next flight.	Näyttää että matkatavarasi tulevat seuraavalla lennolla.
>>fin<< It took Tom a long time to get over Mary's death.	Vei kauan Tomilta päästä yli Maryn kuolemasta.
>>fin<< It turned out not to be so easy to live with him.	Osoittautui ettei ollut kovin helppoa elää hänen kanssaan.
>>fin<< It was when he was a child that he came to Japan.	Hän tuli Japaniin silloin, kun hän oli lapsi.
>>fin<< It's a good restaurant, but it's quite expensive.	Se on hyvä ravintola, mutta se on aika kallis.
>>fin<< It's easier to make plans than to carry them out.	On helpompaa tehdä suunnitelmia kuin toteuttaa niitä.
>>fin<< It's easier to make plans than to carry them out.	On helpompaa suunnitella asioita kuin toteuttaa niitä.
>>fin<< It's horrible to get caught in rush hour traffic.	On hirveää jäädä jumiin liikenteeseen ruuhka-aikana.
>>fin<< It's nothing to worry about. It's just a scratch.	Ei mitään syytä huoleen. Se on vain naarmu.
>>fin<< It's raining, and we forgot to close the windows.	Sataa, ja me unohdimme sulkea ikkunat.
>>fin<< It's very hard to see yourself as others see you.	On todella vaikeaa nähdä itsensä sellaisena kuin muut näkevät sinut.
>>fin<< It's very hard to see yourself as others see you.	On todella vaikeaa nähdä itsensä muiden silmin.
>>fin<< It's very hard to see yourself as others see you.	On hyvin vaikeaa nähdä itsensä muiden silmin.
>>fin<< It's very hard to see yourself as others see you.	On erittäin vaikeaa nähdä itsensä muiden silmin.
>>fin<< It's very hard to see yourself as others see you.	On kovin vaikeaa nähdä itsensä muiden silmin.
>>fin<< It's very hard to see yourself as others see you.	On todella vaikeaa nähdä itsensä toisten silmin.
>>fin<< It's very hard to see yourself as others see you.	On hyvin vaikeaa nähdä itsensä toisten silmin.
>>fin<< It's very hard to see yourself as others see you.	On erittäin vaikeaa nähdä itsensä toisten silmin.
>>fin<< It's very hard to see yourself as others see you.	On kovin vaikeaa nähdä itsensä toisten silmin.
>>fin<< Japan does a lot of trade with the United States.	Japani käy paljon kauppaa Yhdysvaltojen kanssa.
>>fin<< Just promise me that you won't do anything silly.	Kunhan lupaat minulle, ettet tee mitään typerää.
>>fin<< Machines can do a lot of things for people today.	Koneet pystyvät tekemään paljon ihmisten hyväksi tänäpäivänä.
>>fin<< Man is the only animal that blushes. Or needs to.	Ihminen on ainoa punastuva eläin. Tai ainoa, jonka tarvitsee punastua.
>>fin<< Mary stretched the clothesline between the trees.	Mary viritti pyykkinarun puiden väliin.
>>fin<< Mary was diagnosed with breast cancer in October.	Marilla diagnosointiin rintasyöpä lokakuussa.
>>fin<< Maybe Tom doesn't yet know about what's happened.	Ehkä Tom ei vielä tiedä siitä mitä on tapahtunut.
>>fin<< Most of the Dutch in New Amsterdam did not leave.	Suurin osa Uuden Amsterdamin hollantilaisista ei lähtenyt.
>>fin<< My daughter graduated from high school last year.	Tytär valmistui lukiosta viime vuonna.
>>fin<< My daughter graduated from high school last year.	Tyttäreni valmistui lukiosta viime vuonna.
>>fin<< My daughter has grown out of all her old clothes.	Tyttäreni on kasvanut ulos kaikista vanhoista vaatteistaan.
>>fin<< My faith in the new generation has been restored.	Uskoni uuteen sukupolveen on palautettu.
>>fin<< My father is two years younger than my mother is.	Minun isäni on kaksi vuotta minun äitiäni nuorempi.
>>fin<< My father is two years younger than my mother is.	Isäni on kaksi vuotta äitiäni nuorempi.
>>fin<< My father is two years younger than my mother is.	Minun isäni on kaksi vuotta äitiäni nuorempi.
>>fin<< My father is two years younger than my mother is.	Isäni on kaksi vuotta minun äitiäni nuorempi.
>>fin<< My father is two years younger than my mother is.	Isäni on kaksi vuotta nuorempi kuin äitini.
>>fin<< My father is two years younger than my mother is.	Minun isäni on kaksi vuotta nuorempi kuin äitini.
>>fin<< My father is two years younger than my mother is.	Isäni on kaksi vuotta nuorempi kuin minun äitini.
>>fin<< My father is two years younger than my mother is.	Minun isäni on kaksi vuotta nuorempi kuin minun äitini.
>>fin<< My father used to bring me here when I was a kid.	Isälläni oli tapana tuoda minut tänne, kun olin lapsi.
>>fin<< My grandfather lived to be ninety-nine years old.	Isoisäni eli yhdeksänkymmentä yhdeksän vuotiaaksi.
>>fin<< My sister will be thirteen years old next summer.	Sisareni tulee olemaan kolmentoista ensi kesänä.
>>fin<< Neptune is the eighth planet of the solar system.	Neptunus on aurinkokunnan kahdeksas planeetta.
>>fin<< Once upon a time, there was a beautiful princess.	Olipa kerran kaunis prinsessa.
>>fin<< Other people's expectations affect how we behave.	Muiden odotukset vaikuttavat käyttäytymiseemme.
>>fin<< Other people's expectations affect how we behave.	Muiden odotukset vaikuttavat siihen, miten me käyttäydymme.
>>fin<< Our dorm's heating system isn't working properly.	Meidän asuntolan lämmitysjärjestelmä ei toimi kunnolla.
>>fin<< Our math teacher drew a circle on the blackboard.	Matematiikan opettajamme piirsi ympyrän liitutaululle.
>>fin<< Our math teacher drew a circle on the blackboard.	Meidän matematiikan opettajamme piirsi ympyrän liitutaululle.
>>fin<< Our math teacher drew a circle on the blackboard.	Matematiikan opettajamme piirsi ympyrän sille liitutaululle.
>>fin<< Our math teacher drew a circle on the blackboard.	Meidän matematiikan opettajamme piirsi ympyrän sille liitutaululle.
>>fin<< Pardon me, is there an ATM somewhere around here?	Anteeksi, onko täällä jossain pankkiautomaattia?
>>fin<< Paris wouldn't be Paris without the Eiffel Tower.	Pariisi ei olisi Pariisi ilman Eiffelin tornia.
>>fin<< Paris wouldn't be Paris without the Eiffel Tower.	Pariisi ei olisi Pariisi ilman Eiffel-tornia.
>>fin<< People fall in love every day all over the world.	Ihmiset rakastuvat joka päivä kaikkialla maailmassa.
>>fin<< Please be careful that you don't break this vase.	Varo, ettet riko tätä maljakkoa.
>>fin<< Prizes will be awarded at the end of the contest.	Palkinnot myönnetään kilpailun lopussa.
>>fin<< Quite a few people came to the meeting yesterday.	Aika monta ihmistä tuli kokoukseen eilen.
>>fin<< Rainforests provide the earth with many benefits.	Sademetsät hyödyttävät maapalloa monin tavoin.
>>fin<< Read this passage and translate it into Japanese.	Lue ja käännä japaniksi tämä kappale.
>>fin<< Read this passage and translate it into Japanese.	Lukekaa ja kääntäkää japaniksi tämä kappale.
>>fin<< Repetition does not transform a lie into a truth.	Valheen toistaminen ei tee siitä totuutta.
>>fin<< Repetition does not transform a lie into a truth.	Valheen toistaminen ei muuta sitä todeksi.
>>fin<< She hid the secret from her husband all her life.	Hän kätki salaisuuden aviomieheltään koko elämänsä ajan.
>>fin<< She is recognized to be an expert on linguistics.	Hänet tunnustetaan lingvistiikan asiantuntijaksi.
>>fin<< She is very shy and feels ill at ease at parties.	Hän on todella ujo ja tuntee olonsa epämukavaksi juhlissa.
>>fin<< She is very shy and feels ill at ease at parties.	Hän on erittäin ujo ja tuntee olonsa epämukavaksi juhlissa.
>>fin<< She likes the beautiful pearl necklace very much.	Hän tykkää kauniista helmikaulakorusta todella paljon.
>>fin<< She stood still with her hair flying in the wind.	Hän seisoi hiljaa hiusten lentäessä tuulessa.
>>fin<< Some people think French is really hard to learn.	Jotkut ihmiset luulevat, että ranskaa on vaikea oppia.
>>fin<< Sorry, I've gone and jumped to conclusions again.	Anteeksi, menin taas vetämään vääriä johtopäätöksiä hätäpäissäni.
>>fin<< Spring brings warm weather and beautiful flowers.	Kevät tuo tullessaan lämpimän sään ja kauniit kukkaset.
>>fin<< Surprisingly enough, he turned out to be a thief.	Yllättävää kyllä kävi ilmi, että hän on varas.
>>fin<< That was probably what influenced their decision.	Tämä todennäköisesti on se mikä vaikutti heidän päätökseensä.
>>fin<< The Supreme Court overturned a previous decision.	Korkein oikeus kumosi aiemman päätöksen.
>>fin<< The Supreme Court ruled that the law was illegal.	Korkeimman oikeuden ratkaisun mukaan laki oli laiton.
>>fin<< The embassy is located next to the Supreme Court.	Suurlähetystö sijaitsee korkeimman oikeuden vieressä.
>>fin<< The field mice were eating up the farmers' grain.	Peltohiiret olivat syömässä maanviljelijän viljan.
>>fin<< The government is trying to get rid of pollution.	Hallitus yrittää päästä eroon saastuttamisesta.
>>fin<< The heavy snow made them put off their departure.	Heidän lähtönsä viivästyi lumisateen takia.
>>fin<< The incident prevented him from going to America.	Tapaus esti häntä menemästä Amerikkaan.
>>fin<< The invention of the transistor marked a new era.	Transistorin keksiminen aloitti uuden aikakauden.
>>fin<< The lake was frozen, so we walked across the ice.	Järvi oli jäätynyt, joten kävelimme jään yli.
>>fin<< The lake was frozen, so we walked across the ice.	Järvi oli jo jäässä, joten kävelimme sen yli.
>>fin<< The minister inspired us with a marvelous sermon.	Pappi innosti meitä mahtavalla saarnalla.
>>fin<< The minister inspired us with a marvelous sermon.	Pappi innosti meitä upealla saarnalla.
