>>ara<< Hi.	مرحبًا.
>>ara<< The Texans began to organize their own army.	بدأ التكساسيون بتنظيم جيوشهم.
>>ara<< The accused is innocent until proven guilty.	المتهم بريء حتى تثبت إدانته.
>>ara<< The explanation was beyond my understanding.	هذا الشرح يتخطى طاقتي الاستعابية.
>>ara<< The hospital had a grand opening last month.	افتُتحت المستشفى الشهر الماضي.
>>ara<< The police got to the scene of the accident.	وصل الشرطة إلى مكان الحادثة.
>>ara<< The tourist asked for lodging for the night.	سال السائح بخصوص المكوث لهذه الليلة .
>>ara<< There is not enough demand for this product.	لا يوجد إقبال كافٍ على هذه البضاعة.
>>ara<< There was a post office on this corner once.	في يوم من الأيام كان هناك مكتب بريدي على هذه الزاوية من الشارع.
>>ara<< There's a swimming pool and a bowling alley.	يوجد حمام سياحة وصالة بولينج.
>>ara<< These are my books, and those are his books.	هذه كتبي، وتلك كتبه.
>>ara<< They must be crazy to believe such nonsense.	يجب أن يكونوا قد جُنّوا للاعتقاد في مثل هذا الهراء.
>>ara<< This flower is more beautiful than that one.	هذه الوردة أجمل من تلك.
>>ara<< This is just what Tom didn't want to happen.	هذا بالضبط ما لم يكن توم يريد حدوثه.
>>ara<< This is the biggest cat that I've ever seen.	هذه أكبر قطة رأيتها في حياتي.
>>ara<< This restaurant has many vegetarian options.	يقدّم هذا المطعم خيارات كثيرة للنباتيين.
>>ara<< Today's paper says that a typhoon is coming.	جريدة اليوم تحذّر من قدوم عاصفة.
>>ara<< Tom has called me many times this past week.	اتصل بي توم مرات كثيرة الأسبوع الماضي.
>>ara<< Tom is outside playing frisbee with his dog.	توم في الخارج يلعب لعبة الصحن الطائر مع كلبه.
>>ara<< Tom is really interested in Greek mythology.	توم كثير الاهتمام بالميثولوجيا اليونانية.
>>ara<< Tom is sitting at the table near the window.	يجلس توم على الطاولة بقرب النافذة.
>>ara<< Tom said he doubted that Mary would do that.	قالَ توم أنهُ شَكَّ أنَّ ماري سَتَفعلُ ذلِكَ
>>ara<< Tom said that he could make it to the party.	قال توم أنه يمكنه إدراك الحفلة.
>>ara<< Tom told me that he thought Mary was skinny.	أخبرني توم أنه اعتقد أن ماري كانت نحيفة.
>>ara<< Tom tried to stop Mary from talking to John.	حاول توم إيقاف ماري عن التحدث مع جون.
>>ara<< Waking up is the opposite of going to sleep.	الإستيقاظ هو عكس النوم.
>>ara<< Waking up is the opposite of going to sleep.	الإستيقاظ ضد النوم.
>>ara<< We can't be the only two people who're late.	لا نستطيع أن نكون الشخصان الوحيدان المتأخران
>>ara<< What's your impression of the United States?	ما إنطباعك عن أمريكا؟
>>ara<< Where are the bills that you want me to pay?	أين هي الفواتير التي تريد أن أدفعها؟
>>ara<< Why did you go to sleep so early last night?	لماذا خلدت للنوم مبكرا الليلة الماضية؟
>>ara<< You are the only one who can save the world.	أنت الواحد والوحيد الذي يستطيع إنقاذ العالم.
>>ara<< You can spend the night with us if you want.	يمكنك قضاء الليل معنا إن أحببت.
>>ara<< You don't have any plants or animals, right?	ليست معك حيوانات أو نباتات، صحيح؟
>>ara<< You don't think Tom will call again, do you?	لا تظن أن توم سيتصل بك مجددا، أليس كذلك؟
>>ara<< You haven't washed your hands yet, have you?	أنت لم تغسل يديك بعد, هل فعلت؟
>>ara<< You haven't washed your hands yet, have you?	أنت لم تقم بغسل يديك إلي الآن ،أليس كذلك؟
>>ara<< You shouldn't judge others on how they look.	يجب أن لا تحكم على الآخرين من مظهرهم.
>>ara<< As soon as he saw the policeman, he ran away.	ما أن رأى الشرطي حتى ركض هارباً.
>>ara<< At last, I graduated from junior high school.	و أخيراً أنهيت دراسة المرحلة الإعدادية.
>>ara<< Can you tell me how to get to Lincoln Center?	هل لك أن تخبرني كيف أصل إلى مركز لنكن؟
>>ara<< Did it not occur to you to close the windows?	ألم يخطر ببالك أن تغلق النوافذ؟
>>ara<< Do I really have to go to Australia with Tom?	هل يتوجب علي حقاً الذهاب إلى أستراليا مع توم؟
>>ara<< Do you have any idea why Tom doesn't like me?	هل لديك أدنی فكرة عن سبب كره "توم" لي ؟
>>ara<< Do you think he made that mistake on purpose?	هل تظنه أخطأ عمدًا؟
>>ara<< Don't forget to count how many people attend.	لا تنس أن تعدّ الحاضرين.
>>ara<< Don't worry. The ambulance will be here soon.	لا تقلق. سيارة الإسعاف ستكون هنا قريباً.
>>ara<< Excuse me for opening your letter by mistake.	سامحني على فتح خطابك عن طريق الخطأ.
>>ara<< Florence is the most beautiful city in Italy.	فلورنس هي أجمل مدن إيطاليا.
>>ara<< He extorted a large amount of money from her.	لقد ابتزّها بمبلغ كبير من المال.
>>ara<< He looked at me out of the corner of his eye.	نظر إليّ شزرًا.
>>ara<< He was very thirsty and asked for some water.	كان عطشاناً جداً فطلب القليل من الماء.
>>ara<< His new book is going to come out next month.	سيصدر كتابه الشهر القادم.
>>ara<< How many people did you invite to your party?	كم شخصًا دعوت إلى الحفلة؟
>>ara<< How much did you have to pay for the tickets?	ما المبلغ الذي كان عليك دفعه للتذاكر؟
>>ara<< I am going to do it whether you agree or not.	سوف أفعلها سواءاً وافقت أم لم توافق.
>>ara<< I broke down the door because I lost the key.	لقد كسرت الباب لأنني أضعت المفتاح.
>>ara<< I can't possibly finish the work by tomorrow.	ليس بمقدوري إنهاء العمل قبل حلول الغد.
>>ara<< I can't remember what I had to eat yesterday.	لا أستطيع أن أتذكر ما أكلتهُ بالأمس.
>>ara<< I don't know if he would have done it for me.	لا أدري إن كان ليفعلها لأجلي.
>>ara<< I don't like this hat. I prefer the gray one.	لا احب هذه القبعه. افضل الرماديه اكثر
>>ara<< I don't think that you'll be able to do that.	لا أظنك قادرا على فعل ذلك.
>>ara<< I don't think we have enough time to do that.	لا اعتقد اننا نملك الوقت الكافي لفعل ذلك.
>>ara<< I don't want to have anything to do with you.	لا أريد أن تكون أية صلة بين و بينك.
>>ara<< I found this ring on the street this morning.	وجدت هذا الخاتم في الشارع هذا الصباح
>>ara<< I guarantee that this information is correct.	أضمن لك أنّ هذه المعلومات صحيحة.
>>ara<< I guarantee that this information is correct.	أؤكد لك صحة هذه المعلومات.
>>ara<< I had no idea you knew how to play the cello.	لم يكن لدي أي فكرة أنك تعرف كيف تعزف على التشيلو.
>>ara<< I have to give back the book before Saturday.	عليّ أن أعيد الكتاب قبل السبت.
>>ara<< I need to talk to you about an urgent matter.	أحتاج التحدث معك عن أمر طارئ
>>ara<< I replied automatically when I heard my name.	أجبته تلقائياً عندما سمعت اسمي.
>>ara<< I thought Tom would be doing that by himself.	أعتقد أن سامر سيفعلها بنفسه؟
>>ara<< I thought you didn't know how to do anything.	ظننت أنّك لا تعرف فعل أيّ شيء.
>>ara<< I usually have a glass of milk for breakfast.	أشرب عادةً كوبًا من الحليب على الإفطار.
>>ara<< I wanted to hit him, but he ran away from me.	أردت أن أضربه و لكنه هرب مني.
>>ara<< I'll do my best not to disturb your studying.	سأحاول ما استطعتُ ألّا أُقاطِع مذاكرتك.
>>ara<< I'll get in touch with you by phone tomorrow.	سأتواصل معك عبر الهاتف غدا.
>>ara<< I'm in love with you and I want to marry you.	أحبك و أريد الزواج بك.
>>ara<< I'm in love with you and I want to marry you.	أحبك و أريد أن أتزوجك.
>>ara<< I'm not trying to deprive you of your rights.	إنني لا أحاول أن أسلبك حقوقك.
>>ara<< I'm not trying to deprive you of your rights.	أنا لا أحاول سلب حقوقك.
>>ara<< I'm sorry, but I don't want to talk about it.	المعذرة، لا أريد التحدث عن الموضوع.
>>ara<< I've come to like the picture more than ever.	بدأت أحب الصورة أكثر من أي وقت مضى.
>>ara<< If you're not with us then you're against us.	إذا لم تكن معنا فأنت ضدنا.
>>ara<< If you're not with us then you're against us.	إذا لم تكن في صفنا فسنعدك من أعدائنا.
>>ara<< If you're not with us then you're against us.	إذا لم تكن تؤيدنا فأنت عدونا.
>>ara<< In Venice, there are always lots of tourists.	في البندقية , دائما هنالك الكثير من السياح .
>>ara<< Is it true that Europeans don't shower daily?	أصحيح أن الأوروبيين لا يستحمون كل يوم؟
>>ara<< It was quite dark when I got home last night.	كانت الدنيا مظلمةً حين وصلت إلى منزلي ليلة أمس.
>>ara<< It's been a pleasure doing business with you.	شرّفنا التعامل معكم.
>>ara<< It's going to be difficult for us to do that.	سيكون من الصعب علينا فعل ذلك.
>>ara<< It's not as big a problem as you think it is.	إنها ليست مشكلة كبيرة كما تعتقد.
