>>tuk<< Go.	Gitmek.
>>tuk<< Tom doesn't know who can sing well and who can't.	Tom kim gowy aýdym aýdyp bilýändigini kim bolsa aýdyp bilmeýändigi barada bilmeýär.
>>tuk<< Tom has been living in Australia for a long time.	Tom Awstraliýada köpden bäri ýaşaýar.
>>tuk<< Tom ran into the house to get something to drink.	Tom içmäne bir zat almak üçin ylgap öýe girdi.
>>tuk<< Tom said he loved Mary and would always love her.	Tom Merini söýýändigini we hemişe söýjekdigini aýtdy.
>>tuk<< Tom unscrewed the cap and handed the jar to Mary.	Tom gapagyny açdyda bankany Mera uzatdy.
>>tuk<< Tom wanted to find out the cause of the accident.	Tom begbagtçylygyň haýsy sebäp bilen bolandygyny bilmek isledi.
>>tuk<< Tom was transferred to the head office in Boston.	Tom Bostondaky esasy offise geçirildi.
>>tuk<< Tom was transferred to the head office in Boston.	Tom Bostondaky baş offise geçirildi.
>>tuk<< We should be in Australia by this time next week.	Biz geljekki hepde şunuň ýaly wagt Awstraliýada bolmalydyrs..
>>tuk<< What they did next was bad, even by my standards.	Olaryň soňky eden işi erbet boldy, hatda meniň normalaryma seredeniňde-de.
>>tuk<< What they did next was bad, even by my standards.	Hatda meniň normalaryma seredeniňde-de, olaryň indiki eden işi erbet boldy.
>>tuk<< When was the last time you went fishing with Tom?	Sen iñsoñky gezek haçan Tom bilen balyk tutmana gitdiñ?
>>tuk<< Who was going to organize these men into an army?	Kim bu adamlary goşuna ýerleşdirjek bolup ýördi?
>>tuk<< You aren't taking that job in Australia, are you?	Sen Awstraliýadaky şol işi kabul edeňok, şeýle dälmi?
>>tuk<< You aren't taking that job in Australia, are you?	Siz Awstraliýadaky şol işi kabul edeňzok, şeýle dälmi?
>>tuk<< You know that I don't need to do that, don't you?	Şuny etmegimiň gerek däldigini bilýärsiň, şeýle dälmi?
>>tuk<< You may impress me, but you'll never impress Tom.	Belki-de sen mende täsir galdyrarsyň, emma sen hiç haçan Tomy haýran galdyryp bilmersiň.
>>tuk<< You wouldn't have been so busy if Tom had helped.	Eger Tom kömek eden bolsady sen gaty başagaý bolmazdyñ.
>>tuk<< Aren't you ever going to tell me how you did that?	Maňa muny nädip edendigiňi aýtjak dälmi?
>>tuk<< Did you really not know Tom couldn't speak French?	Sen dogrudanam Tomuň fransuzça gürläp bilmeýändigini bileňokdyňmy?
>>tuk<< I didn't have enough money to buy what Tom wanted.	Tomyñ isleýän zadyny almana ýeterlik pulum ýokdy.
>>tuk<< I didn't want to tell you about this on the phone.	Men saňa buny telefonda aýtmak islemedim.
>>tuk<< I don't think Tom knows why I'm scared to do that.	Tom meniň näme üçin şony etmäge gorkýandygymy bilýändir öýdemok.
>>tuk<< I don't think that Tom is very good at doing that.	Men Tom muny etmekde ökdedir diýip pikir edemok.
>>tuk<< I hope Tom didn't leave his umbrella on the train.	Tom saýawanyny otlyda unudan däldir diýip umyt edýärin.
>>tuk<< I just thought that you might want to talk to Tom.	Men diňeje seniň Tom bilen gürleşmek islemegiň ahmal diýip pikir etdim.
>>tuk<< I just wanted to see if you were paying attention.	Men diňeje seniň üns berýändigiňi ýa bermeýändigiňi görmek isledim.
>>tuk<< I just wanted to see if you were paying attention.	Men diňeje siziň üns berýändigiňizi ýa bermeýändigiňizi görmek isledim.
>>tuk<< I live in Australia now, but I'm from New Zealand.	Men häzir Awstraliýada ýaşaýaryn, ýöne men Täze Zelandiýaly.
>>tuk<< I think it might not be safe to cross this bridge.	Meñ pikirimçe bu köprini kesip geçmek howpsyz bolmaz.
>>tuk<< I think that Tom won't be the last one to do that.	Tom şony etjek soňky kişi bolmaz diýip pikir edýärin.
>>tuk<< I thought Tom would be present at today's meeting.	Tom şu günüň duşuşygynda bolar öýtdim.
>>tuk<< I want you to know that I can't be there tomorrow.	Bilmegiňi isleýärin,emma ertir men ol ýerde bolup bilmerin.
>>tuk<< I'd try to keep Tom from doing that if I were you.	Men sen bolsadym, Tomy şony etmekden saklamaga synanyşardym.
>>tuk<< I'd try to keep Tom from doing that if I were you.	Men siz bolsadym, Tomy şony etmekden saklamaga synanyşardym.
>>tuk<< If you are to succeed, you must make a good start.	Eger-de sen üstünlik isleýän bolsaň,başlangyçda rowaçly başlamaly.
>>tuk<< It was very considerate of you to do that for Tom.	Señ muny Tom üçin etmegiñ örän wajypdy.
>>tuk<< It's quite clear that Tom doesn't want to be here.	Tomuň bu ýerde bolmak islemeýänligi belli
>>tuk<< Many people lost their homes after the earthquake.	Köp adam ýer titremeden soň öýüni ýitirdi.
>>tuk<< Many people lost their homes after the earthquake.	Köp kişi ýer titremeden soň öýsüz galdy.
>>tuk<< Maybe it would've been better if I hadn't done it.	Men muny etmedik bolsam, belki gowy bolardy.
>>tuk<< Maybe it would've been better if I hadn't done it.	Eger-de men muny etmedik bolsam, belkide gowurak bolardy
>>tuk<< She hurried to the station only to miss the train.	Otlydan gijä galmajak bolup, stansiýa howlugdy.
>>tuk<< Tom and Mary have lived in Boston for three years.	Tom we Mary 3 ýyldan bäri Bostonda ýaşaýarlar.
>>tuk<< Tom bought this umbrella when he was in Australia.	Tom bu saýawany haçanda ol Awstraliýada bolanynda satyn aldy.
>>tuk<< Tom doesn't have to answer any of these questions.	Toma şu soraglaryň hiçisine jogap bermek gerek däl
>>tuk<< Tom is one of the thirty people who were arrested.	Tom tussag edilen 30 adamyň biri.
>>tuk<< Tom isn't the one who gave me Mary's phone number.	Tom Meriniň telefon belgisini beren kişi däl.
>>tuk<< Tom probably won't be able to get home by himself.	Tom öýüne özbaşdak gidip bilmäýmese.
>>tuk<< Tom said that Mary wasn't good at speaking French.	Tomuň aýtmagyna görä, Meri Fransuz dilinde gürlemekde ökde däldir.
>>tuk<< Tom said that he didn't intend to do that anymore.	Tom indi muny etmejekdigini aýtdy.
>>tuk<< Tom said that he was going to allow us to do that.	Tom bize buny etmäge rugsat berjekdigini aýtdy.
>>tuk<< Tom sold a pint of his blood for thirteen dollars.	Tom on üç dollara ýarym litr ganyny satdy.
>>tuk<< Tom wondered where he might have put his passport.	Tom öz äýnegini nirede goýandygy barada geňirgendi.
>>tuk<< You didn't know Tom was going to do that, did you?	Sen Tomyň şeýle etjegini bilmeýärdiňmi?
>>tuk<< You don't seem to be interested in doing anything.	Seni hiç bir iş gyzyklandyrýana meñzänok.
>>tuk<< All the players stood there with their arms folded.	Hemme oýunçylar ol ýerde elleri bagly oturdyldylar.
>>tuk<< Almost all of Tom's ex-wives are friends with Mary.	Tomyñ hemme oñki aýallary Meriniñ dostlary.
>>tuk<< He can't chew well, because he has a toothache now.	Ol kän gowy çeýnäp bilmeýär sebabi onuň dişi agyrýar.
>>tuk<< I don't have a shovel, but I know someone who does.	Bir pilim ýok emma,pili bar birini tanaýaryn.
>>tuk<< I know that Tom doesn't know Mary wants to do that.	Men Tomuň Meriniň şony etmek isleýändiginden habarynyň ýokdugyny bilýärin.
>>tuk<< I lived in Australia before I moved to New Zealand.	Men Täze Zelandiýa göçmezden öñ Awstraliýada ýaşadym.
>>tuk<< I think it's unlikely Tom will ask Mary to do that.	Meniň göwnüme Tom Meriden şony etmegini soramajak ýaly bolup dur.
>>tuk<< I thought Tom would want to try some Japanese food.	Men Tomyň Ýapon naharlaryny barlamak isläp biljegini pikir etdim.
>>tuk<< I usually sleep with my windows open in the summer.	Men tomusda adatça aýnalary açyp ýatýaryn.
>>tuk<< I was a sophomore in college the year Tom was born.	Tomuñ dogulan güni uniwersitetde ikinji ýyl okuwçysydym.
>>tuk<< Maryland is the richest state in the United States.	Maryland ABŞ-nyñ iñ baý şäheri.
>>tuk<< Most workers get an automatic pay raise every year.	Her ýyl ençeme işgärleriň aýlyklary awtomatiki ýagdaýda galdyrylýar.
>>tuk<< My husband makes a hundred thousand dollars a year.	Meniň ýanýoldaşym ýylda ýüz müň dollar pul gazanýar.
>>tuk<< My husband makes a hundred thousand dollars a year.	Meniň adamym ýylda ýüz müň dollar pul gazanýar.
>>tuk<< My husband makes a hundred thousand dollars a year.	Meniň ärim ýylda ýüz müň dollar pul gazanýar.
>>tuk<< Neither Tom nor Mary has told me I need to do that.	Ne Tom, ne-de Meri şony meniň etmelidigimi aýtdylar.
>>tuk<< Tell me why you didn't buy what I asked you to buy.	Meniň saňa alaý diýen zadymy näme üçin almandygyňy maňa aýt.
>>tuk<< Tell me why you didn't buy what I asked you to buy.	Meniň size alaý diýen zadymy näme üçin almandygyňyzy maňa aýdyň.
>>tuk<< The meeting will be held at 10:30 a.m. on Saturday.	Ýygnak Şenbe güni irden sagat 10:30-da geçiriler.
>>tuk<< There's a chance that Tom will eat with us tonight.	Tomuň şu gün agşam biziň bilen naharlanmagy mümkin.
>>tuk<< Tom and I were like brothers when we were children.	Tom we men çagakak edil dogan ýalydyk.
>>tuk<< Tom is from Australia and Mary is from New Zealand.	Tom Awstraliýaly we Meri Täze Zelandiýaly.
>>tuk<< Tom is never going to permit Mary to do that again.	Tom Meria ol işi indi gaýdyp etmäge hiç haçan rugsat bermez.
>>tuk<< Tom never wanted to do anything we asked him to do.	Tom hiç haçan biziň ondan etmegini soran zatlarymyzy etmek islemedi.
>>tuk<< Tom told me that he thought that Mary was troubled.	Tom Meri bela ýolugandyr diýip pikir edendigini maňa aýtdy.
>>tuk<< Tom won't likely tell Mary he doesn't like his job.	Tom işini halamaýandygyny Mera aýtjaga meñzänok.
>>tuk<< You can't buy this medicine without a prescription.	Siz bu dermany lukmanyň derman haty bolmazdan satyn alyp bilmersiňiz.
>>tuk<< You can't buy this medicine without a prescription.	Sen bu dermany lukmanyň derman haty bolmazdan satyn alyp bilmersiň.
>>tuk<< You didn't believe Tom would ever do that, did you?	Tomuň bular ýaly bir zat edibiljekdigini düşünmändiň şeýle dälmi?
>>tuk<< You haven't yet convinced Tom to do that, have you?	Sen Tomy entägem ynandyrmadyñ, şeýle dälmi?
>>tuk<< You never listen. I might as well talk to the wall.	Hiç diňläňok,diwara geplesem dym gowy.
>>tuk<< Could you check to see if the garage door is closed?	Garajyň gapysynyň ýapykmy ýa-da dälmidigini kontrol edip bilýeňmi.
>>tuk<< Does anyone know how Tom will be going to Australia?	Kim Tomyň Awstraliýa nädip gitjegini bilýär?
>>tuk<< I apologize for any problems that I may have caused.	Men sebäpli ýüze çykan problemalar üçin ötünç soraýaryn.
>>tuk<< I didn't know anything about Australia at that time.	Men ol wagt Awstraliýa barda hiç zat bilemokdym.
>>tuk<< I didn't know it was possible to get there by train.	Men ol ýere otlyda baryp bolýandyr öýdemokdym.
>>tuk<< I don't know who Tom plans on going to the zoo with.	Tomuň kim bilen haýwanat bagyna gitýändigini planlaýandygyny bilmeýärin.
>>tuk<< I don't think Tom was disappointed with the results.	Tom netijeler üçin gynanandyr öýdemok.
>>tuk<< I doubt very seriously that Tom will be cooperative.	Men Tomuň gowy hyzmatdaşlygy alyp barmagyny hakykatdan hem şübheleýärin
>>tuk<< I gave him three textbooks in exchange for his help.	Men onuň kömegi üçin oňa üç sany okuw kitabyny berdim.
>>tuk<< I met your son yesterday and he greeted me politely.	Men düýn ogluňyza duşdym we ol mähirli salamlaşdy.
>>tuk<< I met your son yesterday and he greeted me politely.	Düýn ogluňyza duşdym we ýakymly salamlaşdy.
>>tuk<< I think that Tom could've done that without my help.	Tom şony meniň kömegim bolmazdan edibilerdi diýip pikir edýärin.
>>tuk<< I want to thank you for picking Tom up after school.	Okuwdan soň Tomy aldygyň üçiň sag bolsun aýtmak isleýärin.
>>tuk<< I want to thank you for picking Tom up after school.	Mekdepden soň Tomy aldygyň üçin sag bolsun aýtmak isleýärin.
>>tuk<< I'm sure Tom will think we shouldn't sell our house.	Tomuň biz öýümizi satmaly däl diýip pikir etjekdigine meniň ynamym güýçli.
>>tuk<< It was very generous of Tom to donate so much money.	Bu Tomuň şeýle köp pul haýryna geçirmekligi jomartdyr.
>>tuk<< The children are sleeping. Please don't be so noisy.	Çagalar ýatyr. Haýyş galmagal etmäň.
>>tuk<< The river is about half as long again as the Thames.	Derýa ýene-de Temza derýasynyň ýarymy ýalydyr.
>>tuk<< This sort of thing doesn't happen where I come from.	Meniň ulalan ýerimde bular ýaly zatlar bolmaýar.
>>tuk<< Tom came down with a cold and couldn't go to school.	Tom sowuk sebäpli hassalandy we okuwa gidip bilmedi.
>>tuk<< Tom came down with a cold and couldn't go to school.	Tom sowuk sebäpli hassalandy we mekdebe gidip bilmedi.
>>tuk<< Tom came into the room without knocking on the door.	Tom gapyny kakman otaga girdi.
>>tuk<< Tom couldn't understand what Mary was trying to say.	Tom Marynyň näme aýtjak bolanyna düşünip bilmedi.
>>tuk<< Tom doesn't earn enough money to support his family.	Tom öz maşgalasyny eklär ýaly gazanç edenok.
>>tuk<< Tom doesn't know when Mary will leave for Australia.	Tom Meriniň haçan Awstraliýa gitjegini bienok.
>>tuk<< Tom opened the door, even though I asked him not to.	Tom gapyny açmamasyny isleýändigimi bilip hem gapyny açdy.
>>tuk<< Tom said that he expected Mary to do that on Monday.	Tom şony Meriniň duşenbe güni etmegine garaşandygyny aýtdy.
>>tuk<< Tom told me that he thought that Mary would be busy.	Tom maňa Marynyň meşgul boljakdygyny düşünendigini aýtdy.
>>tuk<< He bought pencils, notebooks, dictionaries and so on.	Ol ruçka,depder,sözlük we ş.m aldy.
>>tuk<< I don't think Tom knows anyone who's able to do that.	Tomuň muny edip biljek adamy tanaýandygyny oýlamaýaryn.
>>tuk<< I have two cats. One is white and the other is black.	Meniñ iki pisigim bar. Birisi ak we beylekisi gara.
>>tuk<< I never wash the dishes unless my mother tells me to.	Men ejem aýtmasa gap-çanaklary hiç haçan ýuwmaýaryn.
>>tuk<< I thought that you didn't know how to play the banjo.	Men seniň banjony nähili oýnamalydygyny bilmeýändirsiň diýip pikir etdim.
>>tuk<< I want to know how much time Tom has spent in prison.	Men Tomyñ tussaghanada näçe wagt geçirenini bilesim gelýär.
>>tuk<< I'm not interested in learning how to cook Thai food.	MeniTai naharlarynyñ taýýarlanyşyny öwrenmek gyzyklandyranok.
>>tuk<< I'm pretty sure Tom didn't drink any beer last night.	Tomuň öten agşam piwo içmedigine men ynanýaryn.
>>tuk<< If Tom isn't careful, he's going to run out of money.	Eger Tom seresap bolmasa, onyñ bar puly boşar.
>>tuk<< That was less interesting than I thought it would be.	Bu meniñ pikir edişimden azajyk gyzykly boldy.
>>tuk<< That was more interesting than I thought it would be.	Bu meniñ pikir edişimdenem gaty gyzykly boldy.
>>tuk<< That was the best thing that could've happened to me.	Bu başyma gelip biljek iň gowy zatdy.
>>tuk<< The guy I met yesterday didn't give me his real name.	Düýnki duşan oglan maña hakyky adyny aýtmady.
>>tuk<< The next meeting will be held at Tom's new residence.	Indiki ýygnak tomuň täze ýaşaýan ýerinde bolar.
>>tuk<< There's one person in particular I'd like to talk to.	Meniň gürleşesim gelýän aýratyn bir kişim bar.
>>tuk<< Tom lives in a small town on the outskirts of Boston.	Tom Bostonyň eteginde kiçi bir obada ýaşaýar.
>>tuk<< Tom thought that he'd found the perfect hiding place.	Tom gowy bir gizlenmek üçin ýer tapdy we oýlandy.
>>tuk<< Tom wasn't the one who told me you wanted to do that.	Şuny etmek isleýändigiňi aýdan bir Tom däl.
>>tuk<< Tom wasn't the one who told me you wanted to do that.	Tom şuny etmek isleýändigiňi aýdanlaryň biri däl.
>>tuk<< Can I talk to you about something that's bothering me?	Meni gaharlandyran zat barada siz bilen gürleşip bilerinmi?
>>tuk<< Do you think it would be better to write Tom a letter?	Seniñ pikiriñçe Toma hat ýazsam gowy bolarmy?
>>tuk<< Do you think it would be better to write Tom a letter?	Siziñ pikiriñizçe Toma hat ýazsam gowurak bolarmy?
>>tuk<< Don't forget to take the medicine the doctor gave you.	Lukmanyň beren dermanyny içmegi unutma.
