>>pol<< Go.	Idź.
>>pol<< The other team has some really good players.	Drugi zespół ma bardzo dobrych graczy.
>>pol<< The pain of losing a child is indescribable.	Ból straty dziecka jest nie do opisania.
>>pol<< The people in the room all know one another.	Wszyscy ludzie w tym pokoju się znają.
>>pol<< The price to register a vehicle has gone up.	Cena rejestracji pojazdu wzrosła.
>>pol<< The prisoner was behind bars for two months.	Więzień był za kratkami przez dwa miesiące.
>>pol<< The quick brown fox jumps over the lazy dog.	Szybki, brązowy lis skacze prosto przez leniwego psa.
>>pol<< The rain in Spain falls mainly on the plain.	W Hiszpanii pada głównie na równinach.
>>pol<< The scenery is beautiful beyond description.	Widok jest piękny nie do opisania.
>>pol<< The school year begins on the 10th of April.	Rok szkolny rozpoczyna się dziesiątego kwietnia.
>>pol<< The station is a ten minute drive from here.	Stacja jest dziesięć minut jazdy stąd.
>>pol<< The summer vacation lasts a couple of weeks.	Letnie wakacje trwają kilka tygodni.
>>pol<< The surgeon took out his patient's appendix.	Chirurg usunął pacjentowi wyrostek.
>>pol<< The time will come when he will regret this.	Przyjdzie czas, że będziesz tego żałował.
>>pol<< The truth is that we can't live without air.	Prawda jest taka, że nie możemy żyć bez powietrza.
>>pol<< The weather is bound to get better tomorrow.	Jutro pogoda na pewno się poprawi.
>>pol<< The world is changing more and more quickly.	Świat zmienia się coraz szybciej.
>>pol<< The world turns around sex, money and drugs.	Świat kręci się wokół seksu, pieniędzy, i narkotyków.
>>pol<< The wreckage is scattered over a large area.	Szczątki wraku porozrzucane są na olbrzymim obszarze.
>>pol<< There are some children playing in the park.	W parku bawi się kilkoro dzieci.
>>pol<< There is a post office in front of my house.	Przed moim domem jest poczta.
>>pol<< There is only one store on the whole island.	Jest tylko jeden sklep na całej wyspie.
>>pol<< There wasn't a single free seat in the hall.	W holu nie było ani jednego wolnego miejsca.
>>pol<< There were no radios in Japan in those days.	W tamtych dniach nie było w Japonii odbiorników radiowych.
>>pol<< There's a possibility that Tom will be late.	Jest możliwość, że Tom się spóźni.
>>pol<< There's a sheet of white paper on the table.	Biały papier leży na stole.
>>pol<< There's no doubt that he likes taking walks.	Nie ma wątpliwości, że lubi spacerować.
>>pol<< There's not enough space here for 40 people.	Tu nie ma dość miejsca na czterdzieści osób.
>>pol<< There's still a chance that we can save Tom.	Jest jeszcze cień szansy, że uratujemy Toma.
>>pol<< They abandoned their children in the forest.	Porzucili dzieci w lesie.
>>pol<< They are bound together by common interests.	Łączą ich wspólne interesy.
>>pol<< They are just going to the store over there.	Oni właśnie idą do tamtego sklepu.
>>pol<< They are just waiting for the storm to pass.	Oni po prostu czekają aż sztorm się skończy.
>>pol<< They attempted in vain to bribe the witness.	Na próżno próbowali przekupić świadka.
>>pol<< They must be crazy to believe such nonsense.	Oni muszą być niespełna rozumu, żeby wierzyć w takie bzdury.
>>pol<< They spent four hours discussing their plan.	Spędzili cztery godziny rozprawiając nad planem.
>>pol<< They want to take part in the Olympic Games.	Chcą wziąć udział w olimpiadzie.
>>pol<< They worked together to extinguish the fire.	Pracowali razem aby ugasić ogień.
>>pol<< They're having a going-out-of-business sale.	Robią wyprzedaż likwidacyjną.
>>pol<< This clock must've belonged to Tom's father.	Ten zegar musiał należeć do ojca Toma.
>>pol<< This dictionary has been of great use to me.	Ten słownik mi się bardzo przydaje.
>>pol<< This flower is more beautiful than that one.	Ten kwiat jest piękniejszy niż tamten.
>>pol<< This flower is more beautiful than that one.	Ten kwiat jest piękniejszy od tamtego
>>pol<< This golf course is not open to non-members.	Ten kurs golfa nie jest otwarty dla osób nie będących członkami.
>>pol<< This is the first time I've heard that word.	Pierwszy raz słyszę to słowo.
>>pol<< This is the strangest thing I've ever eaten.	To najdziwniejsza rzecz jaką kiedykolwiek jadłam.
>>pol<< This isn't the first time this has happened.	To nie pierwszy raz, kiedy to się zdarza.
>>pol<< To tell you the truth, I'm completely bored.	Szczerze mówiąc jestem zupełnie znudzony.
>>pol<< To the best of my knowledge, he is innocent.	Według tego co wiem, on jest niewinny.
>>pol<< Tom and Mary are not talking to one another.	Tom i Mary nie rozmawiają ze sobą.
>>pol<< Tom and Mary are planning to move to Boston.	Tom i Maria planują przeprowadzić się do Bostonu.
>>pol<< Tom and Mary don't have a good relationship.	Tom i Mary nie mają dobrych relacji.
>>pol<< Tom and Mary insult each other all the time.	Tom i Mary cały czas się wzajemnie obrażają.
>>pol<< Tom and Mary lie to each other all the time.	Tom i Mary cały czas się wzajemnie okłamują.
>>pol<< Tom and Mary speak to each other in English.	Tom i Maria rozmawiają ze sobą po angielsku.
>>pol<< Tom and Mary talked about what had happened.	Tom i Mary mówili o tym, co się stało.
>>pol<< Tom and Mary took the boat out of the water.	Tom i Mary wyprowadzili łódź z wody.
>>pol<< Tom and Mary's wedding anniversary is today.	Rocznica ślubu Toma i Mary jest dzisiaj.
>>pol<< Tom asked me who the girl with red hair was.	Tom spytał mnie, kim była ta dziewczyna z czerwonymi włosami.
>>pol<< Tom ate a piece of the cake that Mary baked.	Tom zjadł kawałek ciasta upieczonego przez Mary.
>>pol<< Tom awoke to find himself in a strange room.	Tom obudził się w obcym pokoju.
>>pol<< Tom became deeply interested in art history.	Tom się bardzo zainteresował historią sztuki.
>>pol<< Tom bought a bunch of grapes and I ate them.	Tom kupił kiść winogron i je zjadł.
>>pol<< Tom claims that he knows nothing about that.	Tom twierdzi, że nic o tym nie wie.
>>pol<< Tom comes to visit me every once in a while.	Tom odwiedza mnie raz na jakiś czas.
>>pol<< Tom convinced Mary to start studying French.	Tom przekonał Mary, aby rozpoczęła naukę francuskiego.
>>pol<< Tom couldn't live up to Mary's expectations.	Tom nie potrafił zaspokoić oczekiwań Mary.
>>pol<< Tom decided to sell one of his cars to Mary.	Tom postanowił sprzedać Mary jedno ze swych aut.
>>pol<< Tom didn't have the courage to disobey Mary.	Tom nie miał odwagi sprzeciwić się Mary.
>>pol<< Tom didn't pay any attention to the warning.	Tom nie zwrócił uwagi na ostrzeżenie.
>>pol<< Tom didn't want Mary to think he was a fool.	Tom nie chciał, żeby Mary myślała, że jest głupkiem.
>>pol<< Tom didn't want Mary to think he was a wimp.	Tom nie chciał, żeby Mary myślała, że jest mięczakiem.
>>pol<< Tom didn't want to admit that he was scared.	Tomek nie chciał się przyznać, że bał się.
>>pol<< Tom didn't want to tell Mary his life story.	Tom nie chciał opowiedzieć Mary historii swojego życia.
>>pol<< Tom doesn't know how to get to Mary's house.	Tomek nie wie jak dostać się do domu Marii.
>>pol<< Tom doesn't like the way John looks at Mary.	Tomowi nie podoba się, jak John patrzy na Mary.
>>pol<< Tom eats anything Mary puts in front of him.	Tom zjada wszystko, co Mary przed nim postawi.
>>pol<< Tom got angry when he found the door locked.	Tom się rozzłościł, kiedy odkrył, że drzwi są zakluczone.
>>pol<< Tom got home just as we were about to leave.	Tom wrócił do domu, gdy my akurat mieliśmy wychodzić.
>>pol<< Tom had a look of determination on his face.	Tom miał na twarzy wyraz determinacji.
>>pol<< Tom had a week's worth of beard on his face.	Tom miał wielotygodniowy zarost na twarzy.
>>pol<< Tom had no idea what Mary was talking about.	Tom nie miał pojęcia o czym Maria mówi.
>>pol<< Tom had no idea what Mary was talking about.	Tom nie miał pojęcia, o czym Mary do niego mówi.
>>pol<< Tom has a funny way of laughing, doesn't he?	Tom ma zabawny śmiech, prawda?
>>pol<< Tom has a proposal he'd like us to consider.	Tom chciałby, żebyśmy rozważyli propozycję, którą dla nas ma.
>>pol<< Tom has already decided what he wants to do.	Tom już zdecydował co chce robić.
>>pol<< Tom has been here as long as I can remember.	Tom jest tutaj odkąd pamiętam.
>>pol<< Tom hopes that he'll meet Mary this evening.	Tom ma nadzieję, że dziś wieczorem spotka się z Mary.
>>pol<< Tom is just a friend. He's not my boyfriend.	Tom jest tylko przyjacielem. Nie jest moim chłopakiem.
>>pol<< Tom is more experienced in business than me.	Tom jest bardziej doświadczony w biznesie ode mnie.
>>pol<< Tom is obviously upset with Mary's behavior.	Tom jest oczywiście zdenerwowany zachowaniem Mary.
>>pol<< Tom is old enough to make his own decisions.	Tom jest wystarczająco dorosły, żeby podejmować decyzje samodzielnie.
>>pol<< Tom is probably going to be late for dinner.	Tomek prawdopodobnie spóźni się na kolację.
>>pol<< Tom is the most handsome actor in the world.	Tom jest najprzystojniejszym aktorem na świecie.
>>pol<< Tom just doesn't understand what's going on.	Tom właśnie nie rozumie, o co chodzi.
>>pol<< Tom just stood there watching everybody eat.	Tom tylko stał tam, patrząc, jak wszyscy jedzą.
>>pol<< Tom left his wife at home with the children.	Tom zostawił w domu żonę z dziećmi.
>>pol<< Tom likes classical music, but Mary doesn't.	Tom lubi muzykę klasyczną, ale Mary nie.
>>pol<< Tom lives near the ocean, but he can't swim.	Tom mieszka blisko oceanu, ale nie umie pływać.
>>pol<< Tom lives near the ocean, but he can't swim.	Tom mieszka blisko oceanu, ale nie potrafi pływać.
>>pol<< Tom majored in literature at the university.	Tom specjalizuje się na uniwersytecie w literaturze.
>>pol<< Tom might be able to tell us how to do that.	Tom mógłby nam powiedzieć, jak to zrobić.
>>pol<< Tom never told me he used to live in Boston.	Tom nigdy mi nie mówił, że mieszkał w Bostonie.
>>pol<< Tom often eats scrambled eggs for breakfast.	Tom często je jajecznicę na śniadanie.
>>pol<< Tom picked up a pillow and threw it at Mary.	Tom podniósł poduszkę i rzucił nią w Mary.
>>pol<< Tom picked up the phone and started to dial.	Tom podniósł telefon i zaczął wybierać numer.
>>pol<< Tom plays the vibraphone exceptionally well.	Tom gra nadzwyczaj dobrze na wibrafonie.
>>pol<< Tom practices playing the bassoon every day.	Tom codziennie ćwiczy grę na fagocie.
>>pol<< Tom pretended that he didn't recognize Mary.	Tom udawał, że nie poznaje Marii.
>>pol<< Tom promised me he'd do that, but he didn't.	Tom obiecał, że to zrobi, ale tego nie zrobił.
>>pol<< Tom pushed the down button for the elevator.	Tom nacisnął przycisk w dół na windzie.
>>pol<< Tom put salt in his coffee instead of sugar.	Tom wrzucił do kawy sól zamiast cukru.
>>pol<< Tom ran up the stairs towards Mary's office.	Tom biegł po schodach do biura Mary.
>>pol<< Tom really wanted to go to Boston with Mary.	Tom strasznie chciał jechać do Bostonu z Mary.
>>pol<< Tom returned the ball with a forehand smash.	Tom odbił piłkę smashem z forhendu.
>>pol<< Tom said Mary was likely to still be lonely.	Tom powiedział, że Mary prawdopodobnie wciąż była samotna.
>>pol<< Tom said he thought that Mary was surprised.	Tom powiedział, że myślał, że Mary była zaskoczona.
>>pol<< Tom said that Mary wouldn't do that anymore.	Tom powiedział, że Mary więcej tego nie zrobi.
>>pol<< Tom said that he thought that you knew Mary.	Tom powiedział, że myślał, że znasz Mary.
>>pol<< Tom saw three young boys looking at his car.	Tom zobaczył trzech młodych chłopców przyglądających się jego samochodowi.
>>pol<< Tom says he can't wear a pink shirt to work.	Tom mówi, że nie może nosić różowej koszuli do pracy.
>>pol<< Tom says he needs to be in Boston next week.	Tom mówi, że musi być w przyszłym tygodniu w Bostonie.
>>pol<< Tom says he's not willing to take that risk.	Tom mówi, że nie chce podejmować tego ryzyka.
>>pol<< Tom should take better care of his children.	Tom powinien lepiej zajmować się swoimi dziećmi.
>>pol<< Tom suggested another plan to the committee.	Tom zasugerował komisji inny projekt.
>>pol<< Tom talks as if he already knows the secret.	Tom mówi, jakby już znał sekret.
>>pol<< Tom told me he needed to buy a new computer.	Tom powiedział mi, że musi sobie kupić nowy komputer.
>>pol<< Tom told me he thought that Mary was insane.	Tom powiedział mi, że myślał, że Mary jest szalona.
>>pol<< Tom told me he was planning to go to Boston.	Tom powiedział mi, że planuje jechać do Bostonu.
>>pol<< Tom told me that he thought Mary was insane.	Tom powiedział mi, że myślał, że Mary jest szalona.
>>pol<< Tom told me that you like to eat spicy food.	Tom powiedział mi, że lubisz ostre jedzenie.
>>pol<< Tom tricked Mary into paying for his ticket.	Tom oszukał Mary, żeby zapłaciła za jego bilet.
>>pol<< Tom wanted to help, but he didn't have time.	Tom chciał pomóc, ale nie miał czasu.
>>pol<< Tom was listening with his eyes half closed.	Tom słuchał z na wpół zamkniętymi oczami.
>>pol<< Tom wasn't the first one to finish the test.	Tom nie skończył testu jako pierwszy.
>>pol<< Tom won't be able to finish that in an hour.	Tom nie zdoła tego skończyć w godzinę.
>>pol<< Tom's behavior at the party was inexcusable.	Zachowanie Toma na przyjęciu było niewybaczalne.
>>pol<< Tom's behavior at the party was inexcusable.	Zachowanie Toma na imprezie było niewybaczalne.
>>pol<< Tomorrow, I'll return the money you lent me.	Jutro oddam ci pieniądze, które mi pożyczyłeś.
>>pol<< Tomorrow, I'm going to study at the library.	Zamierzam jutro studiować w bibliotece.
>>pol<< Try on that shirt. It's made of fine cotton.	Spróbuj tę koszulę, jest z czystej bawełny.
>>pol<< We can't predict what Tom is going to think.	Nie możemy przewidzieć, co Tom będzie myślał.
