>>tha<< Hi.	สวัสดี
>>tha<< I wonder what the weather will be like tomorrow.	ฉันสงสัยว่าพรุ่งนี้อากาศจะเป็นอย่างไร
>>tha<< I'm looking for someone to do my laundry for me.	ฉันกำลังมองหาคนซักเสื้อผ้าสำหรับฉัน
>>tha<< It wasn't the first time that Tom had been late.	นี่ไม่ใช่ครั้งแรกที่ทอมมาสาย
>>tha<< Most students are preparing for the final exams.	นักเรียนส่วนใหญ่เตรียมความพร้อมสำหรับการสอบปลายภาค
>>tha<< The meeting lasted a lot longer than I expected.	การประชุมใช้เวลานานกว่าที่ผมคาดไว้มาก
>>tha<< This is the street that I was telling you about.	นี่คือถนนที่ผมบอกคุณ
>>tha<< Tom reminded Mary that she had to do that today.	ทอมเตือนแมรี่ว่าเธอต้องทำสิ่งนั้นวันนี้
>>tha<< Tom said Mary didn't think John really did that.	ทอมพูดว่าแมรี่ไม่ได้คิดว่าจอห์นทำอย่างนั้นจริง
>>tha<< Trees give off oxygen and absorb carbon dioxide.	ต้นไม้ให้ออกซิเจนและดูดซับคาร์บอนไดออกไซด์
>>tha<< We went to the museum to study Japanese history.	เราไปที่พิพิธภัณฑ์เพื่อศึกษาประวัติศาสตร์ญี่ปุ่น
>>tha<< What kind of things do you do in your free time?	คุณทำอะไรในเวลาว่างของคุณ
>>tha<< What will happen if there's a power failure now?	จะเกิดอะไรขึ้นถ้ามีไฟฟ้าขัดข้องตอนนี้?
>>tha<< Why does the US government let people have guns?	ทำไมรัฐบาลสหรัฐปล่อยให้คนมีปืน?
>>tha<< How long did it take for the ambulance to arrive?	นานไหมกว่ารถพยาบาลจะมาถึง
>>tha<< I couldn't help laughing when I heard that story.	ฉันอดหัวเราะไม่ได้เมื่อได้ยินเรื่องนั้น
>>tha<< I have a lot of work that still needs to be done.	ฉันมีงานที่ต้องทำมากมาย
>>tha<< I have to write a letter. Do you have some paper?	ฉันต้องเขียนจดหมาย คุณมีกระดาษบ้างไหม?
>>tha<< I love your work, and I respect you as an artist.	ฉันรักงานของคุณและฉันเคารพคุณในฐานะศิลปิน
>>tha<< Mary was a very intelligent, but very quiet girl.	แมรี่เป็นคนฉลาดมากแต่เป็นผู้หญิงเงียบๆ
>>tha<< Mt. Everest is the highest mountain in the world.	ภูเขาเอเวอเรสต์เป็นภูเขาที่สูงที่สุดในโลก
>>tha<< Mt. Everest is the highest mountain in the world.	ยอดเขาเอเวอเรสต์เป็นยอดเขาที่สูงที่สุดในโลก
>>tha<< That was probably what influenced their decision.	นั่นอาจเป็นสิ่งที่มีอิทธิพลต่อการตัดสินใจของพวกเขา
>>tha<< There's no need to hurry. We have plenty of time.	ไม่จำเป็นต้องรีบร้อน เรามีเวลาเหลือเฟือ
>>tha<< Tom was sitting in the dark, smoking a cigarette.	ทอมนั่งในความมืด สูบบุหรี่
>>tha<< I think Tom is from Australia, but I may be wrong.	ฉันคิดว่าทอมมาจากออสเตรเลีย แต่ฉันอาจจะผิดก็ได้
>>tha<< I've persuaded Tom to stay in Boston until Monday.	ฉันเกลี้ยกล่อมทอมให้อยู่ในบอสตันจนถึงวันจันทร์
>>tha<< Mary is wearing the dress her mother made for her.	แมรี่สวมชุดที่แม่ของเธอทำให้
>>tha<< Tom escaped from the castle, disguised as a woman.	ทอมหนีออกจากปราสาท ปลอมตัวเป็นผู้หญิง
>>tha<< You must learn English whether you like it or not.	คุณต้องเรียนภาษาอังกฤษไม่ว่าคุณจะชอบหรือไม่
>>tha<< You should read a lot of books while you're young.	คุณควรอ่านหนังสือจำนวนมากในขณะที่คุณยังเด็ก
>>tha<< I can't tell her now. It's not that simple anymore.	ฉันบอกเธอไม่ได้ตอนนี้ มันไม่ง่ายอย่างนั้นอีกแล้ว
>>tha<< It would take forever for me to explain everything.	มันคงใช้เวลานานมากสำหรับฉันที่จะอธิบายทุกอย่าง
>>tha<< It's one of the most beautiful cities in the world.	มันคือหนึ่งในเมืองที่สวยที่สุดในโลก
