>>bul<< Hi.	Здрасти.
>>bul<< Above the sink are several whisky bottles.	Над мивката има няколко бутилки от уиски.
>>bul<< Admission to the museum is thirty dollars.	Входът в музея е трийсет долара.
>>bul<< Are there enough chairs to seat 12 people?	Има ли достатъчно столове, за да седнат 12 човека?
>>bul<< Are you sure Tom won't be here until 2:30?	Сигурен ли си, че Том няма да дойде до 2:30?
>>bul<< Are you sure Tom won't be here until 2:30?	Сигурна ли си, че Том няма да дойде до 2:30?
>>bul<< Are you sure Tom won't be here until 2:30?	Сигурни ли сте, че Том няма да дойде до 2:30?
>>bul<< Aren't you glad you don't have to do this?	Не се ли радваш, че не ти се налага да го правиш?
>>bul<< As a matter of fact, I love him very much.	В интерес на истината го обичам много.
>>bul<< At first glance, the question seemed easy.	На пръв поглед въпросът изглеждаше лесен.
>>bul<< Children are often impatient and restless.	Децата често са нетърпеливи и неспокойни.
