>>hye<< Run!	Վազի՛։
>>hye<< Why do you want me to come with you?	Ինչո՞ւ ես ուզում, որ ես քեզ հետ գամ։
>>hye<< Why do you want me to come with you?	Ինչո՞ւ եք ուզում, որ ես ձեզ հետ գամ։
>>hye<< Why don't you just ask Tom yourself?	Ինչու՞ հենց ինքդ չես հարցնում Թոմին:
>>hye<< Why don't you just ask Tom yourself?	Ինչու՞ հենց ինքդ չեք հարցնում Թոմին:
>>hye<< Will you wait for us at the station?	Կսպասե՞ս մեզ կայարանում։
>>hye<< Write with a pen, not with a pencil.	Գրեք գրիչով, ոչ թե մատիտով։
>>hye<< Write with a pen, not with a pencil.	Գրիր գրիչով, ոչ թե մատիտով։
>>hye<< Write your name and address, please.	Գրեք ձեր անունն ու հասցեն, խնդրում եմ։
>>hye<< Yesterday I bought a new tablecloth.	Երեկ ես նոր սփռոց գնեցի։
>>hye<< Yesterday I bought a new tablecloth.	Ես երեկ նոր սփռոց գնեցի։
>>hye<< You can just keep it if you want it.	Կարող եք պարզապես պահել, եթե ուզում եք։
>>hye<< You can't play tennis on windy days.	Քամոտ օրերին չես կարող թենիս խաղալ:
>>hye<< You didn't do that, either, did you?	Դուք դա էլ չեք արել, չէ՞:
>>hye<< You didn't do that, either, did you?	Դու էլ դա չես արել, չէ՞։
>>hye<< You didn't let Tom do that, did you?	Դու չթողեցիր Թոմին դա անել, չէ՞:
>>hye<< You didn't let Tom do that, did you?	Դուք չթողեցիք Թոմին դա անել, չէ՞:
>>hye<< You don't know how to dance, do you?	Դու չգիտես պարել, չէ՞։
>>hye<< You don't know how to dance, do you?	Դուք չգիտեք պարել, չէ՞։
>>hye<< You don't know how to dance, do you?	Չգիտես պարել, չէ՞։
>>hye<< You heard what Tom said, didn't you?	Լսեցիր, թե ինչ ասաց Թոմը, չէ՞:
>>hye<< You know this is illegal, don't you?	Գիտես, որ սա անօրինական է, չէ՞։
>>hye<< You know this is illegal, don't you?	Գիտեք, որ սա անօրինական է, չէ՞։
>>hye<< You know this is illegal, don't you?	Դու գիտես, որ սա անօրինական է, չէ՞։
>>hye<< You need to learn how to compromise.	Դուք պետք է սովորեք փոխզիջումների գնալ:
>>hye<< You promised that you would help me.	Դուք խոստացաք, որ կօգնեք ինձ։
>>hye<< You promised that you would help me.	Դու խոստացա, որ կօգնես ինձ։
>>hye<< You say that to everyone, don't you?	Չէ՞ որ բոլորին դա ասում ես։
>>hye<< You should spend more time with Tom.	Դուք պետք է ավելի շատ ժամանակ անցկացնեք Թոմի հետ:
>>hye<< You should spend more time with Tom.	Դու պետք է ավելի շատ ժամանակ անցկացնես Թոմի հետ:
>>hye<< You still haven't told me who he is.	Դուք ինձ դեռ չեք ասել, թե ով է նա։
>>hye<< You still need to decide what to do.	Դուք դեռ պետք է որոշեք, թե ինչ անել:
>>hye<< You still need to decide what to do.	Դու դեռ պետք է որոշես, թե ինչ անել:
>>hye<< You're starting to get on my nerves.	Դու սկսում ես նյարդերիս վրա ազդել։
>>hye<< You're starting to get on my nerves.	Դուք սկսում եք նյարդերիս վրա ազդել։
>>hye<< You're the cutest girl at the party.	Դուք երեկույթի ամենագեղեցիկ աղջիկն եք:
>>hye<< You're the only one who can help me.	Դու միակն ես, ով կարող է օգնել ինձ։
>>hye<< You're the only one who can help me.	Դուք միակն եք, ով կարող է օգնել ինձ։
>>hye<< You're three years younger than Tom.	Դուք երեք տարով փոքր եք Թոմից:
>>hye<< You're three years younger than Tom.	Դու երեք տարով փոքր ես Թոմից:
>>hye<< Your name and flight number, please?	Ձեր անունը և թռիչքի համարը, խնդրում եմ։
>>hye<< Your shoes are here. Where are mine?	Քո կոշիկներն այստեղ են։ Որտե՞ղ են իմերը:
>>hye<< Your shoes are here. Where are mine?	Ձեր կոշիկներն այստեղ են։ Որտե՞ղ են իմերը:
>>hye<< Your shoes are here. Where are mine?	Կոշիկներդ այստեղ են։ Որտե՞ղ են իմերս:
>>hye<< All of a sudden, it got dark outside.	Հանկարծ մթնեց։
>>hye<< An accordion is a musical instrument.	Ակորդեոնը երաժշտական ​​գործիք է։
>>hye<< Are you sure you remember everything?	Վստա՞հ ես, որ ամեն ինչ հիշում ես։
>>hye<< Are you sure you remember everything?	Վստա՞հ եք, որ ամեն ինչ հիշում եք։
>>hye<< Are you sure you remember everything?	Դու համոզվա՞ծ ես, որ հիշում ես ամեն ինչ:
>>hye<< Are you sure you remember everything?	Դուք համոզվա՞ծ եք, որ հիշում եք ամեն ինչ:
>>hye<< Aren't you ready to start doing that?	Պատրա՞ստ չե՞ք սկսել դա անել:
>>hye<< Can you explain to me why you did it?	Կարո՞ղ ես ինձ բացատրել, թե ինչու ես դա արել։
>>hye<< Can you explain to me why you did it?	Կարո՞ղ եք ինձ բացատրել, թե ինչու եք դա արել։
>>hye<< Can you go around the world in a day?	Կարո՞ղ եք մեկ օրում շրջել աշխարհով մեկ։
>>hye<< Can you guess what Tom told us to do?	Կարո՞ղ եք գուշակել, թե ինչ ասաց Թոմը մեզ անել:
>>hye<< Can you guess what Tom told us to do?	Կարո՞ղ ես գուշակել, թե ինչ ասաց Թոմը մեզ անել:
>>hye<< Can you please help me carry my bags?	Խնդրում եմ, կարո՞ղ եք օգնել ինձ տանել իմ պայուսակները:
>>hye<< Can you please help me carry my bags?	Խնդրում եմ, կարո՞ղ ես օգնել ինձ տանել իմ պայուսակները:
>>hye<< Could you just tell us what happened?	Կարո՞ղ եք ուղղակի պատմել մեզ, թե ինչ է պատահել:
>>hye<< Could you tell me about your company?	Կարո՞ղ եք ինձ պատմել ձեր ընկերության մասին։
>>hye<< Did you have a piano lesson that day?	Այդ օրը դաշնամուրի դաս ունեցե՞լ եք։
>>hye<< Do you have the list of participants?	Մասնակիցների ցանկը ունե՞ք։
>>hye<< Do you have the list of participants?	Մասնակիցների ցանկը ունե՞ս։
>>hye<< Do you know where my old glasses are?	Գիտե՞ս, թե որտեղ են իմ հին ակնոցները։
>>hye<< Do you know where my old glasses are?	Գիտե՞ք, թե որտեղ են իմ հին ակնոցները։
>>hye<< Do you remember what happened to Tom?	Հիշու՞մ եք, թե ինչ պատահեց Թոմին:
>>hye<< Do you remember what happened to Tom?	Հիշու՞մ ես, թե ինչ պատահեց Թոմին:
>>hye<< Do you want to tell me what happened?	Ուզու՞մ ես պատմել, թե ինչ է պատահել։
>>hye<< Do you want to tell me what happened?	Ուզու՞մ եք պատմել, թե ինչ է պատահել։
>>hye<< Does Tom know that you can't do that?	Թոմը գիտի՞, որ դու չես կարող դա անել:
>>hye<< Does Tom know that you can't do that?	Թոմը գիտի՞, որ դուք չեք կարող դա անել:
>>hye<< Don't you understand what's going on?	Չե՞ս հասկանում, թե ինչ է կատարվում։
>>hye<< Don't you understand what's going on?	Չե՞ք հասկանում, թե ինչ է կատարվում։
>>hye<< Don't you want me to do that for you?	Չես ուզում, որ դա անեմ քո համար։
>>hye<< Everybody here knows we're Canadians.	Այստեղ բոլորը գիտեն, որ մենք կանադացիներ ենք։
>>hye<< Go ahead and eat as much as you want.	Կեր որքան ուզում ես։
>>hye<< Have you eaten anything this morning?	Դուք որևէ բան կերե՞լ եք այս առավոտ:
>>hye<< Have you eaten anything this morning?	Դու որևէ բան կերե՞լ ես այս առավոտ:
>>hye<< Have you ever played tennis with Tom?	Երբևէ թենիս խաղացե՞լ եք Թոմի հետ:
>>hye<< Have you ever played tennis with Tom?	Երբևէ թենիս խաղացե՞լ ես Թոմի հետ:
>>hye<< Have you noticed anything suspicious?	Դու ինչ-որ կասկածելի բան նկատե՞լ ես:
>>hye<< Have you signed the contract already?	Դուք արդեն ստորագրե՞լ եք պայմանագիրը։
>>hye<< Have you signed the contract already?	Դու արդեն ստորագրե՞լ ես պայմանագիրը։
>>hye<< Have you signed the contract already?	Արդեն ստորագրե՞լ եք պայմանագիրը։
>>hye<< Have you signed the contract already?	Արդեն ստորագրե՞լ ես պայմանագիրը։
>>hye<< He got up an hour early this morning.	Նա այսօր առավոտյան մի ժամ շուտ վեր կացավ։
>>hye<< He will play tennis with his friends.	Նա թենիս է խաղալու իր ընկերների հետ։
>>hye<< How did you know Tom would lie to me?	Ինչպե՞ս գիտեիր, որ Թոմը կստի ինձ:
>>hye<< How did you know his name wasn't Tom?	Ինչպե՞ս իմացար, որ նրա անունը Թոմ չէ:
>>hye<< How did you know his name wasn't Tom?	Ինչպե՞ս իմացաք, որ նրա անունը Թոմ չէ:
>>hye<< How many people were at your wedding?	Քանի՞ հոգի է եղել ձեր հարսանիքին:
>>hye<< How much snow is there at your place?	Ին՞չ քամ ձուն կա ձեր տեղում։
>>hye<< How will you convince Tom to help us?	Ինչպե՞ս եք համոզելու Թոմին օգնել մեզ։
>>hye<< How will you convince Tom to help us?	Ինչպե՞ս ես համոզելու Թոմին օգնել մեզ։
>>hye<< I always thought you lived in Boston.	Ես միշտ կարծում էի, որ դու ապրում ես Բոստոնում:
>>hye<< I always thought you lived in Boston.	Ես միշտ կարծում էի, որ դուք ապրում եք Բոստոնում:
>>hye<< I can't believe Tom is a grandfather.	Ես չեմ կարող հավատալ, որ Թոմը պապիկ է։
>>hye<< I can't give you everything you want.	Ես չեմ կարող տալ քեզ այն ամենը, ինչ դու ուզում ես։
>>hye<< I can't give you everything you want.	Չեմ կարող տալ քեզ ամեն ինչը, որ ուզում ես։
>>hye<< I can't imagine my life without Mary.	Ես չեմ կարող պատկերացնել կյանքս առանց Մերիի։
>>hye<< I didn't do what you wanted me to do.	Ես չեմ արել այն, ինչ դու ուզում էիր, որ անեի։
>>hye<< I didn't know Tom was Mary's brother.	Ես չգիտեի, որ Թոմը Մերիի եղբայրն է։
>>hye<< I didn't know that Tom and Mary knew.	Ես չգիտեի, որ Թոմն ու Մերին գիտեին։
>>hye<< I didn't know that you would do that.	Ես չգիտեի, որ դու դա կանես։
>>hye<< I didn't know that you would do that.	Ես չգիտեի, որ դուք դա կանեք։
>>hye<< I didn't think anybody could help me.	Ես չէի կարծում, որ ինչ-որ մեկը կարող է ինձ օգնել։
>>hye<< I didn't think anybody could help me.	Չէի կարծում, որ ինչ-որ մեկը կարող է օգնել ինձ։
>>hye<< I didn't think you'd let Tom do that.	Չէի կարծում, որ դու թույլ կտաս Թոմին դա անել:
>>hye<< I didn't think you'd let Tom do that.	Չէի կարծում, որ դուք թույլ կտաք Թոմին դա անել:
>>hye<< I didn't understand anything, either.	Ես էլ ոչինչ չհասկացա։
>>hye<< I didn't understand your explanation.	Ես չհասկացա քո բացատրությունը։
>>hye<< I don't have any money at the moment.	Այս պահին ես գումար չունեմ։
>>hye<< I don't know who Tom bought that for.	Ես չգիտեմ, թե Թոմը ում համար է դա գնել:
>>hye<< I don't know why he quit the company.	Ես չգիտեմ, թե ինչու նա դուրս եկավ ընկերությունից:
>>hye<< I don't understand what you're doing.	Ես չեմ հասկանում, թե ինչ ես անում։
>>hye<< I don't understand what you're doing.	Ես չեմ հասկանում, թե ինչ եք անում։
