>>yue<< Fire!	著火啦！
>>yue<< I was lucky that I was able to find a good babysitter.	我好好彩，搵到一個好嘅保姆。
>>yue<< I wonder if she'll recognize me after all these years.	過咗咁多年，唔知佢仲認唔認得我呢？
>>yue<< It is questionable whether this data can be relied on.	呢啲資料未必可靠。
>>yue<< It's a ten-minute ride from here to the train station.	由呢度坐車去火車站十分鐘就到。
>>yue<< Make sure to turn off all the lights before going out.	出去之前記住熄晒啲燈佢喎。
>>yue<< No sooner had Tom turned on the TV than the fuse blew.	阿 Tom 一開電視就跳咗 fuse。
>>yue<< Saying it with a smile, doesn't make it any less rude.	你笑住講唔會令到你有禮貌咗個喎。
>>yue<< Students are forbidden to smoke on the school grounds.	學生唔可以喺學校裏面食煙。
>>yue<< The concert drew attendees from the surrounding towns.	個音樂會吸引到好多隔籬鎮嘅人嚟聽。
>>yue<< The largest English dictionary has over 450,000 words.	最大型嗰本英文字典收錄咗超過四十五萬個字。
>>yue<< The speed of light is much greater than that of sound.	光速快過音速好多。
>>yue<< There is no reason for you to feel inferior to anyone.	你唔需要覺得自己比唔上人。
>>yue<< We want to know what this project is going to cost us.	我哋想知呢個計劃大約要用幾多錢。
>>yue<< What was the best present you received last Christmas?	你舊年聖誕收過最正嘅禮物係咩呀？
>>yue<< You'll have to work hard if you want to pass the exam.	如果你唔想考試肥佬，就要勤力啲溫書喇。
>>yue<< All the documents in these folders need to be shredded.	呢啲文件夾入面嘅文件全部都要攞去碎。
>>yue<< Could you give me some change for this ten dollar bill?	你可唔可以幫我唱散呢張十蚊紙呀？
>>yue<< Do nothing that will bring undue attention to yourself.	唔好做啲嘢嚟不必要咁引起人哋注意。
>>yue<< Do you really want to raise these children by yourself?	你真係想一個人湊大呢班細路呀？
>>yue<< For some reason or other I cannot bring myself to work.	唔知點解我硬係無心機做嘢。
>>yue<< He is sure to pass the exam if he studies at this rate.	佢保持住而家呢種速度溫書嘅話，考試合格絕對無問題。
>>yue<< He pointed out that the plan would cost a lot of money.	渠話嗰份計劃會燒好多銀紙。
>>yue<< He sometimes forgets to take books back to the library.	佢有時會唔記得將啲書還返去圖書館。
>>yue<< How long does it take to walk from here to the station?	喺呢度行到去車站要幾耐㗎？
>>yue<< How much time did it take you to learn Chinese so well?	你啲中文學咗幾耐先學到咁好㗎？
>>yue<< I can't survive without air conditioning in the summer.	我夏天冇冷氣會死。
>>yue<< I want to ask, what is your name and where do you live?	我想問吓你叫咩名同埋喺邊度住㗎？
>>yue<< I was the only one there who knew that Tom was unhappy.	得我先知阿湯唔開心。
>>yue<< I would rather read a book at home than go out tonight.	我今晚想喺屋企睇書，唔想出街。
>>yue<< I'd like to marry a girl who likes to play video games.	我想同一個鍾意打機嘅女仔結婚。
>>yue<< If it were not for my family, I would give up this job.	如果唔係為咗養家，我會辭咗份工。
>>yue<< If you listen closely enough you'll be able to hear it.	你聽真啲就聽到㗎喇。
>>yue<< Nowadays, almost every home has one or two televisions.	而家差唔多每家每戶都有一兩部電視喇。
>>yue<< One of my sons is a teacher, and the other is a doctor.	我有兩個仔，一個係老師，一個係醫生。
>>yue<< That man knows how to get on the president's good side.	嗰個人好識擦老細鞋㗎。
>>yue<< The child had no overcoat on although it was very cold.	雖然天氣好凍，但係個細路都無著到外套。
>>yue<< The man you saw in my office yesterday is from Belgium.	你尋日喺我辦工室度見到嗰個人係比利時人嚟嘅。
>>yue<< The train is traveling at the rate of 50 miles an hour.	架火車行緊五十咪。
>>yue<< The train is traveling at the rate of 50 miles an hour.	架火車每個鐘行緊五十咪。
>>yue<< The train is traveling at the rate of 50 miles an hour.	架火車每個鐘行緊五十英里。
>>yue<< The view from the top of the mountain was breathtaking.	山頂望落嚟真係好靚。
>>yue<< This dictionary is very expensive, but is worth buying.	呢本字典雖然好貴，但係都係值得買嘅。
>>yue<< Tom and Mary sat on the beach and talked to each other.	Tom 同 Mary 坐喺沙灘傾偈。
>>yue<< We are concerned about the shortage of the commodities.	日用品唔夠，令人憂慮。
>>yue<< We're expecting a lot of people to attend the ceremony.	我哋預計會有好多人出席典禮。
>>yue<< We've come to the conclusion that this is a true story.	我哋嘅結論就係，個傳言係真嘅。
>>yue<< What's the best Christmas present you've ever received?	你成世人收過最正嘅聖誕禮物係咩呀？
>>yue<< You had better not tell your father about the accident.	你最好唔好講件事俾你阿爸聽。
>>yue<< Are you sure there wasn't some kind of misunderstanding?	你肯定一啲誤會都冇？
>>yue<< Excuse me, but could you tell me the way to the station?	唔好意思呀，我想問地鐵站點去呀？
>>yue<< First of all, you should talk it over with your parents.	你應該同你阿爸阿媽傾吓先。
>>yue<< Frankly speaking, his new novel is not very interesting.	老實講，佢新出嗰本小說真係有啲悶。
>>yue<< He has not come yet. Something may have happened to him.	佢仲未到呀，唔知係咪發生咗啲咩意外呢？
>>yue<< He went out of the room without being noticed by anyone.	佢靜雞雞噉行出咗間房，冇人發現到佢。
>>yue<< He who thinks he has learned enough has learned nothing.	只有無知嘅人先會覺得自己知道嘅嘢已經足夠。
>>yue<< He who thinks he has learned enough has learned nothing.	覺得自己學得夠嘅人，根本乜都冇學到。
>>yue<< How about having a drink after we finish our work today?	我哋今日做完嘢不如去飲返杯囉？
>>yue<< I feel like going out rather than staying at home today.	我今日想出街，唔想留喺屋企。
>>yue<< I heard her speaking English as fluently as an American.	我聽到佢講英文講到好似美國人咁流利。
>>yue<< I think Tom shares too much personal information online.	我覺得阿Tom擺太多個人嘢上網喇。
>>yue<< I'm so embarrassed I could dig a hole and crawl into it.	我瘀到想搵窿捐。
>>yue<< It is said that he worked very hard in his younger days.	啲人話渠後生嗰陣好勤力做嘢。
>>yue<< It struck me that the girl was trying to hide something.	我突然間覺得個女仔好似有啲嘢瞞住我。
>>yue<< It would be better for you to stay away from such a man.	呢啲噉嘅人，你都係唔好同佢行得咁埋好啲。
>>yue<< It's a good thing to read good books when you are young.	後生嗰陣睇多啲書好呀。
>>yue<< My stomach is often a bit upset after eating spicy food.	我食完辣嘢個肚通常都會有啲唔舒服。
>>yue<< No matter how fast you run, you won't catch up with him.	你跑得幾快都追唔上佢㗎喇。
>>yue<< Sometimes I smoke just to give my hands something to do.	我食煙有時純粹係因為手痕。
>>yue<< The police were unable to get anything out of the woman.	警察喺個女人度問唔到任何嘢。
>>yue<< The taste of wine is largely dependent upon the weather.	葡萄酒嘅味道好受天氣影響。
>>yue<< Tom has been complaining about not earning enough money.	阿湯成日都話自己搵唔夠錢。
>>yue<< We all chipped in to buy our teacher a birthday present.	我哋一齊夾份買咗份生日禮物俾我哋個老師。
>>yue<< We have not been notified about their change of address.	我哋冇收到通知話佢哋改咗地址。
>>yue<< You can get a fine view of the sea from the mountaintop.	喺山頂度可以睇到好靚嘅海景。
>>yue<< Do you think that we'll have a white Christmas this year?	你話今年聖誕會唔會落雪吖嗱？
>>yue<< Even plastic surgery won't do anything for your ugliness.	你咁樣衰，整容都冇用㗎喇。
>>yue<< He used to eat out every day, but now he can't afford it.	佢以前日日出街食飯㗎，但係而家冇嚕，因為冇錢。
>>yue<< I dozed off in the train and slept right past my station.	我喺火車度瞌着咗，最尾搞到過咗站。
>>yue<< I think it's time for me to discuss the problem with her.	我諗我係時候同佢傾傾個問題喇。
>>yue<< I was mistaken in thinking that he was a trustworthy man.	我仲以為佢好信得過添。
>>yue<< I wonder why anyone would want to do something like that.	我都唔明點解啲人會做埋啲咁嘅嘢。
>>yue<< I'll lend you the book, provided you return it next week.	如果你下個禮拜還到俾我嘅話，呢本書就借俾你啦。
>>yue<< If you flunk this exam, you'll have to repeat the course.	你炒咗呢個考試就要重讀㗎喇。
>>yue<< It is often said that nothing is more precious than time.	啲人成日話無乜嘢重要得過時間。
>>yue<< My father bought me a digital watch for birthday present.	我老豆送咗隻電子錶俾我做生日禮物。
>>yue<< No one has the right to tell you how to raise your child.	冇人有權教你點樣湊仔。
>>yue<< People used to think that only humans could use language.	以前啲人以為淨係得人類先識用語言溝通。
>>yue<< She has been looking after her sick sister for ten years.	佢照顧佢個病咗嘅細妹已經照顧咗十年喇。
>>yue<< Some college teachers come to class late and leave early.	有啲大學教授好鍾意遲嚟早走。
>>yue<< The reason why you failed is you did not try hard enough.	因為你唔夠努力，所以先會失敗。
>>yue<< The teacher suggested that we go to the library to study.	個老師提議我哋去圖書館溫書。
>>yue<< Tom didn't want to interrupt Mary while she was studying.	阿Tom唔想喺Mary讀書嗰陣打攪佢。
>>yue<< Tom's handwriting isn't very good, but it's easy to read.	阿Tom手字唔係好靚，但係好易睇。
>>yue<< We're thinking of adding on another bedroom to the house.	我哋諗緊好冇喺間屋到間多一間睡房。
>>yue<< What difference does it make if people are looking at us?	啲人望住我哋又點啫？
>>yue<< What difference does it make if people are looking at us?	啲人望住我哋又有分別咩？
>>yue<< Who do you think was watching TV in this room last night?	你話尋晚係邊個喺呢間房度睇緊電視嘅吖嗱？
>>yue<< You have changed so much that I can hardly recognize you.	你變咗咁多嘅，我都差唔多唔認得你喇。
>>yue<< You'll get a clear picture with this antenna on the roof.	擺咗呢條天線喺屋頂度，個畫面就會清啲㗎喇。
>>yue<< Did you have a lot of happy experiences in your childhood?	你細個嗰陣係咪有好多開心嘅經歷呢？
>>yue<< I asked the waiter to see about getting us a better table.	我叫個侍應睇吓可唔可以幫我哋換張好啲嘅枱。
>>yue<< I don't care where we eat dinner. It's entirely up to you.	去邊度食我都冇所謂，你話事得㗎喇。
>>yue<< I have a lot of flowers. Some are red and some are yellow.	我種咗好多花，有啲係紅色嘅，有啲係黃色嘅。
>>yue<< I met her by chance on the train the day before yesterday.	我前日喺火車度撞到佢。
>>yue<< I want all of the furniture taken to our house right away.	唔該即刻將啲傢俬送晒去我哋屋企吖。
>>yue<< I wonder if he can lend me his guitar during the vacation.	唔知佢放假嗰陣可唔可以借部結他俾我呢？
>>yue<< Living abroad is the best way to learn a foreign language.	喺外國生活係學外語嘅最佳方法。
>>yue<< The doctor told me to inhale and exhale slowly and deeply.	個醫生叫我慢慢噉深呼吸。
>>yue<< The next time that I see you, you will be quite different.	我下次再見到你嗰陣，你應該會變咗好多㗎喇。
>>yue<< We need to burn all this stuff before the police get here.	我哋要喺警察嚟之前將呢啲嘢全部燒晒佢。
>>yue<< With those results, you won't be able to go to university.	你咁嘅成績入唔到大學㗎喎。
