>>nno<< Run!	Laup!
>>nno<< Tom usually only reads the headlines.	Tom les vanlegvis berre overskriftene.
>>nno<< What are you going to name your doll?	Kva skal du kalla dokka di?
>>nno<< You should be good to your neighbors.	Du bør vera grei med naboane dine.
>>nno<< Dolphins are very intelligent animals.	Delfinar er veldig intelligente dyr.
>>nno<< Everybody is in the other room eating.	Alle saman er i det andre rommet og et.
>>nno<< I am going to play tennis next Sunday.	Eg skal spela tennis neste sundag.
>>nno<< I believe we have a serious situation.	Eg trur me har ein alvorleg situasjon.
>>nno<< I bet that I can jump higher than you.	Eg veddar på at eg kan hoppa høgre enn du.
>>nno<< I left the store feeling disappointed.	Eg forlét butikken skuffa.
>>nno<< I thought we were going to your place.	Eg trudde at vi skulle heim til deg.
>>nno<< I'm sure that Tom has never done that.	Eg er sikker på at Tom aldri har gjort det.
>>nno<< Is this song in A minor or in C major?	Er denne songen i a-moll eller C-dur?
>>nno<< That girl is more cute than beautiful.	Den jenta er meir søt enn vakker.
>>nno<< That problem still hasn't been solved.	Det problemet er framleis ikkje løyst.
>>nno<< There are only books on the bookshelf.	Det er berre bøker på bokhylla.
>>nno<< Tom attempted to climb over the fence.	Tom prøvde å klatra over gjerdet.
>>nno<< Tom can speak French when he wants to.	Tom kan snakka fransk når han vil.
>>nno<< Tom definitely didn't have to do that.	Tom trong absolutt ikkje å gjera det.
>>nno<< Tom shares a bedroom with his brother.	Tom deler eit soverom med bror sin.
>>nno<< What a shame you weren't able to come.	Så synd at du ikkje kunne koma.
>>nno<< What a shame you weren't able to come.	So synd at du ikkje kunne koma.
>>nno<< What should they do in this situation?	Kva bør dei gjera i denne situasjonen?
>>nno<< Yemen is a country in the Middle East.	Yemen er eit land i Midtausten.
>>nno<< You can find everything you need here.	Her kan du finna alt du treng.
>>nno<< You can find everything you need here.	Her kan de finna alt de treng.
>>nno<< You should've considered that earlier.	Det skulle du ha tenkt på før.
>>nno<< You're heading in the wrong direction.	Du er på veg i feil retning.
>>nno<< You're heading in the wrong direction.	De er på veg i feil retning.
>>nno<< Advise everyone to stay where they are.	Eg råder alle om å halda seg der dei er.
>>nno<< Are you going to go to that restaurant?	Skal du på den restauranten?
>>nno<< Do you actually think Tom will do that?	Trur du faktisk at Tom kjem til å gjera det?
>>nno<< Do you intend to go to that restaurant?	Har du tenkt å gå på den restauranten?
>>nno<< Do you intend to go to that restaurant?	Har du tenkt å fara på den restauranten?
>>nno<< Have you seen Tom's latest music video?	Har du sett Tom sin siste musikkvideo?
>>nno<< How do you pronounce "Wi-Fi" in French?	Korleis uttalar ein «Wi-Fi» på fransk?
>>nno<< I didn't know Tom was looking for Mary.	Eg visste ikkje at Tom leita etter Mary.
>>nno<< I didn't know somebody was watching me.	Eg visste ikkje at nokon såg på meg.
>>nno<< I don't have any reason not to do that.	Eg har ingen grunn til å gjera det.
>>nno<< I don't have to do that this afternoon.	Eg treng ikkje å gjera det denne ettermiddagen.
>>nno<< I haven't yet been paid for doing that.	Eg er enno ikkje blitt betalt for å ha gjort det.
>>nno<< I haven't yet been paid for doing that.	Eg er enno ikkje vorten betalt for å ha gjort det.
>>nno<< I must complete it as soon as possible.	Eg må gjera det ferdig så snart som mogleg.
>>nno<< I must complete it as soon as possible.	Eg må gjera han ferdig så snart som mogleg.
>>nno<< I must complete it as soon as possible.	Eg må gjera ho ferdig så snart som mogleg.
>>nno<< I never thought it would end like this.	Eg trudde aldri at det kom til å enda slik.
>>nno<< I suggest that you not wait any longer.	Eg føreslår at du ikkje ventar lenger.
>>nno<< I sure hope that Tom is doing that now.	Eg håpar sanneleg at Tom held på med det no.
>>nno<< I went to school on foot in those days.	Eg gjekk til skulen til fots på den tida.
>>nno<< I'm just looking forward to going home.	Eg ser berre fram til å gå heim.
>>nno<< I'm not the only one who has done that.	Eg er ikkje den einaste som har gjort det.
>>nno<< It looks like Tom has a lot of friends.	Det ser ut som at Tom har mange venar.
>>nno<< It looks like Tom has a lot of friends.	Det verkar som at Tom har mange venar.
>>nno<< It rained a lot when we were in Boston.	Det regna mykje då me var i Boston.
>>nno<< Mozart is one of my favorite composers.	Mozart er ein av yndlingskomponistane mine.
>>nno<< My brother's room is smaller than mine.	Rommet til bror min er mindre enn mitt.
>>nno<< My mom doesn't speak English very well.	Mor mi snakkar ikkje engelsk så godt.
>>nno<< My mom doesn't speak English very well.	Mor mi snakkar ikkje engelsk so godt.
>>nno<< Since I wasn't invited, I'll stay home.	Sidan eg ikkje vart invitert, blir eg heime.
>>nno<< That headline was extremely misleading.	Den overskrifta var ekstremt villeiande.
>>nno<< The heat was so intense that I fainted.	Varmen var så intens at eg svima av.
>>nno<< The train stopped because of the storm.	Toget stoppa på grunn av stormen.
>>nno<< There's a dictionary on that bookshelf.	Det er ei ordbok på den bokhylla.
>>nno<< There's something seriously wrong here.	Det er noko verkeleg gale her.
>>nno<< There's something seriously wrong here.	Det er noko alvorleg gale her.
>>nno<< Tom and I consider ourselves fortunate.	Tom og eg ser på oss sjølve som heldige.
>>nno<< Tom and Mary were talking about Boston.	Tom og Mary snakka om Boston.
>>nno<< Tom and Mary were talking about Boston.	Tom og Mary prata om Boston.
>>nno<< Tom asked Mary if she knew how to read.	Tom spurde Mary om ho kunne lesa.
>>nno<< Tom has decided to become an architect.	Tom har bestemt seg for å bli arkitekt.
>>nno<< Tom has decided to become an architect.	Tom har bestemt seg for å verta arkitekt.
>>nno<< Tom is taking a course on music theory.	Tom tek eit kurs i musikkteori.
>>nno<< Tom lives in a large house with a pool.	Tom bur i eit stort hus med basseng.
>>nno<< Tom put the book back on the bookshelf.	Tom sette boka tilbake på bokhylla.
>>nno<< Tom was in the hospital for three days.	Tom låg på sjukehus i tre dagar.
>>nno<< What do you think about global warming?	Kva synest du om global oppvarming?
>>nno<< You know that's what's going to happen.	Du veit at det er det som kjem til å skje.
>>nno<< You told me you stole Tom's motorcycle.	Du sa til meg at du stal motorsykkelen til Tom.
>>nno<< You told me you stole Tom's motorcycle.	De sa til meg at de stal motorsykkelen til Tom.
>>nno<< You're not going to get away with this.	Du kjem ikkje til å sleppa unna med dette.
>>nno<< Both of my parents died when I was five.	Begge foreldra mine døydde då eg var fem.
>>nno<< Did you have difficulty finding the way?	Hadde du det vanskeleg med å finna vegen?
>>nno<< Does your violinist also play the viola?	Spelar fiolinisten din også bratsj?
>>nno<< I really wasn't expecting that from you.	Eg forventa verkeleg ikkje det frå deg.
>>nno<< I'm not as conservative as I used to be.	Eg er ikkje so konservativ som eg brukte å vera.
>>nno<< I'm not as conservative as I used to be.	Eg er ikkje so konservativ som eg pla vera.
>>nno<< Is it true that Mary killed her husband?	Er det sant at Mary drap mannen sin?
>>nno<< It takes an hour to get there, at least.	Det tek ein time å koma seg dit, minst.
>>nno<< It took me three days to read this book.	Det tok meg tre dagar å lesa denne boka.
>>nno<< Let me give this to you before I forget.	Lat meg gjeva deg dette før eg gløymer det.
>>nno<< The old harp was stored in the basement.	Den gamle harpa vart oppbevart i kjellaren.
>>nno<< The old harp was stored in the basement.	Den gamle harpa blei oppbevart i kjellaren.
>>nno<< There were a lot of people on the beach.	Det var mange på stranda.
>>nno<< These cotton socks are very comfortable.	Desse bomullssokkane er veldig behagelege.
>>nno<< This is what Tom gave me last Christmas.	Dette er det Tom gav meg førre jol.
>>nno<< Tom is obviously glad that has happened.	Tom er tydelegvis glad for at det har skjedd.
>>nno<< Who's that woman who's dancing with Tom?	Kven er den kvinna som dansar med Tom?
>>nno<< Whose turn is it to make dinner tonight?	Kven sin tur er det til å laga middag i kveld?
>>nno<< A long time ago, there was a bridge here.	For lenge sidan var det ei bru her.
>>nno<< Aren't you interested in learning French?	Er du ikkje interessert i å læra deg fransk?
>>nno<< At the end of the day, it doesn't matter.	Til sjuande og sist har det ikkje noko å seia.
>>nno<< At the end of the day, it doesn't matter.	Når alt kjem til alt, har det ingenting å seia.
>>nno<< He provided us with everything we needed.	Han gav oss alt det vi trong.
>>nno<< I don't want you to tell this to anybody.	Eg vil ikkje at du skal fortelja dette til nokon.
>>nno<< I think that Tom needs medical attention.	Eg trur at Tom treng legehjelp.
>>nno<< I understand you know a lot about Boston.	Eg forstår at du veit mykje om Boston.
>>nno<< I understand you know a lot about Boston.	Eg forstår at de veit mykje om Boston.
>>nno<< I usually sing this song in the key of G.	Eg syng vanlegvis denne songen i G-dur.
>>nno<< Is it difficult for you to say thank you?	Er det vanskeleg for deg å seia takk?
>>nno<< Is it difficult for you to say thank you?	Er det vanskeleg for dykk å seia takk?
>>nno<< Is this another effect of global warming?	Er dette ein annan effekt av global oppvarming?
>>nno<< Most people write about their daily life.	Dei fleste skriv om det daglege livet sitt.
>>nno<< My parents helped us buy a new apartment.	Foreldra mine hjelpte oss med å kjøpa ny leilegheit.
>>nno<< She read the article over and over again.	Ho las artikkelen om og om igjen.
>>nno<< She was nervous before the entrance exam.	Han var nervøs før opptaksprøven sin.
>>nno<< There are many red flowers in the garden.	Det er mange raude blomar i hagen.
>>nno<< There are wounds that time does not heal.	Det finst sår som tida ikkje lækjer.
>>nno<< There is sand at the bottom of the ocean.	Det er sand på botnen av havet.
>>nno<< Tom felt someone tap him on the shoulder.	Tom kjende nokon pikka han på skuldra.
>>nno<< Tom has a grand piano in his living room.	Tom har eit flygel i stova si.
>>nno<< Tom has been living in Boston since 2013.	Tom har budd i Boston sidan 2013.
>>nno<< Tom promised to bring a keg to the party.	Tom lovte å taka med seg ei kagge til festen.
>>nno<< Tom promised to bring a keg to the party.	Tom lovte å taka med seg ein kagg til festen.
>>nno<< Tom put the bowl of popcorn on the table.	Tom sette popkornskåla på bordet.
>>nno<< Tom says he's read that book three times.	Tom seier at han har lese den boka tre gongar.
>>nno<< Tom thought that Mary wouldn't like John.	Tom trudde at Mary ikkje kom til å lika John.
>>nno<< Tom was the one who made that suggestion.	Det var tom som kom med det forslaget.
>>nno<< Tom wasn't the one who gave us your name.	Det var ikkje Tom som fortalde oss namnet ditt.
>>nno<< Tom wrote his novel on an old typewriter.	Tom skreiv romanen sin på ei gamal skrivemaskin.
>>nno<< We don't have anything in common anymore.	Vi har ikkje noko til felles lenger.
>>nno<< What do you plan on doing with the money?	Kva har du tenkt å gjera med pengane?
>>nno<< What time did you go to sleep last night?	Kva tid la du deg i går natt?
>>nno<< Who's that woman that's dancing with Tom?	Kven er den dama som dansar med Tom?
>>nno<< You can't say anything about this to Tom.	Du kan ikkje seia noko om dette til Tom.
>>nno<< You know Tom wants to do that, don't you?	Du veit vel at Tom har lyst til å gjera det, ikkje sant?
>>nno<< You weren't at home last night, were you?	Du var ikkje heime i går kveld, var du vel?
>>nno<< Can I ask why this is so important to you?	Kan eg spørja deg korfor dette er så viktig for deg?
>>nno<< Can I ask why this is so important to you?	Kan eg spørja deg kvifor dette er så viktig for deg?
>>nno<< Can I ask why this is so important to you?	Kan eg spørja deg korfor dette er so viktig for deg?
>>nno<< Can I ask why this is so important to you?	Kan eg spørja deg kvifor dette er so viktig for deg?
>>nno<< Don't forget, Tom is now thirty years old.	Ikkje gløym at Tom no er tretti år gamal.
>>nno<< Here's a list of things that I want to do.	Her er ei liste over ting eg har lyst å gjera.
>>nno<< I don't know anything about what happened.	Eg veit ingenting om det som skjedde.
>>nno<< I don't know anything about what happened.	Eg veit ingenting om kva som skjedde.
>>nno<< I don't understand why this isn't working.	Eg skjønar ikkje korfor dette ikkje fungerer.
>>nno<< I don't understand why this isn't working.	Eg skjønar ikkje kvifor dette ikkje fungerer.
>>nno<< I received an email from Tom this morning.	Eg fekk ein e-post hos Tom i dag tidleg.
>>nno<< I'm not the only one who doesn't like Tom.	Eg er ikkje den einaste som ikkje likar Tom.
>>nno<< In the long run, none of this will matter.	I det lange laup kjem ikkje noko av dette til å ha noko å seia.
>>nno<< It won't happen the way you think it will.	Det blir ikkje å skje slik du trur.
>>nno<< Many countries have problems with poverty.	Mange land har problem med fattigdom.
>>nno<< My brother is three years younger than me.	Bror min er tre år yngre enn eg.
>>nno<< Our topic for this week is global warming.	Temaet vårt for denne veka er global oppvarming.
>>nno<< Since you're here, we might as well begin.	Sidan du er her, kan vi likeså gjerne begynna.
>>nno<< Since you're here, we might as well begin.	Sidan du er her, kan vi likeso gjerne begynna.
>>nno<< That's the stupidest thing I've ever said.	Det er det dummaste eg nokon gong har høyrt.
>>nno<< The menu is in French, so I can't read it.	Menyen står på fransk, så eg kan ikkje lesa han.
>>nno<< The picture of the tower was out of focus.	Biletet av tårnet var ute av fokus.
>>nno<< This city is 1,600 meters above sea level.	Denne byen ligg 1600 meter over havet.
>>nno<< This composition is in the key of A-minor.	Denne komposisjonen går i a-moll.
>>nno<< Tom is standing in the middle of the road.	Tom står midt i vegen.
>>nno<< Tom lent me a couple of interesting books.	Tom lånte meg eit par interessante bøker.
>>nno<< Tom lives on the other side of the valley.	Tom bur på den andre sida av dalen.
>>nno<< Tom stared at the picture of his daughter.	Tom stira på biletet av dottera si.
>>nno<< Tom went straight to bed when he got home.	Tom gjekk rett og la seg då han kom heim.
>>nno<< Tom will be thirty years old next October.	Tom blir tretti år gamal neste oktober.
>>nno<< Tom will be thirty years old next October.	Tom vert tretti år gamal neste oktober.
>>nno<< What if you gave a speech and nobody came?	Kva om du heldt ein tale og ingen kom?
