>>pes<< Who?	چه کسی؟
>>pes<< Tom knew that Mary wasn't very likely to be able to do what she was trying to do.	تام می‌دانست که ماری قادر به انجام کاری که می‌خواهد انجام دهد نیست.
>>pes<< "What a nice surprise," Tom said as he opened the door and saw Mary standing there.	«خوب غافلگیرم کردی.» تام این را هنگامی گفت که در را باز کرد و دید ماری آنجا ایستاده است.
>>pes<< "What a nice surprise," Tom said as he opened the door and saw Mary standing there.	«چه مژده ی خوبی.» تام این را هنگامی گفت که در را باز کرد و دید ماری آنجا ایستاده است.
>>pes<< Some people bring joy wherever they go, and some people bring joy whenever they go.	بعضی‌ها هرجا می‌روند شادی می‌آورند، و بعضی‌ها هروقت می‌روند شادی می‌آورند.
>>pes<< Work and play are words used to describe the same thing under differing conditions.	کار و بازی کلماتی هستند که برای توصیف یک چیز در شرایط متفاوت استفاده می‌شوند.
>>pes<< Tom and Mary were in the middle of a heated argument when John walked into the room.	تام و ماری وسط مجادله ی داغی بودند که جان به درون اتاق قدم گذاشت.
>>pes<< An Indian buyer and a Japanese businessman haggled over the price of the new product.	یک خریدار هندی و یک تاجر ژاپنی روی قیمت محصول جدید چانه می‌زدند.
>>pes<< Democracy is the worst form of government, except all the others that have been tried.	دمکراسی بدترین نوع حاکمیت است، البته به جز انواع دیگر که امتحان شده‌اند.
>>pes<< There is no way that my punctuation in French can be perfect, though I keep on trying.	ممکن نیست علائم نگارشی من در فرانسه بی‌نقص باشند، گرچه که به تلاشم ادامه می‌دهم.
>>pes<< Tom claimed that he didn't know his beach house was being used for illegal activities.	تام ادّعا کرد که نمی‌دانسته خانه‌ی ساحلی اش برای فعالیت‌های غیرقانونی استفاده می‌شده است.
>>pes<< It occurred to me while I was waiting for Tom that maybe I shouldn't have invited Mary.	همانطور که منتظر تام بودم، به ذهنم خطور کرد که شاید بهتر بود ماری را دعوت نمی کردم.
>>pes<< The police spent hours searching Tom's place, but they couldn't find the murder weapon.	پلیس ساعتها اقامتگاه تام را گشت، امّا آنها نتوانستند چیزی بیابند.
>>pes<< The police spent hours searching Tom's place, but they couldn't find the murder weapon.	پلیسها ساعتها اقامتگاه تام را گشتند، امّا نتوانستند چیزی بیابند.
>>pes<< I had to change clothes because what I was wearing wasn't appropriate for the situation.	من باید لباسامو عوض میکردم چون چیزی که پوشیده بودم مناسب اون وضعیت نبود.
>>pes<< Whenever you find yourself on the side of the majority, it is time to pause and reflect.	هر زمان که خود را در طرف اکثریت یافتید، زمان آن است که مکث کنید و بیاندیشید.
>>pes<< Sometimes I think I'll never be on my own. Both of my parents always seem to need my help.	بعضی وقت‌ها فکر می‌کنم هیچ وقت به حال خودم نخواهم بود. پدر و مادرم هر دو انگار همیشه به کمک من احتیاج دارند.
>>pes<< If you really want to do something, you'll find a way. If you don't, you'll find an excuse.	اگر واقعاً بخواهی کاری را انجام دهی، راهی را خواهی یافت. اگر نخواهی کاری را انجام دهی، بهانه ای خواهی یافت.
>>pes<< If we don't receive Tom's reply within the next three days, I think we should write him again.	اگر در سه روز آینده پاسخ تام به دستمان نرسد، به نظرم باید دوباره برایش نامه بنویسیم.
>>pes<< If we were supposed to talk more than listen, we would have been given two mouths and one ear.	اگر فرض بر این بود که بیش از گوش دادن حرف بزنیم، دو دهان و یک گوش به ما عطا شده بود.
>>pes<< Tom didn't seem inclined to elaborate and I didn't really want to know all the details anyway.	تام علاقه مند به نظر نمی رسید و به هر حال من نمی خواستم واقعا جزئیات را بدانم.
>>pes<< The most interesting information comes from children, for they tell all they know and then stop.	جالب‌ترین اطلاعات از بچه‌ها حاصل می‌شود، زیرا همهٔ آنچه می‌دانند را بازگو می‌کنند و متوقف می‌شوند.
>>pes<< It is said that Japanese people are kind to people they know, but rather cold to those they don't.	گفته می شود که ژاپنی با افرادی که آنها را می شناسند بسیار مهربانند، اما با افراد ناشناس سردند.
>>pes<< Thursday Island is situated in the Torres Strait between Australia's northernmost Cape York and New Guinea.	جزیره‌ی ترزدی در تنگه‌ی تورس بین شمالی‌ترین نقطه‌ی استرالیا، کیپ یورک، و گینه‌ی نو قرار دارد.
>>pes<< The best thing about working in a team is that, when something goes wrong, you can always blame someone else.	بهترین جنبهٔ کار تیمی اینست که اگر چیزی خراب شد، همیشه می‌توانید دیگری را مقصر بدانید.
>>pes<< If you don't want to put on sunscreen, that's your problem. Just don't come complaining to me when you get a sunburn.	اگر تو نمی خواهی ضد آفتاب بزنی مشکل خودت است. پس دیگر از آفتاب سوختگی پیش من شکایت نکن.
>>pes<< You'll get tired of a beautiful woman after three days, but you'll get used to an ugly one in the same amount of time.	شما از یک زن زیبا ظرف سه روز خسته می‌شوید، ولی در همان مدت به یک زن زشت عادت می‌کنید.
>>pes<< When I got to the office, I had tons of work waiting for me. I was running around like a chicken with its head cut off.	وقتی که من به اداره رسیدم کلی کار داشتم که انتظار من را می کشید.من همانند مرغی که سرش را بریدند به این طرف آن طرف می دویدم.
>>pes<< The difference between the right word and almost the right word is the difference between lightning and the lightning bug.	تفاوت بین کلمهٔ صحیح و کلمهٔ تقریباً صحیح مانند تفاوت بین مهتاب و کرم شب‌تاب است.
>>pes<< If you talk to a man in a language he understands, it will go to his head. If you talk to him in his language, it will go to his heart.	اگر با یک فرد با زبانی که می‌فهمد حرف بزنید، به مغزش فرو می‌رود. اگر با زبان خودش با او حرف بزنید، به قلبش فرو می‌رود.
