>>ber<< Go.	Ṛuḥ.
>>ber<< The President of the U.S. paid a formal visit to China.	Aselway n Yiwunak Yeddukklen iga tirzi tunṣibt ɣer Ccinwa.
>>ber<< The climate of New Zealand is similar to that of Japan.	Anezwu n Ziland Tamaynut icuba win n Japun.
>>ber<< The climate of New Zealand is similar to that of Japan.	Anezwu n Ziland Tamaynut yerwes win n Japun.
>>ber<< The climate of New Zealand is similar to that of Japan.	Anezwu n Ziland Tamaynut iga am win n Japun.
>>ber<< The crane, unlike the dog, has never dreamed of flying.	Ma d aɣernuq-nni, maci am uydi, ula d yiwen wass ur yurga yettafeg.
>>ber<< The doctor examined the child and said she was healthy.	Imsujji yessekyed agrud-nni yernu yenna-d dakken iṣeḥḥa.
>>ber<< The doctor examined the child and said she was healthy.	Timsujjit tessekyed agrud-nni yernu tenna-d dakken iṣeḥḥa.
>>ber<< The doctor placed a stethoscope on the patient's chest.	Imsujji yessers taḥessast-nnes ɣef yedmaren n umuḍin.
>>ber<< The doctor told Tom that he needed to lose some weight.	Yenna-as yimsujji i Tom dakken yessefk ad yessenqes deg lmizan.
>>ber<< The doctor told Tom that he needed to lose some weight.	Tenna-as temsujjit i Tom dakken yessefk ad yessenqes deg lmizan.
>>ber<< The doctor told Tom to reduce his red meat consumption.	Imsujji yessemter Tom ad yessenqes učči n uksum azewwaɣ.
>>ber<< The doctor told Tom to reduce his red meat consumption.	Timsujjit tessemter Tom ad yessenqes učči n uksum azewwaɣ.
>>ber<< The friend who I thought would pass the exam failed it.	Ameddakel-nni ay ɣileɣ ad d-yawey akayad-nni, yexṣer-it.
>>ber<< The government should invest more money in agriculture.	A win yufan, anabaḍ ad yessefti ugar n yidrimen deg tkerrazt.
>>ber<< The man on the phone identified himself as Tom Jackson.	Argaz-nni ay d-yeɣran deg usawal yenna-d isem-nnes Tom Jackson.
>>ber<< The man you saw in my office yesterday is from Belgium.	Argaz-nni ay teẓriḍ iḍelli deg lbiru-inu yusa-d seg Biljik.
>>ber<< The number of people suffering from AIDS has increased.	Yerna umḍan n yimdanen yuḍnen asida.
>>ber<< The people of this village live in harmony with nature.	Imezdaɣen n yiɣrem-a ddren s umtawa ed ugama.
>>ber<< The people of this village live in harmony with nature.	Imezdaɣen n taddart-a ddren s umtawa ed ugama.
>>ber<< The phone call was a trick to get him out of the house.	Tiɣri-nni n usawal sleqḍen-t-id kan yes-s ɣer beṛṛa n uxxam.
>>ber<< The phone call was a trick to get him out of the house.	Tiɣri-nni n usawal tella-d kan d ticeṛket akken ad t-id-sleqḍen ɣer beṛṛa n uxxam.
>>ber<< The police are hunting an escaped convict in this area.	Ibulisiyen llan leḥḥgen iggen yettwaḥkem ɣefs yeṛwel‑asen ɣel dynni.
>>ber<< The police are hunting an escaped convict in this area.	Ibulisiyen llan deffer iggen ttwankeḍ‑as ya tmusni yella yeṛwel‑asen ɣel dynni.
>>ber<< The police searched all night for the escaped convicts.	Tamsulta teqqim s teɣzef n yiḍ tettnadi ɣef yimkurma-nni imerwalen.
>>ber<< The police tried to keep people away from the accident.	Ibulisiyen xsen ad jjen midden beɛden f mani ḍranet dys lafat.
>>ber<< The president will hold a press conference later today.	Aselway ad yeg asarag n tɣemsa tameddit-a.
>>ber<< The prime minister appoints the members of his cabinet.	D aneɣlaf amenzu ay d-yessummuden imaslaḍen n udiwan-nnes.
>>ber<< The princess disguised herself as a simple shepherdess.	Telsa-d tgeldunt iceḍḍiḍen yernu terra iman-nnes am tmeksawt n menwala.
>>ber<< The stars are shining very brightly in the sky tonight.	La ttfeǧǧiǧen mliḥ yitran deg yiḍ-a.
>>ber<< The teacher warned us that the test would be difficult.	Aselmad yenna-aɣ-d akayad-nni ad yili yewɛeṛ.
>>ber<< The world's largest telescope is in the Canary Islands.	Atiliskup ameqran akk deg umaḍal atan deg Tegzirin Tiknaṛiyin.
>>ber<< There are a lot of stars which are larger than our sun.	Llan aṭas n yitran ay yugaren tafukt-nneɣ.
>>ber<< There are still a lot of things I don't know about Tom.	Mazal llant aṭas n tɣawsiwin ur ssineɣ ɣef Tom.
>>ber<< There are turtles that are more than two centuries old.	Llan yifekren yesεan ugar n sin n leqrun def leεmeṛ-nsen.
>>ber<< There has to be a satisfactory solution to the problem.	Yessefk ad tili tifrat ara yeffɣen fell-aɣ akk deg wayen yerzan ugur-a.
>>ber<< They were able to live as they wanted in Massachusetts.	Deg Massachusetts, iṣaḥ-iten-id ad ddren akken ay asen-yehwa.
>>ber<< They would prefer a hotel that is close to the airport.	Smenyafen asensu ara yilin sdat unafag.
>>ber<< This is the first time I've cut my finger with a knife.	D tikkelt tamezwarut aydeg ara ḥazeɣ aḍad-inu s tefrut.
>>ber<< Tom always said he wanted to learn how to play mahjong.	Seg zik ay d-yettini Tom belli yebɣa ad yelmed ad yurar amahjong.
>>ber<< Tom became scared as soon as he saw the robber's knife.	Mi yeẓra kan Tom tafrut n umakar-nni, yuggad.
>>ber<< Tom can't speak French. Mary can't speak French either.	Tom ur yessin tafṛensist yerna ula d Mary ur tt-tessin.
>>ber<< Tom can't speak French. Tom can't speak Spanish either.	Tom ur yezmir ad yessiwel s tefṛensist wala s tespenyulit.
>>ber<< Tom certainly has a different way of looking at things.	War ccek, Tom yettmuqqul tiɣawsiwin akken niḍen.
>>ber<< Tom couldn't bear the pain any more so he shot himself.	Imi Tom ur yelli arq yezmer ad yeṣber i lqerḥ-nni, yenɣa iman-is.
>>ber<< Tom couldn't convince Mary that she had made a mistake.	Tom ur yessaweḍ ara ad yesseqneɛ Mary belli tecceḍ.
>>ber<< Tom couldn't understand why she wanted to learn French.	Tom ur yefhim ara maɣef ay tebɣa ad telmed tafṛensist.
>>ber<< Tom didn't want to spend too much time discussing that.	Tom ur yelli yebɣa ad yekk aṭas n wakud deg wawal ɣef wanect-a.
>>ber<< Tom died three days before he was to receive the award.	Tom yemmut kraḍ wussan uqbel ma yeḍḍef-d arraz-nni.
>>ber<< Tom doesn't care whether Mary does her homework or not.	Tom ur d-yeclig seg Mary ma yella tetteg aɣanen-nnes neɣ uhu.
>>ber<< Tom doesn't get along with the man who lives next door.	Tom ur yettemsefham ed ljaṛ-nnes.
>>ber<< Tom doesn't have to dance with Mary unless he wants to.	Tom ur t-terri ara tmara ad yecḍeḥ akked Mary ma yella ur yebɣi ara.
>>ber<< Tom doesn't have what it takes to be a race car driver.	Tom ur yesɛi ayen yessefken akken ad yili d anehhaṛ n tkeṛṛusin n temsizzelt.
>>ber<< Tom doesn't want to spend the rest of his life in jail.	Tom ur yebɣi ara ad yekk akk ayen as-d-yeqqimen deg tmeddurt-nnes deg tkurmut.
>>ber<< Tom doesn't want to spend the rest of his life in jail.	Tom ur iri ara ad yekk akk ayen as-d-yeqqimen deg tmeddurt-nnes deg tkurmut.
>>ber<< Tom entered the classroom, carrying his bicycle helmet.	Tom yudef-d ɣer tneɣrit, amsegdal-nnes n tesnasɣalt deg ufus.
>>ber<< Tom goes to Mary's house almost every day after school.	Tom itteddu yal ass ɣer uxxam n Mary deffir uɣerbaz.
>>ber<< Tom invited Mary to join him and his family for dinner.	Yeɛreḍ-d Tom Mary akken ad tečč imensi yid-s ed twacult-nnes.
>>ber<< Tom is a good teacher and all of his students love him.	Tom d aselmad yelhan yernu ḥemmlen-t akk yimezrawen-is.
>>ber<< Tom learned French from an old man in his neighborhood.	Tom yelmed-d taṛumit sɣur yiwen n umɣar i izedɣen deg ugmam-is.
>>ber<< Tom likes you too, Mary. He's just too shy to admit it.	Ula d kem ḥemmel-ikem Tom, a Mary. Netta yesseḍḥa kan ad iqir.
>>ber<< Tom said he didn't think Mary was in Australia anymore.	Tum yenna-d dakken ur yeḥsi ad tili Mari mazal-itt deg Ustṛalya.
>>ber<< Tom said he'd probably go shopping with Mary on Monday.	Yenna-d Tum dakken yezmer lḥal ad iṛuḥ ad d-yeqḍu akked Mari ass n letniyen i d-itteddun.
>>ber<< Tom said that his doctor told him not to smoke anymore.	Tom yenna-d dakken imsujji-nnes yenna-as ad yeḥbes akeyyef.
>>ber<< Tom said that his doctor told him not to smoke anymore.	Tom yenna-d dakken imsujji-nnes yenna-as ad yessebded akeyyef.
>>ber<< Tom said that his doctor told him not to smoke anymore.	Tom yenna-d dakken timsujjit-nnes tenna-as ad yeḥbes akeyyef.
>>ber<< Tom said that his doctor told him not to smoke anymore.	Tom yenna-d dakken timsujjit-nnes tenna-as ad yessebded akeyyef.
>>ber<< Tom says he doesn't mind eating after the children eat.	Tom yenna-d ulac aɣilif ma yecca sdeffir ma fuken yigerdan ucci.
>>ber<< Tom says he needs to ask Mary where she put his camera.	Tom yenna-d dakken yessefk ad yetter Mary anda ay tessers takamra-nnes.
>>ber<< Tom says he needs to ask Mary where she put his camera.	Tom yenna-d dakken yessefk ad yetter Mary anda ay tessers tasewlaft-nnes.
>>ber<< Tom says he needs to ask Mary where she put his camera.	Tom yenna-d dakken yessefk ad yetter Mary anda ay tejmeɛ takamra-nnes.
>>ber<< Tom says he needs to ask Mary where she put his camera.	Tom yenna-d dakken yessefk ad yetter Mary anda ay tejmeɛ tasewlaft-nnes.
>>ber<< Tom stepped forward to kiss Mary, but she stepped back.	Tom yijur‑as i Mary atet‑ybus, ama nettaha tejbed iman‑s.
>>ber<< Tom thinks that Mary spends too much time on her phone.	Tom yettwali dakken aṭas n wakud ay la tettekk Mary deg usawal.
>>ber<< Tom thinks that Mary spends too much time on her phone.	Tom yettwali dakken Mary tettekk aṭas n wakud deg usawal.
>>ber<< Tom told Mary that he didn't think John was aggressive.	Tom yenna-as i Mary dakken ur yettwali ara John d azernan.
>>ber<< Tom used a thermal camera to detect leaks in the walls.	Tom yesseqdec takamra taẓɣalant akken ad d-yaf anda ay la ineggi uɣrab.
>>ber<< Tom wanted to stop by Mary's on his way to the airport.	Tom yella yebɣa ad iεeddi ɣef Mary deg ubrid-is ɣer unafag.
>>ber<< Tom wants to know how long you plan to be in Australia.	Tom yebɣa ad iẓer acḥal ay tessefrayed ad teqqimed deg Ustṛalya.
>>ber<< Tom was lucky to grow up in a multilingual environment.	Tom yesɛa zzheṛ imi ay d-yenker deg twennaḍt anda ay ssawalen aṭas n yilsawen.
>>ber<< Tom went into the room and slammed the door behind him.	Tom yekcem ɣer texxamt-nni yerna yeṣṣeɛṣeɛ-d tawwurt deffir-s.
>>ber<< Tom went to Mary's house almost every day after school.	Tom yella itteddu yal ass ɣer uxxam n Mary deffir uɣerbaz.
>>ber<< Tom wrote Mary's name and phone number in his notebook.	Tom yura isem n Mary d wuṭṭun-nnes n usawal deg uzmam-nnes.
>>ber<< Tom wrote Mary's name and phone number in his notebook.	Yura Tom isem n Mary d wuṭṭun-nnes n usawal deg uzmam-nnes.
>>ber<< Tom wrote Mary's phone number in his little black book.	Tom yura uṭṭun n usawal n Mary deg udlis-nni-nnes amecṭuḥ aberkan.
>>ber<< Tom's computer made a strange noise and then went dead.	Aselkim n Tom iga yiwen n wahit d aɣwali, sakkin yeɣsi.
>>ber<< Tom's computer made a strange noise and then went dead.	Aselkim n Tom iga yiwen n lḥess d aɣwali, sakkin yeɣsi.
>>ber<< We are going on a school trip to Osaka Castle tomorrow.	Acca aɣen‑awin aɛzam ad nexzer amidul n Osaka.
>>ber<< We couldn't use the faucet because it was out of order.	Ur nelli ara nezmer ad neldi tibernint xaṭer tella texṣer.
>>ber<< We don't know if her parents will come tomorrow or not.	Wissen ma ad d-asen yimawlan-is azekka neγ ala.
>>ber<< We exchanged phone numbers at the end of the gathering.	Deg tgara n umsegraw-nni, nembaddal uṭṭunen-nneɣ n usawal.
>>ber<< We exchanged phone numbers at the end of the gathering.	Deg tgara n umsegraw-nni, nembaddal uṭṭunen-nteɣ n usawal.
>>ber<< We exchanged phone numbers at the end of the gathering.	Deg tgara n umsegraw-nni, nemsenfal uṭṭunen-nneɣ n usawal.
>>ber<< We exchanged phone numbers at the end of the gathering.	Deg tgara n umsegraw-nni, nemsenfal uṭṭunen-nteɣ n usawal.
>>ber<< We exchanged phone numbers at the end of the gathering.	Nembaddal uṭṭunen-nneɣ n usawal mi ifuk umsegraw-nni.
>>ber<< We exchanged phone numbers at the end of the gathering.	Nembaddal uṭṭunen-nteɣ n usawal mi ifuk umsegraw-nni.
>>ber<< We exchanged phone numbers at the end of the gathering.	Nemsenfal uṭṭunen-nneɣ n usawal mi ifuk umsegraw-nni.
>>ber<< We exchanged phone numbers at the end of the gathering.	Nemsenfal uṭṭunen-nteɣ n usawal mi ifuk umsegraw-nni.
>>ber<< We exchanged phone numbers at the end of the gathering.	Nembaddal uṭṭunen n usawal mi ifuk umsegraw-nni.
>>ber<< We exchanged phone numbers at the end of the gathering.	Nemsenfal uṭṭunen n usawal mi ifuk umsegraw-nni.
>>ber<< We exchanged phone numbers at the end of the gathering.	Deg tagra n umsegraw-nni, nembaddal uṭṭunen n usawal.
>>ber<< We exchanged phone numbers at the end of the gathering.	Deg tagra n umsegraw-nni, nemsenfal uṭṭunen n usawal.
>>ber<< We often do what we have to do, not what we want to do.	S umata, netteg ayen ay yessefken ad t-neg, maci d ayen ay nebɣa ad t-neg.
>>ber<< We were all ears when he started to tell us his secret.	Mi yebda iḥekku-d ufur-nnes, nefka-d akk tameẓẓuɣt.
>>ber<< We were all ears when he started to tell us his secret.	Mi yebda iḥekku-d ufur-nnes, nesla-as akk.
>>ber<< We will pay you according to the amount of work you do.	Ad k-nxelleṣ ɣef leḥsab n wanect ara txedmeḍ.
>>ber<< We will pay you according to the amount of work you do.	Ad kem-nxelleṣ ɣef leḥsab n wanect ara txedmeḍ.
>>ber<< We will pay you according to the amount of work you do.	Ad ken-nxelleṣ ɣef leḥsab n wanect ara txedmem.
>>ber<< We will pay you according to the amount of work you do.	Ad kent-nxelleṣ ɣef leḥsab n wanect ara txedmemt.
>>ber<< What do you make of his attitude towards us these days?	D acu ay twalaḍ deg tikli-nnes yid-neɣ ussan-a?
>>ber<< What does Tom get in return for all the work he's done?	D acu ara d-yerbeḥ Tom seg lxedma-nni akk ay yexdem?
>>ber<< What would you do if you saw a man from another planet?	D acu ara tgeḍ lemmer ad teẓreḍ amdan ay d-yusan seg wemtiweg niḍen?
>>ber<< What would you do if you saw a man from another planet?	D acu ara tgem lemmer ad teẓrem amdan ay d-yusan seg wemtiweg niḍen?
>>ber<< What would you do if you saw a man from another planet?	D acu ara tgemt lemmer ad teẓremt amdan ay d-yusan seg wemtiweg niḍen?
>>ber<< What would you do if you saw a man from another planet?	D acu ara tged lemmer ad teẓred amdan ay d-yusan seg umtiweg niḍen?
>>ber<< When she saw that they had no schools, she started one.	Asmi ay twala ur sɛin iɣerbazen, teldey yiwen.
>>ber<< Why don't you come over to my house for dinner tonight?	I tased-d ɣer-neɣ ad tecced imensi tameddit-a?
>>ber<< Why don't you come over to my house for dinner tonight?	I taseḍ-d ɣer-neɣ ad tecceḍ imensi tameddit-a?
>>ber<< Why don't you come over to my house for dinner tonight?	I tased-d ɣer-i akken ad tecced imensi tameddit-a?
>>ber<< Why don't you come over to my house for dinner tonight?	I taseḍ-d ɣer-i akken ad tecceḍ imensi tameddit-a?
>>ber<< Why don't you go back to your hotel and get some sleep?	I teqqled ɣer usensu-nnek, ad teḍḍsed cwiṭ?
>>ber<< Why don't you go back to your hotel and get some sleep?	I teqqled ɣer usensu-nnem, ad teḍḍsed cwiṭ?
>>ber<< Why don't you go back to your hotel and get some sleep?	I teqqleḍ ɣer usensu-nnek, ad teḍḍseḍ cwiṭ?
>>ber<< Why don't you go back to your hotel and get some sleep?	I teqqleḍ ɣer usensu-nnem, ad teḍḍseḍ cwiṭ?
>>ber<< Why don't you go back to your hotel and get some sleep?	I teqqlem ɣer usensu-nwen, ad teḍḍsem cwiṭ?
>>ber<< Why don't you go back to your hotel and get some sleep?	I teqqlemt ɣer usensu-nwent, ad teḍḍsemt cwiṭ?
>>ber<< Why don't you go find someone else who needs your help?	I teddud ad d-tnadid albaɛḍ niḍen ay yeḥwajen ad t-tɛawned?
>>ber<< Why don't you go find someone else who needs your help?	I tedduḍ ad d-tnadiḍ albaɛḍ niḍen ay yeḥwajen ad t-tɛawneḍ?
>>ber<< Why don't you go find someone else who needs your help?	I teddum ad d-tnadim albaɛḍ niḍen ay yeḥwajen ad t-tɛawnem?
>>ber<< Why don't you go find someone else who needs your help?	I teddumt ad d-tnadimt albaɛḍ niḍen ay yeḥwajen ad t-tɛawnemt?
>>ber<< Why don't you invite Tom over to watch a video with us?	I tɛerḍed-d Tom ad iwali tasfift n uvidyu yid-neɣ?
>>ber<< Why don't you invite Tom over to watch a video with us?	I tɛerḍeḍ-d Tom ad iwali tasfift n uvidyu yid-neɣ?
>>ber<< Women eat lighter meals when they're eating with a guy.	Tameṭṭut, mi ara tecc sdat wergaz, tettett ucci d afessas.
>>ber<< You had better not tell your father about the accident.	Yif-it ma ur as-tenniḍ i baba-k acemma ɣef usehwu-nni.
>>ber<< You have to apologize at once when you have done wrong.	Mi ara teccḍeḍ, yessefk ad tessutreḍ ssmaḥ d umatu.
>>ber<< You have to apologize at once when you have done wrong.	Mi ara teccḍem, yessefk ad tessutrem ssmaḥ d umatu.
>>ber<< You have to apologize at once when you have done wrong.	Mi ara teccḍemt, yessefk ad tessutremt ssmaḥ d umatu.
>>ber<< You have to apologize at once when you have done wrong.	Mi ara teccḍeḍ, yessefk ad tessutreḍ asaruf dindin.
>>ber<< You have to apologize at once when you have done wrong.	Mi ara teccḍem, yessefk ad tessutrem asaruf dindin.
>>ber<< You have to apologize at once when you have done wrong.	Mi ara teccḍemt, yessefk ad tessutremt asaruf dindin.
>>ber<< You may as well leave such a decision to your daughter.	Tzemreḍ daɣen ad tejjeḍ yelli-k d nettat ara yeddmen ṛṛay ɣef temsalt-a.
>>ber<< You should concentrate on the road when you're driving.	Yessefk ad terreḍ ddehn-nnek s abrid mi ara tnehhṛeḍ.
>>ber<< You should concentrate on the road when you're driving.	Yessefk ad terreḍ ddehn-nnem s abrid mi ara tnehhṛeḍ.
