>>tgl<< Run.	Takbo.
>>tgl<< He deliberately kept on provoking a confrontation.	Sinasadya niyang gumawa ng gulo.
>>tgl<< He had difficulty in finding his way to the hotel.	Nahirapan siyang hanapin ang daan papuntang hotel.
>>tgl<< He is very secretive in regard to his family life.	Masikreto siya tungkol sa kanyang pamilya.
>>tgl<< How long does it take to get to the train station?	Gaano katagal bago makarating sa istasyon ng tren?
>>tgl<< I don't need your money. What I need is your time.	Di ko kailangan ang pera mo. Kailangan ko ang oras mo.
>>tgl<< I would've gone to the movies if I'd had the time.	Kung may oras lang ako, pupunta sana ako sa sinehan.
>>tgl<< I'll try not to disturb you while you're studying.	Susubukan kong huwag kang abalahin habang nag-aaral ka.
>>tgl<< It has been three years since I came to live here.	Tatlong taon nang nakatira ako rito.
>>tgl<< My sister married a high school teacher last June.	Nagpakasal ang kapatid kong babae sa isang guro ng mataas na paaralan noong Hunyo.
>>tgl<< She knows ten times as many English words as I do.	Sampung beses na mas maraming salitang Ingles ang alam niya kaysa sa akin.
>>tgl<< The cottage looked as if nobody were living in it.	Parang walang taong nakatira sa kasita.
>>tgl<< The teacher warned us that the test would be hard.	Pinagbalaan kami ng titser na ang test ay magiging mahirap.
>>tgl<< Tom doesn't understand what Mary is trying to say.	Hindi naiintindihan ni Tom kung anong gustong sabihin ni Mary.
>>tgl<< Tom said that he hoped that Mary wouldn't do that.	Sabi ni Tom, umasa siyang hindi iyan gagawin ni Mary.
>>tgl<< What's the name of the man whose car you borrowed?	Anong pangalan ng pinaghiraman mo ng kotse?
>>tgl<< You have nothing whatever to be embarrassed about.	Wala kang kailangang ikahiya.
>>tgl<< Could you please tell Tom not to park here anymore?	Pwede mo bang sabihan si Tom na huwag na siya mag-park dito?
>>tgl<< He wrote a book about his adventures in the jungle.	Sinulat niya ang librong tungkol sa kanyang mga abentura sa gubat.
>>tgl<< I find it much easier to speak French than English.	Mas madali sa akin ang magpranses kaysa sa mag-ingles.
>>tgl<< I had to push my bicycle because I had a flat tire.	Tinulak ko ang bisikleta ko dahil flat ang gulong.
>>tgl<< I think he should stay away from drugs of any sort.	Isip ko'y dapat lumayo siya sa mga anumang droga-droga.
>>tgl<< If you can't have children, you could always adopt.	Kung hindi ka maaaring magkaroon ng mga anak, maari ka namang mag-ampon.
>>tgl<< Is this the reason you didn't want to come with me?	Ito ba ang dahilan kung bakit ayaw mong sumama sa akin?
>>tgl<< It's hard to believe that Tom could murder someone.	Hindi kapani-paniwalang kayang pumatay ni Tom.
>>tgl<< Late in March 1841, his cold turned into pneumonia.	Sa bandang dulo ng Marso 1841, naging pulmonya ang sipon niya.
>>tgl<< She lives in a valley in a town far from the beach.	Nakatira siya sa lambak sa lalawigang malayo sa dalampasigan.
>>tgl<< The day will soon come when man can travel to Mars.	Darating ang araw na makakapunta ang tao sa Mars.
>>tgl<< The most important thing in life is to be yourself.	Ang pinakaimportante sa buhay ay maging basta sarili.
>>tgl<< This is a good dictionary for high school students.	Ito'y magaling na diksiyunaryo para sa estudyante sa hayskul.
>>tgl<< Tom admitted that he was no match for Mary in golf.	Inamin ni Tom na mas magaling si Mary sa kanya sa golf.
>>tgl<< Tom told me that he isn't going to do that anymore.	Sinabi sa akin ni Tom na hindi na niya iyon gagawin kailanman.
>>tgl<< We went to see the cherry blossoms along the river.	Nagpunta kami sa tabi ng ilog para makita ang bulaklak ng seresa.
>>tgl<< What's the difference between a village and a town?	Anong kaibahan ng nayon at bayan?
>>tgl<< What's the good of having a car if you don't drive?	Anong kasaysayan ang may kotse kung di ka nagmamaneho?
>>tgl<< You need to find another way out of this situation.	Kailangan mong maghanap ng ibang paraan para makaalis ka sa sitwasyong ito.
>>tgl<< Afterwards, we went to Bethlehem to see the statues.	Pagkatapos ay pumunta kami sa Bethlehem para makita ang mga rebulto.
>>tgl<< Do you think something like that will repeat itself?	Isip mo bang uulit ang parang ganoon?
>>tgl<< Have you ever heard that music played on the guitar?	Narinig mo na ba ang musikang iyan sa gitara?
>>tgl<< How much longer will I have to stay in the hospital?	Gaano katagal pa ako dito sa ospital?
>>tgl<< I am in the habit of taking a shower in the morning.	Malimit na nagdudutsa ako tuwing umaga.
>>tgl<< I would like to give him a present for his birthday.	Gusto ko syang bigyan ng regalo sa kanyang kaarawan.
>>tgl<< If you would like some help, why don't you call Tom?	Kung kailangan mo ng tulong, bakit hindi mo tawagin si Tom?
>>tgl<< It is important for you to learn a foreign language.	Importante para sa iyo ang mag-aral ng dayuhang wika.
>>tgl<< It is impossible for me to finish the work in a day.	Imposibleng matapos ko yung trabaho sa loob ng isang araw.
>>tgl<< Large amounts of money were spent on the new bridge.	Malaki ang ginastos sa bagong tulay.
>>tgl<< Many children stay after school for club activities.	Maraming bata ang nananatili sa paaralan kahit tapos na ang klase para sa club activities.
>>tgl<< Mary has been looking for a job since she graduated.	Naghahanap si Mary ng trabaho simula noong nagtapos siya.
>>tgl<< Please come and see us sometime during the vacation.	Bumisita ka nga kaya sa amin kung minsan sa bakasyon.
>>tgl<< The earth rotates on its axis and it orbits the sun.	Umiikot ang Tiyera sa kanyang aksis at inoorbit niya ang Araw.
>>tgl<< The new engine must undergo all the necessary tests.	Dapat maidaan ang makina sa lahat ng mga test.
>>tgl<< This is where they usually have their evening meals.	Dito sila karaniwang naghahapunan.
>>tgl<< We adjourned the meeting until the following Friday.	Ipinagpaliban namin ang pulong hanggang sa susunod na Biyernes.
>>tgl<< Would you like a window seat or a seat on the aisle?	Gusto mo ba ng upuang malapit sa bintana o malapit sa pasilyo?
>>tgl<< Did you know you are stronger than you think you are?	Alam mo ba na mas malakas ka sa akala mo?
>>tgl<< Generally speaking, the Japanese people are diligent.	Kadalasan, ang mga Hapones ay masigasig.
>>tgl<< He cannot speak French without making a few mistakes.	Di siya makasalita ng Pranses nang walang konting mali.
>>tgl<< I've got a feeling that something is about to happen.	May pakiramdam ako na mayroong mangyayari.
>>tgl<< I've got a feeling that something is about to happen.	Mayroon akong pakiramdam na may mangyayari.
>>tgl<< It's difficult to get the car going on cold mornings.	Mahirap simulang patakbuhin ang makina sa malalamig na umaga.
>>tgl<< Tom said that he had been cleaning the house all day.	Sabi raw ni Tomas na naglilinis siya ng bahay nang buong araw.
>>tgl<< We tried to make out the letters written on the wall.	Sinubukan naming maunawaan ang mga letra sa dingding.
>>tgl<< We tried to make out the letters written on the wall.	Sinubukan naming maunawaan ang mga letra sa pader.
>>tgl<< You can never tell how long these meetings will last.	Hindi mo masasabi kung gaano katagal itong mga meeting na ito.
>>tgl<< "Don't wait for me." "I wasn't going to wait for you."	"Huwag mo na akong hintayin." "Hindi naman talaga kita hihintayin."
>>tgl<< Don't forget that smoking is dangerous to your health.	Huwag kalimutan na ang pananagarilyo'y masama sa iyong kalusugan.
>>tgl<< I am very glad to hear that you speak Scottish Gaelic.	Natutuwa akong malaman na marunong kang magsalita ng Scottish Gaelic.
>>tgl<< I can see some small fish swimming about in the water.	Kita ko ang mga maliliiit na isda na lumalangoy sa tubig.
>>tgl<< I found this book by chance in a secondhand bookstore.	Suwerte lamang na nakita ko itong libro sa tindahan ng mga lumang libro.
>>tgl<< If you don't want to go there, then we won't go there.	Kung ayaw mong pumaroon, di hindi tayo paparoon.
>>tgl<< If you find an interesting book, please buy it for me.	Pagka may nakita kang librong nakakatuwa, pakibili.
>>tgl<< If you had a time machine, which year would you visit?	Kung may Makina ng Oras ka, aling taon ka bibisita?
>>tgl<< My parents told me that we should respect the elderly.	Sabi ng magulang ko na dapat nating igalang ang mga nakatatanda.
>>tgl<< She advised him to go abroad while he was still young.	Pinayuhan niyang mag-ibang bansa siya habang siya'y bata pa.
>>tgl<< That kid was almost run over when the truck backed up.	Muntik nang masagasaan ang batang iyon nang umatras ang trak.
>>tgl<< The summit of the mountain is covered with fresh snow.	Ang tuktok ng bundok ay nababalot ng sariwang niyebe.
>>tgl<< Tom and his brother have very different personalities.	Si Tom at ang kaniyang kapatid ay may malaking pagkakaibang personalidad.
>>tgl<< "Hello? May I speak with Mary?" "Please wait a moment."	"Hello? Pwede ko bang makausap si Mary?" "Sandali lang."
>>tgl<< Excuse me, but will you tell me where to change trains?	Pawalanggalang po, pero puwede ba po ninyong sabihin sa akin kung saan ang pagpalit ng tren?
>>tgl<< I don't think we can move this piano without some help.	Sa tingin ko hindi natin kayang ilipat itong piano ng walang tulong mula sa iba.
>>tgl<< I don't think we can move this piano without some help.	Sa tingin ko hindi natin kayang ilipat itong piano ng walang tulong.
>>tgl<< I walked quickly so that I might catch the first train.	Naglakad ako nang mabilis para maabutan ang unang tren.
>>tgl<< It's up to you to decide whether we'll go there or not.	Sa iyo yung magdesisyon kung tayo'y paparoon o hindi.
>>tgl<< People tell you a lot of things that aren't quite true.	Maraming sinasabi sayo ang mga tao na hindi naman talaga totoo.
>>tgl<< She looks young, but actually she's older than you are.	Mukhang bata siya, pero sa katotohanan, mas matanda siya sa iyo.
>>tgl<< She must have been very young when she wrote this poem.	Baka talagang bata siya noong sinulat niya ang tulang ito.
>>tgl<< There are many jobs available in the computer industry.	May maraming trabaho sa kompyuter na industriya.
>>tgl<< There is a great conflict between religion and science.	May dakilang laban ng relihiyon at agham.
>>tgl<< Tom and his brother are very different from each other.	Si Tom at ang kaniyang kapatid ay may malaking pagkakaiba sa isa't isa.
>>tgl<< We are looking for someone who is proficient in French.	Naghahanap kami ng taong matatas sa Pranses.
>>tgl<< What we say and what we mean are often quite different.	Kung ano sinasabi natin at ang ibig nating sabihin ay kadalasang magkaiba.
>>tgl<< I didn't realize my wallet was missing until I got home.	Hindi ko namalayan nawawala ang aking pitaka hanggang sa umuwi ako.
>>tgl<< I didn't really understand where the question came from.	Di ko talagang naintindihan ang kasaysayan ng tanong.
>>tgl<< I felt that he skirted around the most important issues.	Pakiramdam ko'y iniwasan niya ang mga pinakamahalagang problema.
>>tgl<< I like all sorts of Asian foods, particularly Thai food.	Gusto ko ang lahat na iba-ibang pagkaing Asyano, lalo na yaong Taylandes.
>>tgl<< I'm sorry to have kept you waiting for such a long time.	Pasensiya na at pinaghintay kita nang matagal.
>>tgl<< If you buy a new car, what will you do with the old one?	Kung bibili ka ng bagong awto, anong gagawin mo sa luma?
>>tgl<< It's difficult to help people that don't want your help.	Mahirap tulungan ang taong di gusto ang tulong mo.
>>tgl<< She was able to go to college thanks to the scholarship.	Nakapagkolehiyo siya salamat sa scholarship.
>>tgl<< Tom can't quite bring himself to tell Mary he loves her.	Hindi magawa ni Tom na sabihin kay Mary na mahal niya ito.
>>tgl<< We arrived at the airport three hours before our flight.	Dumating kami sa paliparan tatlong oras bago ang paglipad.
>>tgl<< Are you planning to tell Tom why you want him to do that?	Balak mo bang sabihin kay Tom kung bakit nais mong gawin niya iyon?
>>tgl<< Are you planning to tell Tom why you want him to do that?	Plano mo bang sabihan si Tom kung bakit gusto mong gawin niya iyon?
>>tgl<< Because of the heavy snow, the train was 10 minutes late.	Dahil sa makapal na niyebe, ang tren ay nahuli ng 10 minuto.
>>tgl<< Do you believe our destinies are controlled by the stars?	Naniniwala ka bang kinokontrol ng mga bituwin ang ating mga kapalaran?
>>tgl<< I don't think Tom is the person you should be talking to.	Sa tingin ko, hindi dapat si Tom ang kinakausap mo.
>>tgl<< If something goes wrong, just blame it on the translator.	Pagka may nangyari, pagbintangan ang tagasalin.
>>tgl<< Just this morning, Tom repaid Mary the money he owed her.	Nitong umaga lamang, binayaran ni Tom ang utang niya kay Mary.
>>tgl<< Large catches of squid are a sign of a coming earthquake.	Ang mga malalaking kuha ng pusit ay sinyal ng lindol na dadating.
>>tgl<< Many gamblers win and lose money at the horse-race track.	Maraming sugarol ang nananalo at nawawalan ng pera sa karera ng kabayo.
>>tgl<< My parents are away on a trip and I'm alone in our house.	Ang mga magulang ko'y nagbiyabiyahe't ako'y nag-iisa sa aming bahay.
>>tgl<< The students didn't remember what they read in that book.	Hindi matandaan ng mga estudyante kung anong binasa nila sa librong iyon.
>>tgl<< There are people who talk just because they have a mouth.	May taong dumadaldal dahil lamang may bunganga sila.
>>tgl<< He concealed the file in what he thought was a safe place.	Tinago niya ang file sa inaakala niyang ligtas na lugar.
>>tgl<< I don't care where we eat dinner. It's entirely up to you.	Wala akong pakialam kung saan tayo maghahapunan. Nasa iyo na iyon.
>>tgl<< I wouldn't be too surprised if Tom didn't show up on time.	Hindi na ako magugulat kung mahuli si Tom.
>>tgl<< I'm not sure why they were forced to close the restaurant.	Di ako sigurado kung bakit sila'y pinasara ang restawran.
>>tgl<< Some Japanese are shy even to the point of appearing rude.	May mga Hapong mahiyain namang hanggang namamasdang parang bastos.
>>tgl<< Strange to say, I dreamed the same dream twice last night.	Kakaiba, pero dalawang beses kong napanaginipan ang iisang panaginip.
>>tgl<< There are more than seven thousand languages in the world.	May mahigit nang pitong libong wika sa daigdig.
>>tgl<< They attacked a group of Frenchmen and killed ten of them.	Sinugod nila ang isang grupo ng mga Pranses at pinatay ang sampu dito.
>>tgl<< Tom said that Mary wasn't going to leave tomorrow morning.	Sinabi ni Tom na hindi aalis si Mary bukas ng umaga.
>>tgl<< I knew I didn't have enough time to do what had to be done.	Alam kong hindi naging sapat ang oras para gawin ang kinailangang gawin.
>>tgl<< I think they must be twins, but she says they cannot be so.	Sa tingin ko kambal sila, pero sabi niya hindi daw ito maaari.
>>tgl<< If you are going abroad, it's necessary to have a passport.	Kung mangingibang-bansa ka, kailangan mo ng pasaporte.
>>tgl<< Many people in Africa were killed as a result of the storm.	Maraming tao sa Africa ang namatay dahil sa bagyo.
>>tgl<< The instant he opened the door, he smelt something burning.	Pagkabukas na pagkabukas niya ng pinto, may naamoy siyang nasusunog.
>>tgl<< The sea covers nearly three-fourths of the earth's surface.	Ang dagat ay nakalatag nang mga tatlong-kapat ng ibabaw ng Tiyera.
