>>ukr<< Go.	Йди.
>>ukr<< I suspect Tom is right about that.	Підозрюю, Том має рацію щодо цього.
>>ukr<< I suspect Tom will come to Boston.	Підозрюю, що Том приїде до Бостона.
>>ukr<< I suspect that Tom is on vacation.	Підозрюю, що Том у відпустці.
>>ukr<< I suspected that Tom was homesick.	У мене була підозра, що Том сумує за домом.
>>ukr<< I taught French to Tom's children.	Я викладав французьку дітям Тома.
>>ukr<< I taught French to Tom's children.	Я викладала французьку дітям Тома.
>>ukr<< I think I know what Tom would say.	Я думаю, що знаю, що сказав би Том.
>>ukr<< I think I know what Tom would say.	Гадаю, що знаю, що сказав би Том.
>>ukr<< I think I may have killed someone.	Думаю, що я, можливо, когось убив.
>>ukr<< I think I'd like to do that today.	Думаю, я б хотів це зробити сьогодні.
>>ukr<< I think I'm a fairly good drummer.	Думаю, я доволі непоганий барабанщик.
>>ukr<< I think I'm a fairly good drummer.	Думаю, я доволі непоганий ударник.
>>ukr<< I think I'm a pretty good student.	Мені здається, я доволі непоганий студент.
>>ukr<< I think I'm a pretty good student.	Мені здається, я доволі непогана студентка.
>>ukr<< I think I'm a pretty good student.	Мені здається, я досить непоганий учень.
>>ukr<< I think I'm a pretty good student.	Мені здається, я досить непогана учениця.
>>ukr<< I think I've been generous enough.	Думаю, я був достатньо щедрий.
>>ukr<< I think I've been generous enough.	Думаю, я була достатньо щедра.
>>ukr<< I think Tom can understand French.	Мені здається, Том розуміє французькою.
>>ukr<< I think Tom could do a better job.	Думаю, Том міг би це зробити краще.
>>ukr<< I think Tom has already done that.	Я думаю, що Том вже це зробив.
>>ukr<< I think Tom is a very good player.	Думаю, Том дуже добрий гравець.
>>ukr<< I think Tom is afraid of the dark.	Мені здається, Том боїться темряви.
>>ukr<< I think Tom just wanted more time.	Думаю, Тому просто потрібно було більше часу.
>>ukr<< I think Tom really would enjoy it.	Я думаю, Тому би це дуже сподобалося.
>>ukr<< I think Tom wants to go to Boston.	Я думаю, Том хоче поїхати до Бостона.
>>ukr<< I think Tom will be well prepared.	Гадаю, Том буде добре підготований.
>>ukr<< I think Tom will be well prepared.	Мені здається, Том буде добре підготований.
>>ukr<< I think Tom would be undependable.	Мені здається, що Том був би ненадійним варіантом.
>>ukr<< I think doing that would be crazy.	Думаю, що робити це — це божевілля.
>>ukr<< I think it'll be raining tomorrow.	Гадаю, завтра дощитиме.
>>ukr<< I think it'll be raining tomorrow.	Гадаю, завтра буде дощ.
>>ukr<< I think it's time to take a break.	Гадаю, час зробити перерву.
>>ukr<< I think it's time to take a break.	Гадаю, час на перерву.
>>ukr<< I think it's too early to do that.	Думаю, ще зарано для цього.
>>ukr<< I think my French isn't very good.	Я думаю, я не дуже добре володію французькою.
>>ukr<< I think my neighbor may have died.	Мені здається, що мій сусіда, можливо, помер.
>>ukr<< I think that I'm going to do that.	Гадаю, я це зроблю.
>>ukr<< I think that Tom agrees with Mary.	Гадаю, Том згоден із Мері.
>>ukr<< I think that Tom is a strange guy.	Мені здається, Том дивакуватий.
>>ukr<< I think that Tom is a strange guy.	Мені здається, Том дивний хлопчина.
>>ukr<< I think that Tom is irresponsible.	Мені здається, що Том безвідповідальний.
>>ukr<< I think that Tom is narrow-minded.	Я думаю, Том — вузьколоба людина.
>>ukr<< I think that Tom is schizophrenic.	Мені здається, що Том - шизофреник.
>>ukr<< I think that Tom isn't a Canadian.	Мені здається, Том не канадець.
>>ukr<< I think that Tom needs a vacation.	Мені здається, Тому потрібна відпустка.
>>ukr<< I think that Tom needs a vacation.	Мені здається, Тому потрібно у відпустку.
>>ukr<< I think that Tom was exaggerating.	Мені здається, Том перебільшував.
>>ukr<< I think that Tom was in Australia.	Гадаю, Том був у Австралії.
>>ukr<< I think that Tom won the election.	Думаю, Том переміг на виборах.
>>ukr<< I think that Tom worries too much.	Мені здається, Том забагато хвилюється.
>>ukr<< I think that everybody knows that.	Я думаю, це всi знають.
>>ukr<< I think that it might be a glitch.	Гадаю, це може бути глюком.
>>ukr<< I think that it might be a glitch.	Гадаю, це може бути якийсь глюк.
>>ukr<< I think that it might be a glitch.	Гадаю, це може бути якийсь баг.
>>ukr<< I think that it was Tom's mistake.	Гадаю, це була помилка Тома.
>>ukr<< I think that we should be leaving.	Думаю, нам слід йти.
>>ukr<< I think that we're going to be OK.	Думаю, у нас все буде нормально.
>>ukr<< I think that would be a good idea.	Думаю, це було б доброю ідеєю.
