>>nob<< Run!	Løp!
>>nob<< I'm afraid I'm not familiar with that expression.	Jeg er dessverre ikke kjent med det uttrykket.
>>nob<< I'm afraid I'm not familiar with that expression.	Det uttrykket er meg desverre ikke bekjent.
>>nob<< I'm having some problems compiling this software.	Jeg har litt vanskeligheter med å få kompilert denne programvaren.
>>nob<< Jet planes fly much faster than propeller planes.	Jetfly flyr mye raskere enn propellfly.
>>nob<< She is contemplating visiting Europe this summer.	Hun vurderer å besøke Europa i sommer.
>>nob<< Some people say stepping on a worm makes it rain.	Enkelte sier at dersom du tråkker på en meitemark, så begynner det å regne.
>>nob<< The capital city of the Netherlands is Amsterdam.	Hovedstaden i Nederland er Amsterdam.
>>nob<< There are many possible answers to that question.	Der er mange mulige svar på det spørsmålet.
>>nob<< There's not enough light in this room for sewing.	Rommet er ikke lyst nok til å sy i.
>>nob<< They were sitting on the sofa in our living room.	De satt i sofaen i stua vår.
>>nob<< This flower is the most beautiful of all flowers.	Denne blomsten er den vakreste av alle blomster.
>>nob<< Tom is giving a concert at the end of this month.	Tom holder en konsert i slutten av denne måneden.
>>nob<< Tom told Mary that he didn't have to do anything.	Tom sa til Mary at han ikke måtte gjøre noe.
>>nob<< Tom was shot three times in the back of his head.	Tom ble skutt tre ganger i bakhodet.
>>nob<< Tom whistled a tune as he walked along the river.	Tom plystret på en sang mens han gikk langs elven.
>>nob<< Tom writes everything down so he won't forget it.	Tom skriver ned alt slik at han ikke glemmer det.
>>nob<< Try to have a positive attitude about everything.	Prøv å ha en positiv innstilling til alt.
>>nob<< What language do they speak in the United States?	Hvilket språk snakker de i USA?
>>nob<< Which tie do you think goes best with this shirt?	Hvilket slips går best med denne skjorten, synes du?
>>nob<< Why does it hurt when you get sweat in your eyes?	Hvorfor gjør det vondt å få svette i øynene?
>>nob<< You can get this medicine without a prescription.	Du kan skaffe denne medisinen uten resept.
>>nob<< You don't know anything about basketball, do you?	Du vet ingenting om basketball, eller?
>>nob<< You don't think Tom really could do that, do you?	Du tror ikke at tom virkelig kunne ha gjort det, gjør du?
>>nob<< You have the freedom to travel wherever you like.	Du står fritt til å reise hvor du vil.
>>nob<< You should tell Tom Mary doesn't have to do that.	Du burde si til Tom at Mary ikke trenger å gjøre det.
>>nob<< A bird in the hand is better than two in the bush.	En fugl i hånden er bedre enn ti på taket.
>>nob<< Bank services are getting more and more expensive.	Banktjenester blir dyrere og dyrere.
>>nob<< Every time he comes here, he orders the same dish.	Hver gang han kommer hit, bestiller han den samme retten.
>>nob<< France has a higher birthrate than most of Europe.	Frankrike har høyere fødselsrate enn de fleste steder i Europa.
>>nob<< He suggested that we should put off our departure.	Han foreslo at vi skulle utsette avreisen.
>>nob<< He was made to sign the contract against his will.	Han ble tvunget til å signere kontrakten mot sin vilje.
>>nob<< How many of the words on this list don't you know?	Hvor mange av ordene på denne listen kjenner du ikke?
>>nob<< I don't think that Tom knows how to play the oboe.	Jeg tror ikke Tom vet hvordan spille obo.
>>nob<< I don't want to hear any more of your complaining.	Jeg vil ikke høre mer på klagingen din.
>>nob<< I spent the whole weekend at home on the computer.	Jeg satt hjemme på pc-en hele helgen.
>>nob<< I thought that you said Tom was a friend of yours.	Jeg trodde du sa at Tom var en venn av deg.
>>nob<< If I were to live abroad, I would live in Britain.	Hvis jeg skulle bo i utlandet, ville jeg ha bodd i Storbritannia.
>>nob<< India is the seventh largest country in the world.	India er verdens sjuende største land.
>>nob<< It's one of the most polluted cities in the world.	Det er en av di mest forurensede byene i verden.
>>nob<< There are a lot of people who want to talk to Tom.	Det er mange folk som vil snakke med Tom.
>>nob<< There was a large audience at yesterday's concert.	Det var en stor tilskuermengde på gårsdagens konsert.
>>nob<< There's no speed limit on the Autobahn in Germany.	Det er ingen fartsgrense på Autobahn i Tyskland.
>>nob<< This is the last time I'll ask you to do anything.	Dette er siste gang jeg ber deg om å gjøre noe.
>>nob<< Tom didn't want to talk about that over the phone.	Tom ville ikke snakke om det over telefonen.
>>nob<< Tom is wearing the same clothes he wore yesterday.	Tom går med de samme klærne han gikk med i går.
>>nob<< Tom's operation was going to cost a small fortune.	Toms operasjon ville kostet en halv formue.
>>nob<< When I was a child, I enjoyed destroying anthills.	Da jeg var et barn, syntes jeg det var gøy å ødelegge maurtuer.
>>nob<< When you've finished reading this letter, burn it.	Når du har lest ferdig dette brevet, brenn det.
>>nob<< You do know that Tom and Mary broke up, don't you?	Du vet at Tom og Mary slo opp, ikke sant?
>>nob<< "Have you seen my cell phone?" "It's on the table."	"Har du sett mobiltelefonen min?" "Den ligger på bordet."
>>nob<< Did Tom say he thought it would be hard to do that?	Sa Tom at han trodde det ville være for vanskelig å gjøre det?
>>nob<< Doctors have offered me nothing but sleeping pills.	Legene har ikke tilbytt meg noe annet enn sovetabletter.
>>nob<< For some reason the microphone didn't work earlier.	Av en eller annen grunn virket ikke mikrofonen tidligere.
>>nob<< How many of the words on this list do you not know?	Hvor mange av ordene på denne listen kjenner du ikke?
>>nob<< I can assure you that honesty pays in the long run.	Jeg kan forsikre deg om at ærlighet lønner seg i det lange løp.
>>nob<< I can't drive anywhere because my car's out of gas.	Jeg kan ikke kjøre noe sted fordi bilen min er tom for bensin.
>>nob<< I don't want to hear any more of your stupid jokes.	Jeg har ikke lyst til å høre flere av de dumme vitsene dine.
>>nob<< I saw my neighbor's dog running around in the yard.	Jeg så naboens hund løpe rundt på gårdsplassen.
>>nob<< I used to eat pizza, but now I don't eat it at all.	Jeg pleide å spise pizza før, men aldri nå lenger.
>>nob<< I wish that noise would stop. It gets on my nerves.	Jeg skulle ønske at den lyden endelig ville holde opp, den går meg på nervene.
>>nob<< I'm a little hesitant about asking her for a favor.	Jeg nøler litt med å spørre henne om en tjeneste.
>>nob<< It's going to be difficult to convince Tom to sing.	Det kommer til å bli vanskelig å overtale Tom til å synge.
>>nob<< Never go to a doctor whose office plants have died.	Gå aldri til en lege som har latt sine kontorplanter dø.
>>nob<< Please turn off the lights when you leave the room.	Slå av lyset før du forlater rommet.
>>nob<< She has made up her mind to go to America to study.	Hun har bestemt seg for å dra til Amerika for å studere.
>>nob<< Thanks a lot for all the things you've done for me.	Tusen takk for alt du har gjort for meg.
>>nob<< Thanks a lot for all the things you've done for me.	Tusen takk for de utallige tingene du har gjort for meg.
>>nob<< The closer you are to the sea, the windier it gets.	Det nærmere du er havet, det mer blåser det.
>>nob<< The ship will arrive in San Francisco this evening.	Skipet ankommer i San Francisco i kveld.
>>nob<< There are times when I find you really interesting.	Av og til synes jeg du er veldig interessant.
>>nob<< There aren't any fish living in this river anymore.	Det lever ikke lenger fisk i denne elven.
>>nob<< They hadn't gone very far when they met an old man.	De hadde ikke gått langt, før de møtte en gammel mann.
>>nob<< This caterpillar will become a beautiful butterfly.	Denne larven vil bli til en nydelig sommerfugl.
>>nob<< This flower is yellow, but all the others are blue.	Denne blomsten er gul, men alle de andre er blå.
>>nob<< Today's math class was more interesting than usual.	Dagens mattetime var gøyere enn vanlig.
>>nob<< Today's math class was more interesting than usual.	Dagens mattetime var mer interessant enn vanlig.
>>nob<< Tom pushed the door open and stepped into the room.	Tom skøv døren åpen og gikk in i rommet.
>>nob<< Tom seems to have made up his mind about something.	Tom ser ut til å ha gjort seg opp en mening om noe.
>>nob<< Tom was watching what was happening very carefully.	Tom følgte nøye med på hva som skjedde.
>>nob<< Tom went to the counter and bought us both a drink.	Tom gikk til disken og kjøpte en drink til oss begge.
>>nob<< Tom will remember this weekend as long as he lives.	Tom kommer til å huske denne helgen for resten av livet.
>>nob<< Tom's opinions don't carry much weight around here.	Toms meninger har ikke særlig betydning her.
>>nob<< When I entered the room, she was playing the piano.	Hun spilte piano da jeg gikk inn i rommet.
>>nob<< Which do you like better, the sea or the mountains?	Hvilken liker du best, fjell eller sjø?
>>nob<< Why are there fire trucks in front of our building?	Hvorfor er det brannbiler foran bygningen vår?
>>nob<< Why do you talk about him as if he were an old man?	Hvorfor snakker du om ham som om han var en gammel mann?
>>nob<< A violinist I know says that he owns a Stradivarius.	En fiolinist jeg kjenner sier at han eier en Stradivarius.
>>nob<< All students are free to use the university library.	Alle universitetets studenter kan fritt benytte universitetsbiblioteket.
>>nob<< Atomic energy can be utilized for peaceful purposes.	Atomenergi kan brukes til fredelige formål.
>>nob<< Can you tell me how you get to the American Embassy?	Kan du si meg hvordan man kommer til den amerikanske ambassaden?
>>nob<< Don't treat me the same way you would treat a child.	Ikke behandle meg på samme måten som du ville behandlet et barn.
>>nob<< Every time I see this picture, I remember my father.	Når jeg ser dette bildet, minnes jeg alltid min far.
>>nob<< Grandmother looks after the children during the day.	Bestemor tar hånd om barna om dagen.
>>nob<< He always pays attention to his children's behavior.	Han er alltid oppmerksom på sine barns oppførsel.
>>nob<< He doesn't have the ability to do the work properly.	Han er ikke i stand til å gjøre arbeidet skikkelig.
>>nob<< His sister and I will certainly become good friends.	Søsteren hans og jeg vil nok bli gode venner.
>>nob<< I don't feel like doing anything when it's this hot.	I denne varmen føler jeg ikke for å gjøre noe som helst.
>>nob<< I don't have the remotest idea what he will do next.	Jeg har ikke den fjerneste anelse om hva det neste han vil gjøre er.
>>nob<< I guess everybody thinks that I'm in love with Mary.	Ser ut til at alle tror jeg er forelsket i Mary.
>>nob<< I knew I was wasting my time trying to convince Tom.	Jeg visste at det var bortkastet tid å prøve å overbevise Tom.
>>nob<< I will never forget your kindness so long as I live.	Jeg kommer aldri til å glemme din barmhjertighet så lenge jeg lever.
>>nob<< I wish I could've stuck around for a few more hours.	Jeg skulle ønske jeg kunne bli noen timer til.
>>nob<< It will not be long before the winter vacation ends.	Det tar ikke lang tid før vinterferien er over.
>>nob<< Mary isn't really sick. She's only pretending to be.	Maria er ikke virkelig syk, hun bare later som.
>>nob<< Most Swiss people can speak three or four languages.	De fleste sveitsere kan snakke tre eller fire språk.
>>nob<< My brother has been living in London for many years.	Broren min har bodd i London i mange år.
>>nob<< My driving instructor says I should be more patient.	Kjørelæreren min sier jeg bør være mer tålmodig.
>>nob<< The ground was covered with a heavy blanket of snow.	Bakken var dekket av et tungt teppe med snø.
>>nob<< The man left the restaurant without paying his bill.	Mannen dro fra restauranten uten å betale regningen.
>>nob<< The next morning, the snowman had completely melted.	Neste morgen hadde snømannen smeltet helt.
>>nob<< The teacher was very fair when she marked our exams.	Læreren var veldig rettferdig da hun satte eksamenskarakterene.
>>nob<< There are around three thousand mosques in Istanbul.	Det er rundt tre tusen moskéer i Istanbul.
>>nob<< There are around three thousand mosques in Istanbul.	Det er omtrent tre tusen moskéer i Istanbul.
>>nob<< There are around three thousand mosques in Istanbul.	Det er circa tre tusen moskéer i Istanbul.
>>nob<< They have a very good curriculum at that university.	De har en meget bra læreplan på det universitetet.
>>nob<< This is the first time I've seen anything like this.	Det er første gang jeg har sett noe sånt.
