>>mar<< Go.	जा.
>>mar<< Tom believed that Mary was innocent.	टॉमचा विश्वास होता की मेरी निर्दोष होती.
>>mar<< Tom bought a camera to give to Mary.	टॉमने मेरीला द्यायला एक कॅमेरा विकत घेतला.
>>mar<< Tom bought his children another dog.	टॉमने आपल्या मुलांसाठी आणखीन एक कुत्रा विकत घेतला.
>>mar<< Tom bought that car three years ago.	टॉमने ती गाडी तीन वर्षांपूर्वी विकत घेतली.
>>mar<< Tom calls his karate teacher Sensei.	टॉम त्याच्या कराटेच्या शिक्षकाला सेन्सेई म्हणतो.
>>mar<< Tom calls his karate teacher Sensei.	टॉम आपल्या कराटेच्या शिक्षिकेला सेन्सेई म्हणतो.
>>mar<< Tom caught the ball with both hands.	टॉमने दोन्ही हातांनी बॉल पकडला.
>>mar<< Tom certainly worked hard yesterday.	टॉमने काल तर खरच खूप मेहनतीने काम केलं.
>>mar<< Tom couldn't speak French back then.	टॉमला तेव्हा फ्रेंच बोलता येत नव्हती.
>>mar<< Tom didn't come to the last meeting.	टॉम शेवटच्या मीटिंगला आला नाही.
>>mar<< Tom didn't go to the mall with Mary.	टॉम मेरीसोबत मॉलला गेला नाही.
>>mar<< Tom didn't like Mary from the start.	टॉमला सुरुवातीपासूनच मेरी आवडली नव्हती.
>>mar<< Tom didn't realize we could do that.	आम्ही तसं करू शकू याची टॉमला जाणीव झाली नाही.
>>mar<< Tom didn't realize we could do that.	आपण तसं करू शकू याची टॉमला जाणीव झाली नाही.
>>mar<< Tom didn't want an expensive camera.	टॉमला महागडा कॅमेरा नको होता.
>>mar<< Tom didn't want to do that that way.	टॉमला ते तसं करायचं नव्हतं.
>>mar<< Tom didn't want to go into the cave.	टॉमला गुहेत जायचं नव्हतं.
>>mar<< Tom didn't want to go, but Mary did.	टॉमला जायचं नव्हतं, पण मेरी गेली.
>>mar<< Tom didn't want to talk to his wife.	टॉमला त्याच्या बायकोशी बोलायचं नव्हतं.
>>mar<< Tom divorced Mary and married Alice.	टॉमने मेरीला घटस्फोट दिला आणि अ‍ॅलिसशी लग्न केलं.
>>mar<< Tom doesn't allow his wife to drive.	टॉम आपल्या बायकोला गाडी चालवायला देत नाही.
>>mar<< Tom doesn't know Mary's address yet.	टॉमला अजूनपर्यंत मेरीचा पत्ता माहीत नाहीये.
>>mar<< Tom doesn't know what Mary has done.	मेरीने काय केलं आहे हे टॉमला माहीत नाहीये.
>>mar<< Tom doesn't know why Mary is absent.	मेरी अनुपस्थित का आहे हे टॉमला माहीत नाही.
>>mar<< Tom doesn't like traveling by plane.	टॉमला विमानाने प्रवास करायला आवडत नाही.
>>mar<< Tom doesn't want to go to Australia.	टॉमला ऑस्ट्रेलियाला जायचं नाहीये.
>>mar<< Tom drinks six cups of coffee a day.	टॉम एका दिवसात सहा कप कॉफी पितो.
