>>dan<< Go.	Gå!
>>dan<< Tom got jealous when he saw Mary with another man.	Tom blev jaloux da han så Mary med en anden mand.
>>dan<< Tom is so intelligent that he stands out in class.	Tom er så intelligent at han skiller sig ud i klassen.
>>dan<< Tom must've had some reason for doing what he did.	Tom må vel have haft en grund til at gøre som han gjorde.
>>dan<< Tom never told me he was having suicidal thoughts.	Tom fortalte mig aldrig, han havde selvmordstanker.
>>dan<< Tom opened the door and was surprised to see Mary.	Tom åbnede døren og blev overrasket over at se Mary.
>>dan<< Tom ran back home to get something that he forgot.	Tom løb hjem for at hente noget, han havde glemt.
>>dan<< Tom rewrote his essay and turned it in a day late.	Tom omskrev sit essay og afleverede det en dag for sent.
>>dan<< Tom said that he'd be willing to do that for free.	Tom sagde at han ville være villig til at gøre det gratis.
>>dan<< Tom started playing the tuba when he was thirteen.	Tom begyndte at spille på tuba da han var tretten.
>>dan<< Tom stood up for his friend who was being bullied.	Tom forsvarede sin ven, der blev mobbet.
>>dan<< Tom stood up for his friend who was being bullied.	Tom gik i brechen for sin ven, der blev mobbet.
>>dan<< Tom took the orange juice out of the refrigerator.	Tom tog appelsinjuicen ud af køleskabet.
>>dan<< Tom wants to live in the country after he retires.	Tom ønsker at bo på landet når han går på pension.
>>dan<< Tom was hanged for a murder that he didn't commit.	Tom blev hængt for et mord som han ikke havde begået.
>>dan<< Tom was released from prison on October twentieth.	Tom blev løsladt fra fængslet tyvende oktober.
>>dan<< Tom was sitting in his car outside the restaurant.	Tom sad i sin bil uden for restauranten.
>>dan<< Tom was sitting in his car outside the restaurant.	Tom sad i sin bil udenfor restauranten.
>>dan<< Tom wears long sleeves when working in the garden.	Tom bærer lange ærmer, når han arbejder i haven.
>>dan<< Tom's home and office were searched by the police.	Toms bolig og kontor blev ransaget af politiet.
>>dan<< Ursa Major is a constellation in the northern sky.	Store Bjørn er et stjernebillede på den nordlige stjernehimmel.
>>dan<< Water freezes at zero degrees Celsius, doesn't it?	Vand fryser ved nul grader celsius, gør det ikke?
>>dan<< We have put the Christmas presents under the tree.	Vi har lagt julegaverne under træet.
>>dan<< We have to learn to treat each other with respect.	Vi er nødt til at lære at behandle hinanden med respekt.
>>dan<< We need to learn to treat each other with respect.	Vi er nødt til at lære at behandle hinanden med respekt.
>>dan<< What is the poorest country in the European Union?	Hvad er det fattigste land i EU?
>>dan<< What would your friends think if they saw you now?	Hvad ville dine venner tænke hvis de så dig nu?
>>dan<< What's the difference between a rabbit and a hare?	Hvad er forskellen på en kanin og en hare?
>>dan<< When was it that Tom visited Mary in the hospital?	Hvornår var det at Tom besøgte Mary på hospitalet?
>>dan<< Whenever I meet her, I get the desire to kiss her.	Hver gang jeg møder hende, får jeg lyst til at kysse hende.
>>dan<< Which is the most difficult language in the world?	Hvilket sprog er verdens sværeste?
>>dan<< Who wants to buy a motorcycle with squeaky brakes?	Hvem vil købe en motorcykel med hvinende bremser?
>>dan<< Who's going to stay at home to receive the guests?	Hvem bliver hjemme for at tage imod gæsterne?
>>dan<< Yesterday I was caught in a shower on my way home.	I går blev jeg fanget af en regnskylle på vej hjem.
>>dan<< Yesterday I was caught in a shower on my way home.	I går blev jeg fanget af en skylle på vej hjem.
>>dan<< Yesterday I was caught in a shower on my way home.	I går blev jeg fanget af et regnskyl på vej hjem.
>>dan<< You must learn English whether you like it or not.	Man er nødt til at lære engelsk om man kan lide det eller ej.
>>dan<< You should wear a helmet when riding a motorcycle.	Man bør have hjelm på når man kører på motorcykel.
>>dan<< You spend too much time in front of your computer.	Du bruger for meget tid foran computeren.
>>dan<< You worry too much about what others think of you.	Du bekymrer dig for meget om hvad andre tænker om dig.
>>dan<< You'd better go to see your family doctor at once.	Du må hellere gå til din egen læge straks.
>>dan<< "Have you seen my cell phone?" "It's on the table."	"Har du set min mobiltelefon?" "Den er på bordet."
>>dan<< "How many children do you have?" "I only have one."	"Hvor mange børn har du?" "Jeg har kun ét."
>>dan<< "Tom likes Mary." "Tell me something I don't know."	"Tom kan lide Mary." "Fortæl mig noget jeg ikke ved."
>>dan<< A long spell of rainy weather is harmful to plants.	Lang tids regnvejr er skadeligt for planter.
>>dan<< After he heard the news, Tom was in seventh heaven.	Efter at have hørt nyhederne, var Tom i den syvende himmel.
>>dan<< After he heard the news, Tom was in seventh heaven.	Efter at Tom havde hørt nyhederne, var han i den syvende himmel.
>>dan<< At least you'll have something to write home about.	I det mindste vil du have noget at skrive hjem om.
>>dan<< Don't take it for granted that everybody has a car.	Tag det ikke for givet at alle har en bil.
>>dan<< Don't take yourself so seriously. No one else does.	Tag ikke dig selv så alvorligt. Det er der ingen andre der gør.
>>dan<< Empty your pockets and put everything on the table.	Tøm lommerne og læg alt på bordet.
>>dan<< For some reason the microphone didn't work earlier.	Af en eller anden grund virkede mikrofonen ikke tidligere.
>>dan<< Fossil fuels are the main causes of global warming.	Fossile brændstoffer er hovedårsagen til den globale opvarmning.
>>dan<< How do you help someone who doesn't want your help?	Hvordan hjælper man nogen som ikke ønsker ens hjælp?
>>dan<< How long has it been since you've had a girlfriend?	Hvor lang tid er det siden du sidst havde en kæreste?
>>dan<< I can understand French better than I can speak it.	Jeg forstår fransk bedre end jeg kan tale det.
>>dan<< I can understand French better than I can speak it.	Jeg kan forstå fransk bedre end jeg kan tale det.
>>dan<< I didn't eat the bread because the crust was moldy.	Jeg spiste ikke brødet, fordi der var mug på skorpen.
>>dan<< I don't have enough money to pay this month's rent.	Jeg har ikke penge nok til at betale denne måneds husleje.
>>dan<< I don't recognize any of the people in the picture.	Jeg genkender ingen af personerne på billedet.
>>dan<< I don't think TV will ever take the place of books.	Jeg tror ikke at fjernsyn nogensinde kommer til at erstatte bøger.
>>dan<< I don't think that I'll have time for that anymore.	Jeg tror ikke jeg vil have tid til det længere.
>>dan<< I don't understand why she doesn't love me anymore.	Jeg forstår ikke hvorfor hun ikke længere elsker mig.
>>dan<< I don't use taxis unless it's absolutely necessary.	Jeg tager aldrig en taxi, bortset fra når det er absolut nødvendigt.
>>dan<< I don't want to think about what could've happened.	Jeg ønsker ikke at tænke på hvad der kunne være sket.
>>dan<< I forgot to put my phone on the charger last night.	Jeg glemte at sætte min telefon i laderen i går aftes.
>>dan<< I heard that Tom doesn't live in Australia anymore.	Jeg har hørt at Tom ikke bor i Australien længere.
>>dan<< I know a guy who knows a guy who knows Tom Jackson.	Jeg kender en fyr, der kender en fyr, der kender Tom Jackson.
>>dan<< I know it's going to be hard for you to understand.	Jeg ved at du vil få svært ved at forstå det.
>>dan<< I know that Tom knows that you know how to do that.	Jeg ved at Tom ved, at du ved hvordan det skal gøres.
>>dan<< I met my teacher on the way to the railway station.	Jeg mødte min lærer på vej til jernbanestationen.
>>dan<< I often see him taking a walk in this neighborhood.	Jeg ser ham ofte gå en tur i dette område.
>>dan<< I saw my neighbor's dog running around in the yard.	Jeg så naboens hund løbe omkring i haven.
>>dan<< I saw my neighbor's dog running around in the yard.	Jeg så naboens hund løbe rundt i haven.
>>dan<< I suppose you'll need a crowbar to open that crate.	Jeg tror du skal bruge et brækjern til at åbne den kasse.
>>dan<< I think it's about time we got down to brass tacks.	Jeg tror at det er på tide at vi kommer til sagens kerne.
>>dan<< I told you guys to go home. Why are you still here?	Jeg har bedt jer om at tage hjem. Hvorfor er I stadig her?
>>dan<< I took a taxi so I'd be in time to catch the train.	Jeg tog en taxi for at nå toget.
>>dan<< I took a taxi so I'd be in time to catch the train.	Jeg tog en taxi så jeg tidsnok kunne komme med toget.
>>dan<< I will give you this bicycle as a birthday present.	Jeg vil give dig denne cykel som en fødselsdagsgave.
>>dan<< I wish I had a girlfriend as good-looking as yours.	Gid jeg havde en kæreste så smuk som din!
>>dan<< I wonder what Tom will be doing tomorrow afternoon.	Jeg gad vide hvad Tom skal lave i morgen eftermiddag.
>>dan<< I wonder whether or not Tom will sign the contract.	Jeg gad vide om Tom vil underskrive kontrakten eller ej.
>>dan<< I wonder whether the weather will be good tomorrow.	Mon vejret bliver godt i morgen.
>>dan<< I wonder whether the weather will be good tomorrow.	Jeg gad vide om vejret bliver godt i morgen.
>>dan<< I'm not going to let you spend your birthday alone.	Jeg har ikke tænkt mig at lade dig være alene på din fødselsdag.
>>dan<< I'm trying to find the person who owns this guitar.	Jeg forsøger at finde den person der ejer denne guitar.
>>dan<< I'm trying to find the person who owns this guitar.	Jeg forsøger at finde personen der ejer denne guitar.
>>dan<< I've heard of him, but I don't know him personally.	Jeg har hørt om ham, men jeg kender ham ikke personligt.
>>dan<< I've looked everywhere, but I can't find my wallet.	Jeg har ledt overalt, men jeg kan ikke finde min pung.
>>dan<< I've lost count of how many times you've helped me.	Jeg har ikke længere tal på hvor mange gange du har hjulpet mig.
>>dan<< If it rains tomorrow, I'm not going to the meeting.	Hvis det regner i morgen, tager jeg ikke til mødet.
>>dan<< If it rains tomorrow, I'm not going to the meeting.	Hvis det regner i morgen, så skipper jeg mødet.
>>dan<< In the land of the blind, the one-eyed man is king.	I de blindes rige er den enøjede konge.
>>dan<< It would take forever for me to explain everything.	Det vil tage en evighed at forklare det hele.
>>dan<< It would take forever for me to explain everything.	Jeg ville have brug for en evighed for at forklare alt.
>>dan<< It's getting dark. Please turn the light on for me.	Det er ved at blive mørkt. Vær sød at tænde lyset for mig.
>>dan<< It's going to be difficult to convince Tom to sing.	Det bliver svært at overtale Tom til at synge.
>>dan<< It's not a good idea to ask a woman how old she is.	Det er ikke en god ide at spørge en kvinde om hendes alder.
>>dan<< Let's talk about it while we drink a cup of coffee.	Lad os diskutere det over en kop kaffe!
>>dan<< Let's talk about it while we drink a cup of coffee.	Lad os snakke om det over en kop kaffe!
>>dan<< Many of the people in the crowd were wearing masks.	Mange i menneskemængden havde masker på.
>>dan<< Mary is Tom's oldest child from his third marriage.	Mary er Toms ældste barn fra hans tredje ægteskab.
>>dan<< Mastering a language is much easier said than done.	At mestre et sprog er meget lettere sagt end gjort.
>>dan<< My grandfather cannot walk without a walking stick.	Min bedstefar kan ikke gå uden en stok.
>>dan<< My kids will be spending Christmas with my ex-wife.	Mine børn skal holde jul sammen med min ekskone.
>>dan<< My new car gets better gas mileage than my old one.	Min nye bil kører længere på literen end den gamle.
>>dan<< New York is one of the largest cities in the world.	New York er en af de største byer i verden.
>>dan<< Northern lights appear all year round in Greenland.	Nordlys kan ses hele året rundt i Grønland.
>>dan<< Once upon a time, there lived a beautiful princess.	Der var engang en smuk prinsesse ...
>>dan<< Perhaps we can find a cheaper one at another store.	Måske kan vi finde en billigere en i en anden butik.
>>dan<< Please bring a protractor to tomorrow's math class.	Medbring en vinkelmåler til matematiktimen i morgen.
>>dan<< Please give him a dose of medicine every six hours.	Giv ham en dosis medicin hver sjette time.
>>dan<< She always writes down every word her teacher says.	Hun skriver altid ethvert ord ned som hendes lærer siger.
