>>ind<< Hi.	Hai.
>>ind<< No matter where you go in Holland, you'll see windmills.	Ke mana pun kau pergi di Belanda, kau akan melihat kincir angin.
>>ind<< She makes it a rule to read a newspaper after breakfast.	Dijadikan peraturan baginya untuk membaca surat kabar setelah sarapan.
>>ind<< Since he was very drunk, he couldn't drive his car home.	Karena ia sangat mabuk, ia tidak bisa mengemudikan mobilnya menuju rumahnya.
>>ind<< The Panama Canal connects the Atlantic with the Pacific.	Terusan Panama menghubungkan Samudra Atlantik dan Pasifik.
>>ind<< The United States's economy is the largest in the world.	Perekonomian Amerika Serikat adalah yang terbesar di dunia.
>>ind<< The cheap prices tempted me to buy things I didn't need.	Harga yang murah membuatku membeli barang-barang yang tidak aku perlukan.
>>ind<< The procedure must be executed correctly and completely.	Prosedurnya harus dijalankan secara tepat dan menyeluruh.
>>ind<< The two politicians met face to face for the first time.	Kedua politikus itu bertatap muka untuk pertama kalinya.
>>ind<< You have only to ask for it and it will be given to you.	Kau hanya perlu memintanya dan itu akan diberikan kepadamu.
>>ind<< You shouldn't lose your patience when dealing with kids.	Anda tidak boleh kehilangan kesabaran Anda ketika menangani anak-anak.
>>ind<< "I'm going shopping. Do you want to come with me?" "Yes."	"Aku mau pergi belanja. Kamu mau ikut?" "Ya!"
>>ind<< Do you believe our destinies are controlled by the stars?	Percayakah anda bahwa takdir-takdir kita dipengaruhi oleh bintang-bintang?
>>ind<< Do you know why Tom wasn't at the meeting this afternoon?	Apa kamu tahu kenapa Tom tidak hadir pada rapat tadi siang?
>>ind<< Do you know why Tom wasn't at the meeting this afternoon?	Apakah kamu tahu mengapa Tom tidak hadir di rapat siang ini?
>>ind<< Don't hesitate to ask a question if you don't understand.	Jangan ragu untuk menanyakan pertanyaan jika tidak mengerti.
>>ind<< Excuse me, but could you tell me the way to the bus stop?	Permisi, bisa beritahu jalan ke halte bis?
>>ind<< First, I can't go. Second, I wouldn't go even if I could.	Pertama, saya tidak bisa pergi. Kedua, saya tidak akan pergi sekalipun saya bisa.
>>ind<< He used to eat out every day, but now he can't afford it.	Dia biasanya makan di luar setiap hari, tapi sekarang dia tidak bisa.
>>ind<< Her book is famous not only in England but also in Japan.	Bukunya terkenal tidak hanya di Inggris, tetapi juga di Jepang.
>>ind<< I came to this country for the purpose of studying music.	Saya datang ke negeri ini untuk mempelajari tentang musik.
>>ind<< I can honestly say this is the best coffee I've ever had.	Kalau boleh jujur, ini adalah kopi terbaik yang pernah aku minum.
>>ind<< I had trouble finding my way back to my hotel last night.	Aku kesulitan menemukan jalan pulang ke hotelku tadi malam.
>>ind<< I opened the door and saw two boys standing side by side.	Saya membuka pintu dan melihat dua anak laki-laki berdiri bersebelahan.
>>ind<< I spoke to the boy, who seemed to be older than the girl.	saya berbicara dengan anak laki-laki itu, yang tampaknya lebih tua dibandingkan anak perempuan
>>ind<< I think Tom and Mary have fallen in love with each other.	Menurutku Tom dan Mary saling jatuh cinta.
>>ind<< I wish I could figure out how to convince Tom to help us.	Aku harap aku dapat menemukan cara untuk membuat Tom membantu kami.
>>ind<< If you do not have this program, you can download it now.	Bila anda tidak memiliki program ini, anda dapat mendownloadnya sekarang.
>>ind<< In case of fire, break the glass and push the red button.	Jika terjadi kebakaran, pecahkan kaca dan tekan tombol merah.
>>ind<< Japan is trying to cope with the aging of its population.	Jepang berusahan mengatasi penuaan pada populasinya.
>>ind<< Let's get a picture of us with the sea in the background.	Mari kita berfoto di depan laut.
>>ind<< The Japanese art of flower arrangement is called ikebana.	Seni merangkai bunga Jepang disebut Ikebana.
>>ind<< The company will advertise its new product on television.	Perusahaan itu mengiklankan produk barunya di televisi.
>>ind<< The students didn't remember what they read in that book.	Murid-murid tidak ingat apa yang telah mereka baca di buku tersebut.
>>ind<< The students must not enter the teachers' room this week.	Para siswa dilarang memasuki ruangan guru minggu ini.
>>ind<< Tom has always been a very easy person to get along with.	Sangat mudah untuk bergaul dengan Tom.
>>ind<< Tom is the only one on this island that can speak French.	Tom satu-satunya yang bisa berbahasa Prancis di pulau ini.
>>ind<< Tom made a promise to Mary that he would never leave her.	Tom berjanji kepada Mary untuk tidak meninggalkannya.
>>ind<< Tom married Mary's sister and Mary married Tom's brother.	Tom menikahi adiknya Mary dan Mary menikahi kakaknya Tom.
>>ind<< Tom never fails to send a birthday present to his father.	Tom tidak pernah salah/lupa mengirim hadiah ulang tahun pada ayahnya.
>>ind<< Tom took off his wedding ring and threw it into the pond.	Tom melepas cincin pernikahannya dan membuangnya ke kolam.
>>ind<< Tom tried to remember the doctor's name, but he couldn't.	Tom berusaha mengingat nama dokter itu, tetapi tidak bisa.
>>ind<< Tom was just about to say something when the door opened.	Tom hendak mengatakan sesuatu ketika pintunya terbuka.
>>ind<< Tom wasn't allowed to visit his father who was in prison.	Tom tidak diperbolehkan mengunjungi ayahnya yang ada di penjara.
>>ind<< Walking in the moonlight is a romantic way to end a date.	Berjalan di bawah sinar rembulan adalah cara romantis untuk mengakhiri kencan.
>>ind<< What does it matter how they bring up their own children?	Adakah masalah dengan cara mereka membesarkan anak-anaknya?
>>ind<< Which air conditioner do you think is the most efficient?	Menurut Anda, pendingin ruangan apa yang paling efisien?
>>ind<< You have wanted to go there for a long time, haven't you?	Kamu sudah dari dulu ingin kesana bukan?
>>ind<< You may stay here if you like, as long as you keep quiet.	Kamu bisa di sini terus, asalkan kamu tetap diam.
>>ind<< You will save yourself a lot of time if you take the car.	Kau akan menghemat banyak waktu jika menggunakan mobil.
>>ind<< All the members were not present at the meeting yesterday.	Semua anggota tidak menghadiri rapat kemarin.
>>ind<< Be careful not to drive the wrong way on a one-way street.	Hati-hati jangan salah jalan pada jalur satu arah.
>>ind<< From the hill, we could see all the buildings in the city.	Dari bukit itu, kita bisa melihat semua bangunan di kota itu.
>>ind<< He suddenly hit on a good idea while he was taking a bath.	Dia tiba-tiba mendapatkan ide yang bagus saat sedang mandi.
>>ind<< Hey, Tom, you've gotten a lot taller since I last saw you.	Hei, Tom, kau sudah jauh lebih tinggi dibanding terakhir kali aku melihatmu.
>>ind<< I can't approve the project. It leaves much to be desired.	Saya tidak bisa menyetujui proyek ini. Masih banyak hal yang tidak memuaskan.
>>ind<< I kept riding my bicycle even though my legs were hurting.	Aku terus mengayuh sepedaku walaupun kakiku sakit.
>>ind<< I knew he was angry, but I didn't think he was that angry.	Aku tahu dia marah, tapi aku tidak berfikir bahwa dia semarah itu.
>>ind<< I was the only one who didn't know Tom had been in prison.	Saya satu-satunya orang yang tidak tahu Tom telah dipenjara.
>>ind<< I'm not the only one here who thinks Tom isn't a nice guy.	Bukan cuma aku saja yang berpikir bahwa Tom bukanlah orang yang baik.
>>ind<< I've always wanted to be a professional basketball player.	Saya selalu ingin menjadi pemain basket profesional.
>>ind<< I've never been to New York, and my sister hasn't, either.	Aku belum pernah ke New York, dan kakakku juga belum.
>>ind<< I've never visited Kagoshima, but I intend to this summer.	Aku belum pernah mengunjungi Kagoshima, tapi aku berniat ke sana musim panas tahun ini.
>>ind<< If you turn here, you can probably avoid a lot of traffic.	Kalau kamu belok ke sini, mungkin kamu bisa terhindar dari kemacetan.
>>ind<< In the near future, we will be able to put an end to AIDS.	Dalam waktu dekat ini kita akan mampu mengobati AIDS
>>ind<< Japan is one of the greatest economic powers in the world.	Jepang adalah salah satu kekuatan ekonomi terbesar di dunia.
>>ind<< Many roads are flooded. As a result there are long delays.	Beberapa jalan raya banjir. Akibatnya terdapat penundaan yang lama.
>>ind<< Mary has nobody to talk with, but she doesn't feel lonely.	Mary tidak punya teman bicara, tapi dia tidak merasa kesepian.
>>ind<< Nobody I know goes there anymore because it's too crowded.	Tidak ada kenalan saya yang pergi kesana lagi karena disana terlalu ramai.
>>ind<< One constellation that most people know is the Big Dipper.	Salah satu rasi bintang yang diketahui kebanyakan orang adalah Bintang Biduk.
>>ind<< That species of bird is said to be in danger of dying out.	Spesies burung itu dikatakan terancam punah.
>>ind<< The island is covered with ice and snow during the winter.	Pulau itu tertutup es dan salju selama musim dingin.
>>ind<< The student answered, "The square root of 256 is sixteen."	Siswa tersebut menjawab, "Akar kuadrat dari 256 adalah 16."
>>ind<< The sunglasses made him look like an undercover policeman.	Kacamata hitam itu membuatnya terlihat seperti polisi dalam penyamaran.
>>ind<< This is the first time we've given a concert in Australia.	Ini kali pertama kami mengadakan konser di Australia.
>>ind<< Tom doesn't know whether Mary is telling the truth or not.	Tom tidak mengetahui apakah Mary berkata sejujurnya atau tidak.
>>ind<< Tom is the only one in our family who's been to Australia.	Tom satu-satunya di keluarga kami yang pernah pergi ke Australia.
>>ind<< Tom likes playing the guitar, but he doesn't like singing.	Tom suka bermain gitar, tetapi dia tidak suka bernyanyi.
>>ind<< Tom practices the piano at least thirty minutes every day.	Tom berlatih piano sekurang-kurangnya tiga puluh menit setiap hari.
>>ind<< We learned about the importance of eating a healthy lunch.	Kami mempelajari tentang pentingnya memakan makan siang yang sehat.
>>ind<< We need to find someone who can take care of this problem.	Kita harus menemukan seseorang yang bisa mengatasi masalah ini.
>>ind<< We want to make absolutely sure that Tom wants to do that.	Kami ingin memastikan bahwa Tom ingin melakukannya.
>>ind<< When I arrived at the station, the train had already left.	Ketika saya sampai stasiun, keretanya telah berangkat.
>>ind<< While I was waiting for the bus, I saw a traffic accident.	Saat aku sedang menunggu bus, aku melihat kecelakaan lalu lintas.
>>ind<< Yesterday a foreigner spoke to me in English on the train.	Kemarin orang luar negeri berbicara kepadaku menggunakan Bahasa Inggris di kereta.
>>ind<< Antares is the brightest star in the constellation Scorpio.	Antares adalah bintang paling terang di rasi bintang Skorpio.
>>ind<< Are you going to tell Tom that you've spent time in prison?	Akankah kau katakan pada Tom bahwa kamu pernah dipenjara?
>>ind<< Do you really think I'd rather live in Boston than Chicago?	Apa kamu benar-benar mengira kalau aku lebih memilih tinggal di Boston ketimbang Chicago?
>>ind<< Electronic news media is our primary source of information.	Media berita elektronik adalah sumber utama informasi kami.
>>ind<< Even though I'm sitting here in the sun, I still feel cold.	Walaupun saya duduk di bawah sinar matahari, saya tetap merasa dingin.
>>ind<< How many times a day do you look at yourself in the mirror?	Berapa kali sehari kamu bercermin?
>>ind<< How much time does the average teenager watch TV every day?	Berapa banyak waktu yang dihabiskan oleh remaja pada umumnya untuk melihat TV setiap harinya?
>>ind<< I can't believe your parents let you come here by yourself.	Aku tak percaya orang tuamu membiarkan kamu pergi kesini sendiri.
>>ind<< I never thought he was capable of doing something so cruel.	Saya tidak menyangka ia bisa berbuat sekejam itu
>>ind<< I thought we'd never get out of the burning building alive.	Kukira kita tidak akan pernah keluar dari bangunan yang terbakar itu hidup-hidup.
>>ind<< I'm not going to tolerate this kind of behavior any longer.	Saya tidak akan menerima perilaku seperti ini lagi.
>>ind<< Mary always assists her boyfriend in doing his assignments.	Mary selalu membantu pacarnya mengerjakan tugas.
>>ind<< Mary's stew was so delicious that Tom had a second helping.	Rebusan Mary sangat enak sampai-sampai Tom minta tambah.
>>ind<< Such things often happen by accident rather than by design.	Hal semacam itu seringkali terjadi karena kecelakaan ketimbang direncanakan.
>>ind<< The fog was so thick that I couldn't see where I was going.	Kabutnya begitu tebal sampai-sampai aku tidak tahu kemana aku pergi.
>>ind<< The local train is less comfortable than the express train.	kereta dalam kota kurang nyaman di bandingkan dengan kereta cepat
>>ind<< The mouse was lured into the trap by a big piece of cheese.	Tikus itu diperangkap ke dalam jebakan dengan potongan keju besar.
>>ind<< Tom couldn't control himself when he saw Mary kissing John.	Tom tidak dapat mengendalikan dirinya ketika Mary mencium John.
>>ind<< Tom didn't like the look of his nose, so he had a nose job.	Tom tidak suka dengan penampilan hidungnya, jadi dia melakukan operasi plastik.
>>ind<< Would you like a glass of orange juice with your breakfast?	Apa Anda ingin segelas jus jeruk sebagai pendamping makan pagi Anda.
>>ind<< Zamenhof, the creator of Esperanto, was an ophthalmologist.	Zamenhof, pencipta bahasa Esperanto, adalah seorang pakar oftalmologi.
>>ind<< A time bomb went off in the airport killing thirteen people.	Bom waktu yang meledak di dalam bandara itu menewaskan tiga belas orang.
