>>nds<< Run!	Loop!
>>nds<< Neptune is the eighth planet of the solar system.	Neptun is de achte Planeet von dat Sünnsysteem.
>>nds<< Once upon a time, there was a beautiful princess.	Vör lange, lange Tied weer dor eens en smucke Prinzess...
>>nds<< Practice is the best way to improve your English.	Öven is de beste Weg, dien Engelsch to verbetern.
>>nds<< She helped her younger brother with his homework.	Se hett ehren jüngern Broder bi de Huusopgaven hulpen.
>>nds<< Teaching children is easier than teaching adults.	Kinner ünnerrichten geiht lichter as Grootwussene to ünnerrichten.
>>nds<< The Great Wall of China is over 5,500 miles long.	De Chineesch Müür is över 5.500 Mielen lang.
>>nds<< The Great Wall of China is over 5,500 miles long.	De Chineesch Müür is över 8.800 Kilometer lang.
>>nds<< The capital city of the Netherlands is Amsterdam.	De Höövdstad von de Nedderlannen is Amsterdam.
>>nds<< There are more than 50,000 books in this library.	Dor sünd mehr as 50.000 Böker in disse Bökeree.
>>nds<< There's nothing in this world that I'm afraid of.	Dat gifft nix op de Welt, wo ik vör bang bün.
>>nds<< This is very good ice cream. Won't you have some?	Dat Ies smeckt good. Wullt du würklich nix hebben?
>>nds<< We got up early so that we could see the sunrise.	Wi sünd froh opstahn, dat wi den Sünnopgang sehn köönt.
>>nds<< Which do you like better, white wine or red wine?	Wat magst du lever, Wittwien oder Roodwien?
>>nds<< A policeman asked the girls if the car was theirs.	En Schendarm fröög de Deerns, wat dat Auto jem tohören deed.
>>nds<< Do you know the difference between silver and tin?	Kennst du den Ünnerscheed twüschen Sülver un Tinn?
>>nds<< He was made to sign the contract against his will.	He müss den Verdrag gegen sien Willen ünnerschrieven.
>>nds<< I don't mind the cold, but I can't stand the heat.	Küll maakt mi nix ut, aver Hitt kann ik nich af.
>>nds<< I don't want to hear any more of your complaining.	Ik will nix mehr von dien Gejabbel hören.
>>nds<< I read in the newspaper that he had been murdered.	Ik heff in dat Bladd leest, dat he ümbrocht worrn is.
>>nds<< She couldn't convince him to write a song for her.	Se kunn em nich övertügen, en Leed för ehr to schrieven.
>>nds<< She heard him scream, so she ran into his bedroom.	Se hett em schreen höört un is na sien Slaapkamer rönnt.
>>nds<< The hummingbird is the smallest bird in the world.	De Kolibri is de lüttste Vagel op de Welt.
>>nds<< The sofa is wide enough for four people to sit on.	Dat Sofa is breed noog, dat veer Lüüd dor op sitten köönt.
>>nds<< There are over 2,500 types of snakes in the world.	Dat gifft mehr as 2500 Soorten Snaken op de Welt.
>>nds<< Which do you like best, apples, oranges or grapes?	Wat magst du opleevst: Appels, Appelsienen oder Wiendruven?
>>nds<< "Have you seen my cell phone?" "It's on the table."	„Hest du mien Mobieltje sehn?“ „Dat liggt op ’n Disch.“
>>nds<< He was very tall and thin, with long arms and legs.	He weer temlich groot un dünn, mit lange Arms un Been.
>>nds<< I wonder how many horses died during the Civil War.	Ik fraag mi, woveel Peer in ’n Börgerkrieg doodbleven sünd.
>>nds<< If you see the cat in this picture, please call us.	Wenn du de Katt op dit Bild süst, denn roop an.
>>nds<< India was governed by Great Britain for many years.	Indien is vele Johren lang von Grootbritannien regeert worrn.
>>nds<< It smells like something is burning in the kitchen.	In ’e Köök rückt wat brennerig.
>>nds<< Someone is at the front door. Go and see who it is.	Dor is een an de Döör. Gah man un kiek ’keen dat is.
>>nds<< The boy was searching for the key that he had lost.	De Jund deed na ’n Slötel söken, den he verloren harr.
>>nds<< The equator divides the earth into two hemispheres.	De Äquater deelt de Eer in twee Halvscheden.
>>nds<< We are both looking for something that isn't there.	Wi sünd all beid op de Söök na wat, wat nich dor is.
>>nds<< What's your favorite thing to do in your free time?	Wat deist du opleevst in dien fre’e Tied?
>>nds<< Wikipedia is the best encyclopedia on the Internet.	Wikipedia is dat beste Nakieksel op ’t Internett.
>>nds<< He fell asleep behind the wheel and had an accident.	He is achter ’t Stüür toslapen un harr en Unfall.
>>nds<< How old were you when you had your first girlfriend?	Wo oold weerst du, as du dien eerste Fründin harrst?
>>nds<< I don't understand what the author is trying to say.	Ik verstah nich, wat de Autor dor mit seggen will.
>>nds<< I want to contact him. Do you know his phone number?	Ik will em anropen. Hest du sien Telefoonnnummer?
>>nds<< If I were invisible I wouldn't have to dress myself.	Wenn ik unsichtbor weer, denn müss ik nix anhebben.
>>nds<< Look carefully. I'm going to show you how it's done.	Kiek good to. Ik wies di, wo dat geiht.
>>nds<< One drop of the poison is enough to kill 160 people.	Een Drüppen von dat Gift reckt, üm 160 Lüüd ümtobringen.
>>nds<< Our ancestors arrived in this country 150 years ago.	Uns Vöröllern kemen vör 150 Johr in dit Land an.
>>nds<< Our house has seven rooms including the dining room.	Uns Huus hett söven Kamern, de Stuuv mittellt.
>>nds<< She looked at me with tears running down her cheeks.	Se keek mi an un harr Tranen, de ehr Backen dalrullen deden.
>>nds<< She sat next to him wishing she were somewhere else.	Se deed blangen em sitten un deed sik wünschen, dat se annerwegens weer.
>>nds<< The back seat of the car will hold three passengers.	De Achterbank von ’t Auto hett Platz för dree Lüüd.
>>nds<< The girl closed her eyes and listened to the pastor.	De Deern deed ehr Ogen dicht un höör ’n Pastoor to.
>>nds<< The more I think about it, the less I understand it.	Wo mehr ik dör över nadenk, wo weniger verstah ik dat.
>>nds<< The sperm whale can dive to a depth of 1,000 meters.	De Pottwaal kann bet in en Deepd von dusend Meter duken.
>>nds<< There are over 800,000 Basque speakers in the world.	Dat gifft mehr as 800.000 Lüüd op de Welt, de Basksch snacken doot.
>>nds<< There were shepherds keeping watch over their flock.	Dor weren Schäpers, de op jemehr Hood oppassen deden.
>>nds<< There were two red hats on this table two hours ago.	Vör twee Stünnen weren dor twee rode Hööd op dissen Disch.
>>nds<< We are busy preparing for our wedding and honeymoon.	Wi harrn dor mit to doon, allens för uns Hochtied un Honnigmaand praat to maken.
>>nds<< We often come across Japanese tourists in this area.	In dit Viddel drippt een faken japaansche Turisten.
>>nds<< When I hear this song, I think of you, and miss you.	Wenn ik dit Leed höör, denn denk ik an di un miss di.
>>nds<< Daniel Gabriel Fahrenheit was born in 1686 in Danzig.	Daniel Gabriel Fahrenheit is 1686 in Danzig boren.
>>nds<< He bribed that politician with a great deal of money.	He deed den Politiker mit en groten Hümpel Geld smeren.
>>nds<< He couldn't speak because the audience was too noisy.	He kunn nich snacken, vonwegen dat de Tokiekers to luud weren.
>>nds<< I am highly honored by the presence of the president.	Dat is för mi en grote Ehr, dat vondaag de Präsident dor is.
>>nds<< I could hardly believe my ears when I heard the news.	Ik kunn mien Ohren kuum glöven, as ik de Narichten höört heff.
>>nds<< One drop of this poison is enough to kill 160 people.	Een Druppen von dat Gift reckt üm 160 Lüüd ümtobringen.
>>nds<< The church is decorated with flowers for the wedding.	De Kark is för de Hochtied mit Blomen smückt.
>>nds<< The principal shook hands with each of the graduates.	De Rekter deed elkeen von de Schoolafgängers de Hannen schüdden.
>>nds<< You should look after the children from time to time.	Du schusst af un to maal na de Kinner kieken.
>>nds<< You should look over the contract before you sign it.	Du schusst di den Verdrag dörkieken, ehrdat du em ünnerschriffst.
>>nds<< A lot of children don't hear the difference very well.	Veel Kinner höört den Verscheel nich so good.
>>nds<< He took care of the business after his father's death.	Na sien Vader sien Dood hett he sik üm dat Geschäft kümmert.
>>nds<< This caterpillar will turn into a beautiful butterfly.	Disse Ruup schall woll en smucken Botterlicker warrn.
>>nds<< When I hear that song, I think about when I was young.	Wenn ik dit Leed höör, denn denk ik an de Tied as ik jung weer.
>>nds<< Your mother must've been beautiful when she was young.	Diene Moder mutt smuck wesen hebben, as se jung weer.
>>nds<< All horses are animals, but not all animals are horses.	All Peer sünd Deerten, man nich all Deerten sünd Peer.
>>nds<< How is it that you know so much about Japanese history?	Wo kummt dat, dat du so veel von japaansche Geschicht afkennst?
>>nds<< I can't turn the shower off. Could you check it for me?	Ik kann de Duusch nich utkriegen. Kannst du dat för mi nakieken?
>>nds<< I had to study hard to keep up with the other students.	Ik müss driest lehren, dat ik mit de annern Schölers mithollen kunn.
>>nds<< If you cut the tail off of a lizard, it will grow back.	Wenn du en Eerdkrüper den Steert afsniddst, denn wasst he wedder na.
>>nds<< She looks young, but actually she's older than you are.	Se sütt jung ut, aver in Würklichkeid is se öller as du.
>>nds<< Speak louder. Your grandfather's hearing isn't so good.	Snack luder. Dien Opa höört nich mehr so good.
>>nds<< The doctor recommended that you should give up smoking.	De Dokter rekumdeer, dat du dat Smöken opgeven schusst.
>>nds<< There are a lot of stars which are larger than our sun.	Dat gifft veel Steerns, de grötter as uns Sünn sünd.
>>nds<< Tom has never dated a girl whose name ends with an "s."	Tom is nie mit en Deern utgahn, de ehr Naam achtern en „s“ harr.
>>nds<< I can tell you nothing more. I've already said too much.	Ik kann di nich mehr vertellen. Ik heff al toveel seggt.
>>nds<< I was curious to know why people had been staring at me.	Ik wull geern weten, worüm as mi de Lüüd angluupt harrn.
>>nds<< If I had known her address, I would have written to her.	Harr ik ehr Adress weten, harr ik ehr schreven.
>>nds<< She tries to keep up with what is going on in the world.	Se versöcht an ’n Ball to blieven, wat op de Welt so vör sik geiht.
>>nds<< The Panama Canal connects the Atlantic with the Pacific.	De Panama-Kanaal verbinnt den Atlantik mit ’n Pazifik.
>>nds<< The captain is responsible for the safety of passengers.	Dat is ’n Koptein sien Opgaav, dat de Fohrgäst seker sünd.
>>nds<< We associate Darwin's name with the theory of evolution.	Wi verbinnt Darwin sien Naam mit de Evolutionstheorie.
>>nds<< You should spend more time outside and less time inside.	Du schusst mehr Tied buten tobringen un weniger binnen.
>>nds<< Everyone would like to believe that dreams can come true.	Jedereen will geern glöven, dat Drööm wohr warrn köönt.
>>nds<< He used all his strength to crawl out of the wrecked car.	He deed all sien Knööv bruken, üm ut dat Autowrack to krupen.
>>nds<< How tall do you think my daughter will be in three years?	Wat meenst du, wo groot miene Dochter in dree Johr wesen schall?
>>nds<< There are many politicians who don't keep their promises.	Gifft veel Politikers, de jemehr Verspreken nich hollen doot.
>>nds<< A child who has lost both his parents is called an orphan.	En Kind, dat siene beiden Öllern verloren hett, heet Weetkind.
>>nds<< A nuclear war will bring about the destruction of mankind.	En Atoomkrieg warrt den Ünnergang von de Minschheid bringen.
>>nds<< He is French by birth, but he is now a citizen of the USA.	He is von Geboort Franzoos, man nu is he en Börger von de USA.
>>nds<< She wanted to die because she couldn't satisfy her parents.	Se wull starven, vonwegen dat se ehr Öllern nich tofreden maken kunn.
>>nds<< She's only two years old, but she can already count to 100.	Se is man twee Johr oold, aver kann al bet hunnerd tellen.
>>nds<< Tell me the reason why you want to live in the countryside.	Segg mi den Grund, worüm as du op ’n Lannen leven wullt.
>>nds<< They were all so tired that they could do nothing but yawn.	Se weren all so mööd dat se anners nix as jappen kunnen.
>>nds<< I have a cat and a dog. The cat's black and the dog's white.	Ik heff en Katt un en Hund. De Katt is swart un de Hund is witt.
>>nds<< Nobody knows what it is that has been bothering him so much.	Nüms weet, wat em so pieren deed.
>>nds<< You say Nessie is an imaginary being, but I think she exists.	Du seggst, Nessie is man en inbillit Wesen, man ik segg, dat ehr dat gifft.
>>nds<< I don't care if the early bird gets the worm. I want to sleep.	Dat kehrt mi nich, dat de fröhe Vagel den Worm fangt, ik will slapen.
>>nds<< I have a cat and a dog. The cat is black and the dog is white.	Ik heff en Katt un en Hund. De Katt is swart un de Hund is witt.
>>nds<< On a good day, you can see the coast of Estonia from Helsinki.	An en goden Dag kannst du von Helsinki ut de Küst von Eestland sehn.
>>nds<< You might not like this beer at first. It's an acquired taste.	Dat Beer smeckt di villicht toeerst nich. Man mutt sik an ’n Smack wennen.
>>nds<< Do you have any idea how many people died when the Titanic sunk?	Weetst du, woveel Lüüd doodbleven sünd, as de Titanic ünnergahn is?
>>nds<< The Balkan Mountain range runs across Bulgaria from west to east.	De Balkan-Bargkeed löppt von West na Oost dör Bulgarien.
>>nds<< I usually take a shower after I play tennis, but today I couldn't.	Normalerwies duusch ik na ’n Tennis, man vondaag kunn ik nich.
>>nds<< The poor old man became so thin that now he's just skin and bones.	De arme ole Mann is so dünn worrn, dat he man noch Huud un Knaken is.
>>nds<< They looked at the photo taken of me when I was a boy and laughed.	Se hebbt sik dat Foto von mi as lütt Jung ankeken un lacht.
>>nds<< A molecule of water is made up of one oxygen and two hydrogen atoms.	En Watermoküül besteiht ut een Suurstoff- un twee Waterstoff-Atooms.
>>nds<< Generally speaking, girls are better at learning languages than boys.	In ’t Allgemeen sünd Deerns beter bi ’t Spraken lehren as Jungs.
>>nds<< The train was so packed that I had to stand up during the whole trip.	De Tog weer so proppenvull, dat ik de ganze Fohrt stahn müss.
>>nds<< His favorite baseball team is the Giants, but he likes the Lions, too.	Sien leevste Baseball-Mannschop sünd de Giants, man he mag de Lions ook.
